,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,147,172,251,286,291,285,257,257,317,230,299,Upgrade
1,Market Cap Growth,-40.00%,-40.00%,-13.84%,0.46%,13.13%,10.61%,-18.85%,11.86%,6.09%,-41.97%,-54.90%,Upgrade
2,Enterprise Value,794,926,1002,763,787,848,815,937,1082,682,635,Upgrade
3,Last Close Price,0.11,0.13,0.19,0.21,0.22,0.21,0.19,0.19,0.24,0.17,0.22,Upgrade
4,PE Ratio,18.78,-,4.96,19.61,13.78,-7.44,-,-,-,-,-,Upgrade
5,Forward PE,-,12.65,12.65,12.65,12.65,12.65,12.65,12.65,12.65,12.65,12.65,Upgrade
6,PS Ratio,0.08,0.10,0.14,0.16,0.18,0.19,0.17,0.18,0.27,0.17,0.16,Upgrade
7,PB Ratio,0.96,1.13,1.30,1.99,2.00,2.18,2.12,2.14,1.89,1.19,1.04,Upgrade
8,P/TBV Ratio,1.12,1.12,1.28,1.95,1.97,2.14,2.12,2.14,1.89,1.19,1.04,Upgrade
9,P/FCF Ratio,0.48,0.57,0.84,1.08,1.10,1.60,1.45,1.15,1.65,3.49,-,Upgrade
10,P/OCF Ratio,0.51,0.51,0.69,0.83,0.89,1.16,1.03,0.94,1.18,1.72,-,Upgrade
11,EV/Sales Ratio,0.44,0.51,0.54,0.43,0.48,0.58,0.55,0.67,0.91,0.51,0.34,Upgrade
12,EV/EBITDA Ratio,1.58,4.06,3.73,2.90,3.75,7.18,6.96,5.56,-93.28,-,-,Upgrade
13,EV/EBIT Ratio,4.98,5.63,4.76,3.71,5.22,14.77,14.74,8.91,-14.86,-,-,Upgrade
14,EV/FCF Ratio,2.61,3.05,3.37,2.88,2.97,4.76,4.59,4.18,5.62,10.35,-,Upgrade
15,Debt / Equity Ratio,4.91,4.91,4.54,6.18,4.47,5.48,5.68,5.84,4.90,4.90,2.02,Upgrade
16,Debt / FCF Ratio,2.45,2.45,2.96,3.36,2.45,4.02,3.90,3.13,4.28,14.34,-,Upgrade
17,Return on Capital Employed (ROCE),42.93%,42.93%,39.13%,40.98%,43.28%,18.99%,17.69%,29.15%,-14.13%,-,-,Upgrade
18,Earnings Yield,5.33%,4.57%,20.16%,5.10%,7.26%,-13.43%,-19.10%,-11.09%,-38.52%,-291.01%,-213.20%,Upgrade
19,FCF Yield,206.72%,176.96%,118.46%,92.60%,91.03%,62.56%,68.91%,87.02%,60.75%,28.63%,-33.76%,Upgrade
20,Buyback Yield / Dilution,-0.01%,0.04%,-0.06%,-0.04%,-,-,-,-,-,-,-,Upgrade
21,Total Shareholder Return,2.64%,0.04%,-0.06%,-0.04%,-,-,-,-,-,-,-,Upgrade
