,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Revenue,22585,23370,16377,20204,17811,19484,20278,16747,17597,13777,12548,17786,18096,24174,20697,22671,20549,20142,7120,14382,Upgrade
1,Revenue Growth (YoY),26.80%,19.95%,-19.24%,20.64%,1.22%,41.42%,61.60%,-5.84%,-2.76%,-43.01%,-39.37%,-21.55%,-11.94%,20.02%,190.70%,57.64%,70.92%,75.90%,-12.75%,-,Upgrade
2,Cost of Revenue,17450,16853,12255,15060,12930,14141,13928,12654,12837,11069,10328,14870,15342,18841,15880,17246,16166,13591,6618,11634,Upgrade
3,Gross Profit,5135,6517,4122,5144,4881,5343,6350,4093,4760,2708,2220,2915,2755,5333,4817,5424,4383,6551,501.53,2748,Upgrade
4,"Selling, General & Admin",3835,3961,3643,4728,3493,3755,2915,3125,3035,3372,2389,3012,3614,3442,3165,3207,3675,2740,1682,5393,Upgrade
5,Research & Development,572.93,504.51,467.3,533.62,471.63,474.79,456.74,508.66,509.3,778.65,748.95,738.12,1043,774.96,638.01,714.39,789.09,523.67,450.76,478.07,Upgrade
6,Operating Expenses,4408,4466,4110,5262,3965,4229,3372,3634,3544,4150,3138,3750,4657,4217,3803,3921,4464,3264,2133,5871,Upgrade
7,Operating Income,726.96,2052,11.85,-117.68,916.46,1114,2978,459.2,1216,-1442,-917.97,-834.43,-1903,1116,1013,1503,-81.02,3287,-1631,-3123,Upgrade
8,Interest Expense,-,-,-,-17.24,-,-,-,-14.05,-,-,-,-6.11,-,-,-,-60.21,-128.16,-,-,-78.33,Upgrade
9,Interest & Investment Income,310.49,356.58,309.68,340.12,349.14,338.74,263.49,280.92,214.72,160.1,113.36,143.89,90.72,68.91,81.86,81.27,165.16,55.62,78.21,146.3,Upgrade
10,Earnings From Equity Investments,7.78,0.35,-4.09,-18.13,12.75,8.81,5.67,-0.07,13.19,-28.92,60.39,-8.29,10.79,14.39,19.72,-42.39,7.14,0.76,-3.09,-3.05,Upgrade
11,Currency Exchange Gain (Loss),45.16,-55.28,-17.75,-174.46,96.34,-50.54,34.71,65.33,-151.95,-39.49,-1.26,1.33,12.07,-3.87,11.46,4.19,-8.1,1.92,5.49,-33.2,Upgrade
12,Other Non Operating Income (Expenses),472.36,363.97,537.64,-128.51,309.91,172.31,554.97,-279.56,143.49,445.95,450.7,-35.11,526.34,317.32,381.91,188.92,183.65,212.07,274.69,89.3,Upgrade
13,EBT Excluding Unusual Items,1563,2717,837.33,-115.9,1685,1583,3837,511.78,1435,-904.11,-294.78,-738.71,-1263,1513,1508,1675,138.67,3558,-1276,-3002,Upgrade
14,Impairment of Goodwill,-,-36.4,-,-55.44,-5.2,-32.78,-,-65.51,-,-76.24,-,-335.3,-397.07,-,-,-22.66,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,108.78,68.62,1.62,933.67,-7.88,22.63,41.07,562.07,-279.42,-454.05,-136.91,425.02,97.56,371.94,-25.77,371.44,194.6,62.89,-104.2,-113.8,Upgrade
16,Gain (Loss) on Sale of Assets,-,-,-,-0.63,-,-,-,0.65,-,-,-,-0.47,-,-,-,2.49,1.06,-0.11,-,-0.89,Upgrade
17,Asset Writedown,-,-,-,-,-,-,-,-6.3,-,-,-,-14.34,-,-,-,-213.39,-,-,-,-,Upgrade
18,Pretax Income,1672,2749,838.95,761.7,1672,1573,3878,1003,1156,-1434,-431.69,-663.8,-1562,1884,1482,1813,334.33,3621,-1380,-3117,Upgrade
19,Income Tax Expense,503.13,848.96,406.83,91.63,501.24,273.37,1128,630.78,439.54,431.31,187.95,269.47,203.51,768.84,423.67,716.95,258.99,781.72,-148.86,4.86,Upgrade
20,Earnings From Continuing Operations,1168,1900,432.12,670.06,1170,1300,2750,371.91,716.15,-1866,-619.63,-933.26,-1766,1116,1059,1096,75.34,2839,-1231,-3121,Upgrade
21,Minority Interest in Earnings,2.67,-8.34,-0.35,-0.46,-12.25,9.23,-2.9,5.12,7.04,-2.61,1.66,3.58,0.96,-3.72,-0.19,-0.58,-0.64,-2.25,2.74,0.07,Upgrade
22,Net Income,1171,1892,431.77,669.61,1158,1309,2747,377.03,723.19,-1868,-617.98,-929.68,-1765,1112,1059,1095,74.7,2837,-1229,-3121,Upgrade
23,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,301.9,346.14,715.78,693.3,577.84,Upgrade
24,Net Income to Common,1171,1892,431.77,669.61,1158,1309,2747,377.03,723.19,-1868,-617.98,-929.68,-1765,1112,1059,793.08,-271.45,2121,-1922,-3699,Upgrade
25,Net Income Growth,1.13%,44.57%,-84.28%,77.60%,60.13%,-,-,-,-,-,-,-,-,-60.80%,-,-,-80.41%,627.16%,-,-,Upgrade
26,Shares Outstanding (Basic),1127,1135,1147,1150,1164,1186,1183,1184,1192,1191,1189,1186,1178,1174,1173,1147,823,499,490,462,Upgrade
27,Shares Outstanding (Diluted),1167,1175,1181,1186,1190,1211,1217,1202,1208,1191,1189,1186,1178,1196,1197,1172,823,499,490,462,Upgrade
28,Shares Change (YoY),-1.91%,-2.95%,-3.01%,-1.32%,-1.52%,1.69%,2.35%,1.27%,2.56%,-0.41%,-0.67%,1.24%,43.06%,139.63%,144.33%,153.68%,80.52%,8.57%,6.54%,-,Upgrade
29,EPS (Basic),1.04,1.67,0.38,0.58,0.99,1.10,2.32,0.32,0.61,-1.57,-0.52,-0.78,-1.50,0.95,0.90,0.69,-0.33,4.25,-3.92,-8.01,Upgrade
30,EPS (Diluted),0.99,1.62,0.36,0.58,0.96,1.08,2.25,0.30,0.60,-1.57,-0.52,-0.78,-1.50,0.93,0.87,0.68,-0.33,4.25,-3.93,-8.01,Upgrade
31,EPS Growth,3.12%,50.00%,-84.00%,93.89%,60.00%,-,-,-,-,-,-,-,-,-78.12%,-,-,-,-,-,-,Upgrade
32,Free Cash Flow,448.89,4773,-915.28,895.3,1957,-196.14,7628,1854,2006,2973,834.75,-150.79,-1158,1001,2473,783.53,2647,9283,-4089,-799.09,Upgrade
33,Free Cash Flow Per Share,0.38,4.06,-0.78,0.76,1.64,-0.16,6.27,1.54,1.66,2.50,0.70,-0.13,-0.98,0.84,2.07,0.67,3.21,18.61,-8.34,-1.73,Upgrade
34,Dividend Per Share,-,-,-,2.489,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
35,Gross Margin,22.74%,27.89%,25.17%,25.46%,27.40%,27.42%,31.31%,24.44%,27.05%,19.66%,17.69%,16.39%,15.22%,22.06%,23.27%,23.93%,21.33%,32.52%,7.04%,19.11%,Upgrade
36,Operating Margin,3.22%,8.78%,0.07%,-0.58%,5.15%,5.72%,14.69%,2.74%,6.91%,-10.46%,-7.32%,-4.69%,-10.51%,4.62%,4.90%,6.63%,-0.39%,16.32%,-22.91%,-21.71%,Upgrade
37,Profit Margin,5.19%,8.10%,2.64%,3.31%,6.50%,6.72%,13.55%,2.25%,4.11%,-13.56%,-4.92%,-5.23%,-9.75%,4.60%,5.11%,3.50%,-1.32%,10.53%,-26.99%,-25.72%,Upgrade
38,Free Cash Flow Margin,1.99%,20.42%,-5.59%,4.43%,10.99%,-1.01%,37.62%,11.07%,11.40%,21.58%,6.65%,-0.85%,-6.40%,4.14%,11.95%,3.46%,12.88%,46.09%,-57.43%,-5.56%,Upgrade
39,EBITDA,929.46,2261,335.53,237.1,1269,1466,3321,848.83,1589,-1057,-563.28,-432.48,-1557,1450,1303,1829,222.77,3560,-1360,-2829,Upgrade
40,EBITDA Margin,4.12%,9.68%,2.05%,1.17%,7.13%,7.52%,16.38%,5.07%,9.03%,-7.67%,-4.49%,-2.43%,-8.61%,6.00%,6.29%,8.07%,1.08%,17.67%,-19.09%,-19.67%,Upgrade
41,D&A For EBITDA,202.5,209.7,323.68,354.78,352.68,352.09,342.64,389.62,373.54,384.86,354.69,401.96,345.44,333.82,289.55,326.15,303.79,272.18,271.85,293.53,Upgrade
42,EBIT,726.96,2052,11.85,-117.68,916.46,1114,2978,459.2,1216,-1442,-917.97,-834.43,-1903,1116,1013,1503,-81.02,3287,-1631,-3123,Upgrade
43,EBIT Margin,3.22%,8.78%,0.07%,-0.58%,5.15%,5.72%,14.69%,2.74%,6.91%,-10.46%,-7.32%,-4.69%,-10.51%,4.62%,4.90%,6.63%,-0.39%,16.32%,-22.91%,-21.71%,Upgrade
44,Effective Tax Rate,30.10%,30.88%,48.49%,12.03%,29.99%,17.38%,29.09%,62.91%,38.03%,-,-,-,-,40.80%,28.58%,39.56%,77.47%,21.59%,-,-,Upgrade
45,Revenue as Reported,22585,23370,16377,20204,17811,19484,20278,16747,17597,13777,12548,17786,18096,24174,20697,22671,20549,20142,7120,14382,Upgrade
