,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,12909,10283,12172,12344,13724,14423,12466,9719,8469,8958,Upgrade
1,Cash & Short-Term Investments,12909,10283,12172,12344,13724,14423,12466,9719,8469,8958,Upgrade
2,Cash Growth,6.05%,-16.69%,-11.30%,-14.42%,10.09%,48.41%,47.20%,8.50%,-8.16%,30.46%,Upgrade
3,Accounts Receivable,29.58,20.04,29.29,26.93,40.86,25.42,32.97,105.53,66.27,19.81,Upgrade
4,Other Receivables,14193,8438,20122,16314,22118,18981,31502,22225,18711,12184,Upgrade
5,Receivables,14222,9800,20151,17024,22159,19627,31535,26156,18777,15735,Upgrade
6,Inventory,67579,67635,72347,63332,68773,74620,61844,50168,50363,47058,Upgrade
7,Prepaid Expenses,1979,1727,1926,1818,1579,1775,2886,1903,2159,1457,Upgrade
8,Other Current Assets,3598,3411,3277,2862,3225,2926,3780,1879,1675,577.18,Upgrade
9,Total Current Assets,100287,92856,109874,97381,109460,113372,112510,89825,81443,73785,Upgrade
10,"Property, Plant & Equipment",449.78,573,290.11,322.1,334.4,311.94,425.05,475.69,344.57,322.22,Upgrade
11,Long-Term Investments,16166,16617,15624,15773,15456,15202,11972,11761,6394,5866,Upgrade
12,Goodwill,160.21,160.21,160.21,160.21,160.21,160.21,160.21,160.21,160.21,160.21,Upgrade
13,Long-Term Deferred Tax Assets,858.07,931.49,1135,936.48,965.5,890.87,1114,953.84,1038,1023,Upgrade
14,Other Long-Term Assets,20305,19762,12486,13471,8886,8791,8864,7850,5391,4753,Upgrade
15,Total Assets,138226,132671,139570,130868,135262,138728,135046,111026,94771,88422,Upgrade
16,Accounts Payable,8018,11228,7779,7428,6722,12106,6062,5339,4483,7982,Upgrade
17,Accrued Expenses,-,2559,3015,2857,2792,2885,3271,2443,1177,1923,Upgrade
18,Short-Term Debt,-,571.66,15986,702.21,11345,10977,24931,16263,5052,4041,Upgrade
19,Current Portion of Long-Term Debt,5963,10349,13650,2010,2935,8070,10691,11548,7345,5124,Upgrade
20,Current Portion of Leases,33.24,54.04,56.86,57.53,52.45,52.52,35.55,31.98,27.85,22.52,Upgrade
21,Current Income Taxes Payable,2882,3272,3290,3322,3890,3790,4169,4197,3750,4351,Upgrade
22,Current Unearned Revenue,26744,21442,30365,25992,26589,27368,32274,23798,22012,14289,Upgrade
23,Other Current Liabilities,23167,20797,7604,21572,11393,10348,11818,7244,7679,4392,Upgrade
24,Total Current Liabilities,66808,70272,81748,63940,65719,75597,93251,70865,51525,42125,Upgrade
25,Long-Term Debt,35866,26371,21777,33349,36122,28467,9329,7945,13310,16837,Upgrade
26,Long-Term Leases,305.19,315.25,349.14,375.06,400.24,375.97,389.95,410.94,280.44,254.81,Upgrade
27,Long-Term Deferred Tax Liabilities,446.03,499.71,496.28,477.66,376.08,437.62,410.09,537.92,367.84,375.65,Upgrade
28,Other Long-Term Liabilities,0.44,88.03,-,-,-,-,-,-,-,-,Upgrade
29,Total Liabilities,103426,97546,104370,98142,102618,104877,103380,79759,65483,59592,Upgrade
30,Common Stock,39.13,39.13,39.13,39.13,39.13,39.13,39.13,39.13,39.13,39.13,Upgrade
31,Additional Paid-In Capital,3880,3880,3880,4015,4015,4268,4268,4554,4554,5179,Upgrade
32,Retained Earnings,9039,9367,9317,9233,9153,8904,8640,8343,7725,7642,Upgrade
33,Comprehensive Income & Other,-3402,-3373,-3369,-3425,-3452,-3472,-3427,-3435,-3343,-3354,Upgrade
34,Total Common Equity,9556,9912,9867,9863,9756,9738,9519,9501,8975,9506,Upgrade
35,Minority Interest,25244,25213,25333,22863,22889,24112,22147,21766,20312,19324,Upgrade
36,Shareholders' Equity,34800,35125,35200,32726,32644,33851,31666,31267,29288,28830,Upgrade
37,Total Liabilities & Equity,138226,132671,139570,130868,135262,138728,135046,111026,94771,88422,Upgrade
38,Total Debt,42168,37661,51819,36494,50855,47942,45377,36199,26015,26280,Upgrade
39,Net Cash (Debt),-29259,-27377,-39647,-24151,-37131,-33519,-32911,-26480,-17547,-17322,Upgrade
40,Net Cash Per Share,-5.96,-5.58,-8.08,-4.92,-7.57,-6.83,-6.71,-5.40,-3.58,-3.53,Upgrade
41,Filing Date Shares Outstanding,4905,4905,4905,4905,4905,4905,4905,4905,4903,4905,Upgrade
42,Total Common Shares Outstanding,4905,4905,4905,4905,4905,4905,4905,4905,4903,4905,Upgrade
43,Working Capital,33478,22584,28127,33441,43740,37775,19259,18960,29919,31660,Upgrade
44,Book Value Per Share,1.95,2.02,2.01,2.01,1.99,1.99,1.94,1.94,1.83,1.94,Upgrade
45,Tangible Book Value,9396,9752,9707,9703,9595,9578,9359,9341,8815,9346,Upgrade
46,Tangible Book Value Per Share,1.92,1.99,1.98,1.98,1.96,1.95,1.91,1.90,1.80,1.91,Upgrade
47,Machinery,-,31.73,-,30.79,-,30.35,-,28.75,-,26.62,Upgrade
48,Leasehold Improvements,-,346.76,-,336.96,-,314.2,-,306.75,-,299.58,Upgrade
