,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,1514,1620,1725,1765,1890,2045,2091,1485,1020,-,1494,2042,1802,1126,1053,1184,991.42,851.54,1034,818.44,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1088,-,1087,Upgrade
2,Cash & Short-Term Investments,1514,1620,1725,1765,1890,2045,2091,1485,1020,-,1494,2042,1802,1126,1053,1184,991.42,1939,1034,1905,Upgrade
3,Cash Growth,-19.92%,-20.81%,-17.53%,18.87%,85.39%,-,40.03%,-27.28%,-43.40%,-,41.89%,72.45%,81.72%,-41.93%,1.78%,-37.86%,4.87%,50.67%,-4.93%,8.15%,Upgrade
4,Accounts Receivable,475.96,455.63,501.43,500.01,303.77,354.06,596.41,512.45,300.08,-,424.84,497.21,257.3,265.71,388.23,398.55,233.03,302.58,378.37,314.82,Upgrade
5,Other Receivables,278.31,277.46,42.98,43.8,46.28,52.86,61.4,47.9,610.51,-,275.41,268.21,267.47,263.9,279.35,228.01,1303,200.9,1777,707.54,Upgrade
6,Receivables,754.27,733.09,747.83,747.23,350.06,660.34,657.8,560.35,910.59,-,1046,1154,524.76,529.61,667.58,626.56,1536,533.48,2156,1054,Upgrade
7,Inventory,6829,6369,6789,6214,6133,6149,6246,6379,6625,-,6005,5193,3937,3572,3552,3445,3348,3275,3768,3688,Upgrade
8,Prepaid Expenses,-,10.64,-,16.68,-,-,-,11.52,-,-,-,12.86,-,7.72,-,12.34,-,6.2,-,13.06,Upgrade
9,Other Current Assets,818.37,796.75,839.17,940.44,727.22,690.55,542.45,750,511.74,-,646.33,633.09,232.41,187.43,242.08,278.5,187.14,272.14,687.96,656.35,Upgrade
10,Total Current Assets,9916,9529,10101,9683,9100,9545,9537,9186,9067,-,9191,9035,6496,5423,5515,5546,6063,6026,7646,7317,Upgrade
11,"Property, Plant & Equipment",4320,4289,4304,4307,4249,4242,4210,4248,4113,-,3739,3791,3677,3688,3654,3624,3467,3448,3456,3501,Upgrade
12,Long-Term Investments,866.43,934,957.93,968.51,1001,1010,1098,1100,773.42,-,797.81,807.13,786.32,879.65,889.33,884.89,866.85,903.23,903.07,894.58,Upgrade
13,Other Intangible Assets,97.85,99.17,100.52,101.69,88.55,89.96,91.1,91.12,93.49,-,95.49,97.17,97,98.75,100.44,101.62,102.73,104.41,105.8,107.2,Upgrade
14,Long-Term Deferred Tax Assets,130.67,143.84,136.27,134.72,123.44,124.94,111.47,110.41,131.29,-,126.88,111.72,101.26,95.81,89.98,89.63,73.16,73.5,81.6,80.95,Upgrade
15,Long-Term Deferred Charges,282.48,287.6,295.33,302.3,289.32,286,282.8,287.18,259.87,-,165.22,138.99,29.88,18.76,18.06,17.18,13.56,12.79,13.12,13.72,Upgrade
16,Other Long-Term Assets,171.41,173.72,176.06,178.4,180.03,182.38,183.94,186.98,798.34,-,191.2,194.39,722.48,199.51,728.7,205.55,207.78,210.56,213.4,215.9,Upgrade
17,Total Assets,15784,15456,16071,15675,15285,15480,15768,15462,15237,-,14306,14176,11909,10930,10995,10995,10794,10779,12419,12130,Upgrade
18,Accounts Payable,667.47,539.22,551.99,655.64,650.44,685.52,667.68,777.63,661.62,-,448.71,579.64,405.34,379.13,361.97,528.32,439.96,434.91,286.22,382.25,Upgrade
19,Accrued Expenses,127.85,188.07,118.47,202.77,138.07,192.26,105.5,180.86,132.1,-,100.23,335.48,138.11,361.25,118.86,367.91,112.33,363.29,91.42,200.58,Upgrade
20,Short-Term Debt,1391,1396,1578,1224,1166,1426,1793,1988,1980,-,1684,1944,1498,1647,1924,2106,2647,2633,2364,2010,Upgrade
21,Current Portion of Long-Term Debt,874.26,898.86,896.95,989.81,455.8,226.18,842.52,1219,955.23,-,1336,1491,-,1.22,-,3.4,19.95,17.98,-,13.25,Upgrade
22,Current Portion of Leases,-,38.95,-,37.82,-,37.04,-,36.44,-,-,-,9.13,-,-,-,-,-,-,-,-,Upgrade
23,Current Income Taxes Payable,63.96,23.17,72.46,32.5,61.17,14.1,80.25,10.82,219.09,-,206.31,20.04,219.45,0.88,261.02,32.26,268.23,117.24,84.02,36.59,Upgrade
24,Current Unearned Revenue,5689,5960,5920,5812,5801,5905,4616,3044,3748,-,3550,3347,2170,1080,969.46,886.24,807.43,734.95,4829,-,Upgrade
25,Other Current Liabilities,741.62,743.96,738.51,706.24,685.22,614.17,688.82,1080,592.27,-,583.22,561.03,797.1,363.47,374.18,358.23,281.28,343.15,307.08,5059,Upgrade
26,Total Current Liabilities,9555,9788,9876,9661,8958,9100,8794,8337,8288,-,7908,8287,5228,3833,4009,4282,4576,4645,7961,7702,Upgrade
27,Long-Term Debt,1881,1289,1747,1562,1743,1779,2353,2449,2518,-,2114,1541,2492,2879,2841,2623,1977,1860,691.79,641.63,Upgrade
28,Long-Term Leases,295.51,303.83,311.33,302.01,315.72,321.16,330.31,342.05,343.38,-,0.67,27.54,28.87,67.95,30.94,36.34,-,37.2,-,10.42,Upgrade
29,Long-Term Unearned Revenue,239.76,242.49,245.95,246.93,254.34,268.31,263.36,259.26,207.2,-,203.8,201.25,204.33,202.15,210.04,164.03,179.7,163.61,165.46,165,Upgrade
30,Long-Term Deferred Tax Liabilities,26.56,25.4,26.98,28.33,31.11,32.68,31.18,30.92,23.39,-,36.83,25.22,14.77,11.73,11.73,12.15,10.03,10.03,10.03,10.03,Upgrade
31,Other Long-Term Liabilities,-,42.5,-,43.05,-,39.93,-,30.54,-,-,-,23.83,-,26.07,-,22.88,-,28.54,-,25.12,Upgrade
32,Total Liabilities,11997,11690,12208,11844,11303,11541,11771,11448,11380,-,10263,10106,7968,7020,7103,7141,6743,6744,8829,8554,Upgrade
33,Common Stock,576.7,578.01,578.01,578.26,578.26,578.26,578.26,578.33,578.33,-,578.33,572.65,572.65,572.65,572.65,572.65,572.65,572.65,572.65,572.65,Upgrade
34,Additional Paid-In Capital,414.79,416.38,415.89,416.27,416.62,416.62,414.97,415.06,413.2,-,411.78,403.37,407.35,407.35,407.35,407.35,407.35,407.35,407.35,407.35,Upgrade
35,Retained Earnings,1653,1649,1730,1725,1838,1808,1870,1873,1788,-,1857,1870,1772,1828,1825,1809,1987,1986,1625,1621,Upgrade
36,Treasury Stock,-10.05,-13.29,-13.29,-13.93,-13.93,-13.93,-13.93,-14.1,-14.1,-,-14.1,-,-,-,-,-,-,-,-,-,Upgrade
37,Comprehensive Income & Other,17.95,13.59,15.36,17.3,20.77,22.91,17.21,13.93,13.74,-,9.7,17.78,15.85,6.15,7.41,7.02,11.01,7.32,0.38,1.27,Upgrade
38,Total Common Equity,2652,2644,2726,2723,2839,2812,2867,2866,2779,-,2843,2864,2768,2814,2812,2796,2978,2973,2605,2602,Upgrade
39,Minority Interest,1135,1122,1137,1109,1142,1126,1130,1148,1078,-,1200,1206,1173,1095,1080,1059,1073,1062,984.93,974.21,Upgrade
40,Shareholders' Equity,3787,3766,3863,3831,3982,3938,3997,4014,3857,-,4043,4070,3942,3910,3892,3854,4051,4035,3590,3576,Upgrade
