,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,321145,321145,274921,237899,319277,254711,487133,111836,411250,186785,232278,88754,198508,210263,225024,179093,148025,122764,273973,96678,Upgrade
1,Revenue Growth (YoY),0.59%,26.08%,-43.56%,112.72%,-22.36%,36.37%,109.72%,26.01%,107.17%,-11.17%,3.22%,-50.44%,34.11%,71.27%,-17.87%,85.25%,-56.10%,-59.17%,-18.35%,-55.08%,Upgrade
2,Cost of Revenue,301933,301933,255490,215461,299618,234446,467097,84137,393718,166858,225108,71679,190571,197742,224003,169768,128173,114019,265403,83163,Upgrade
3,Gross Profit,19212,19212,19431,22438,19659,20265,20036,27699,17532,19927,7170,17075,7938,12521,1022,9325,19852,8744,8570,13515,Upgrade
4,"Selling, General & Admin",8082,8082,9368,12046,8812,12665,7195,16459,8191,12561,2960,12836,53.18,8951,-4958,2926,18822,6291,6936,9414,Upgrade
5,Other Operating Expenses,3.5,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
6,Operating Expenses,8433,8433,9368,12046,8812,12665,7195,16459,8191,12561,2960,12836,53.18,8951,-4958,2926,18822,6291,6936,9414,Upgrade
7,Operating Income,10779,10779,10063,10392,10847,7600,12841,11240,9341,7366,4210,4239,7885,3570,5980,6399,1030,2453,1634,4101,Upgrade
8,Interest Expense,-10438,-10438,-10554,-10651,-10977,-12854,-14946,-11838,-8220,-7046,-5304,-4600,-4265,-4351,-4486,-4350,-3740,-3603,-3614,-4339,Upgrade
9,Interest & Investment Income,1194,1194,1071,1017,1252,1329,5502,1071,1012,986.8,914.22,944.44,956.55,968.71,1015,1113,1876,1289,1323,1257,Upgrade
10,Other Non Operating Income (Expenses),1129,1129,1688,854.06,2851,7843,-49.87,-60.02,737.05,-224.46,97.09,50.33,350.32,-215.98,-477.08,-413.93,4354,662.17,-149.71,13.23,Upgrade
11,EBT Excluding Unusual Items,2664,2664,2268,1611,3973,3918,3348,412.71,2870,1082,-82.83,634.3,4927,-28.52,2032,2749,3520,801.4,-806.61,1032,Upgrade
12,Pretax Income,2664,2664,2268,1611,3973,3918,3348,412.71,2870,1082,-82.83,634.3,4927,-28.52,2032,2749,3520,801.4,-806.61,1032,Upgrade
13,Income Tax Expense,1504,1504,2141,1164,5342,846.76,638.03,94.06,739.62,1196,113.61,106.37,1050,-109.32,1320,951.56,253.33,-188.52,143.25,500.97,Upgrade
14,Earnings From Continuing Operations,1160,1160,127.16,446.95,-1368,3071,2710,318.65,2130,-114.17,-196.45,527.93,3877,80.8,712.12,1797,3267,989.92,-949.86,531.15,Upgrade
15,Minority Interest in Earnings,0.02,0.02,-0.3,-0.36,-0.13,-0.38,3.76,-311.93,-2100,-92.59,-149.31,-497.22,-3877,23.18,-734.54,-1759,-1165,-1729,-,-872.16,Upgrade
16,Net Income,1160,1160,126.86,446.59,-1369,3071,2713,6.72,29.63,-206.76,-345.76,30.71,-,103.99,-22.42,38.23,2102,-738.69,-949.86,-341.01,Upgrade
