,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,193393,198619,167258,187696,192448,197199,203036,222476,185756,190077,267835,264000,478000,558001,230000,212000,230000,228000,220000,188000,190000,Upgrade
1,Market Cap Growth,0.72%,0.72%,-17.62%,-15.63%,3.60%,3.75%,-24.19%,-15.73%,-61.14%,-65.94%,16.45%,24.53%,107.83%,144.74%,4.55%,12.77%,21.05%,-2.56%,-4.35%,-32.37%,-47.80%,Upgrade
2,Enterprise Value,637485,644870,613509,636042,640794,635898,724872,744312,589728,398269,551748,436517,650517,695886,390702,337070,355070,318002,310002,303320,294228,Upgrade
3,Last Close Price,7400.00,7600.00,6400.00,7181.82,7363.64,7545.45,7768.60,8512.40,7107.44,7272.73,10247.93,10101.01,18288.95,21349.86,8430.37,7770.60,8430.37,7775.70,7502.87,6411.54,6479.75,Upgrade
4,PE Ratio,60.19,68.65,458.44,82.47,39.58,-,34.88,87.49,-359.87,-386.20,-,-,4257.58,-,103.51,-,509.05,3141.19,-,-,-,Upgrade
5,PS Ratio,0.17,0.17,0.15,0.17,0.15,0.17,0.16,0.19,0.20,0.21,0.38,0.36,0.66,0.69,0.30,0.31,0.32,0.36,0.26,0.19,0.18,Upgrade
6,PB Ratio,0.54,0.56,0.47,0.53,0.54,0.56,0.57,0.63,0.53,0.54,0.77,0.76,-,1.59,0.67,0.61,0.65,0.64,-,0.53,0.51,Upgrade
7,P/TBV Ratio,0.56,0.56,0.47,0.54,0.55,0.56,0.57,0.64,0.53,0.54,0.77,0.76,-,1.60,0.67,0.61,0.65,0.64,-,0.54,0.51,Upgrade
8,P/FCF Ratio,4.79,4.92,41.60,-12.97,-39.92,-,-,-6.86,-,-,4.77,-,-,-,-24.35,-,-,-,-,1.11,1.14,Upgrade
9,P/OCF Ratio,4.53,4.53,13.85,-29.22,30.90,-,-,-1384.71,-,-,1.67,-,6.89,-,28.81,-,-,-,-,1.08,1.11,Upgrade
10,EV/Sales Ratio,0.57,0.56,0.53,0.59,0.49,0.54,0.57,0.62,0.63,0.43,0.78,0.60,0.90,0.86,0.51,0.50,0.49,0.50,0.37,0.30,0.27,Upgrade
11,EV/EBITDA Ratio,8.86,9.00,8.63,9.34,8.86,8.65,10.13,10.53,9.86,7.76,11.69,10.72,14.98,14.84,8.69,7.00,7.77,7.04,6.55,7.21,5.87,Upgrade
12,EV/EBIT Ratio,15.06,15.35,14.58,16.35,15.37,14.95,17.67,18.25,18.34,15.83,23.28,21.93,30.01,29.20,23.01,21.25,30.83,34.50,28.58,59.54,23.59,Upgrade
13,EV/FCF Ratio,15.80,15.99,152.60,-43.95,-132.92,-,-,-22.94,-,-,9.82,-,-,-,-41.36,-,-,-,-,1.78,1.77,Upgrade
14,Debt / Equity Ratio,1.58,1.58,1.58,1.65,1.55,1.55,1.58,1.76,1.76,1.56,1.05,1.05,-,0.76,0.70,0.76,0.66,0.66,-,0.57,0.58,Upgrade
15,Debt / EBITDA Ratio,7.85,7.61,7.61,8.58,7.86,7.60,9.04,7.24,8.31,8.54,6.23,8.70,-,5.59,7.38,5.03,4.34,5.93,-,4.70,4.11,Upgrade
16,Debt / FCF Ratio,14.01,14.01,140.55,-40.53,-113.66,-,-,-19.06,-,-,6.50,-,-,-,-25.62,-,-,-,-,1.19,1.30,Upgrade
17,Asset Turnover,0.91,0.91,-,-,0.88,-,-,0.28,-,-,-,-,0.79,0.81,-,-,-,-,0.97,0.31,Upgrade,
18,Inventory Turnover,3.17,3.68,3.43,-,-,3.80,-,-,0.80,-,-,-,-,3.87,3.57,-,-,-,-,6.53,1.89,Upgrade
19,Quick Ratio,0.67,0.67,0.67,0.66,-,0.62,0.64,-,0.53,0.65,-,0.78,-,0.99,0.91,0.90,-,1.07,-,1.09,1.00,Upgrade
20,Current Ratio,1.12,1.12,1.12,1.14,-,1.13,1.14,-,1.12,1.12,-,1.18,-,1.31,1.30,1.27,-,1.33,-,1.31,1.31,Upgrade
