,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,42406,39563,43279,51544,46885,44284,-,45974,-,39056,Upgrade
1,Revenue Growth (YoY),-2.02%,-23.24%,-7.69%,16.39%,-,-3.68%,-,17.71%,-,-8.90%,Upgrade
2,Cost of Revenue,26987,24519,27338,32336,29633,27348,-,28144,-,24094,Upgrade
3,Gross Profit,15419,15044,15941,19208,17252,16936,-,17830,-,14962,Upgrade
4,"Selling, General & Admin",11155,9640,10901,12516,12256,11280,-,11403,-,9924,Upgrade
5,Other Operating Expenses,-456,-90,-90,97,-244,-94,-,-370,-,-281,Upgrade
6,Operating Expenses,10699,9550,10811,12613,12012,11186,-,11033,-,9643,Upgrade
7,Operating Income,4720,5494,5130,6595,5240,5750,-,6797,-,5319,Upgrade
8,Interest Expense,-1537,-1283,-1207,-1233,-834,-742,-,-955,-,-1111,Upgrade
9,Interest & Investment Income,305,268,360,227,157,133,-,149,-,241,Upgrade
10,Earnings From Equity Investments,3529,2427,1681,2494,258,-1702,-,-2450,-,-3820,Upgrade
11,Currency Exchange Gain (Loss),-176,176,-85,-78,-19,80,-,-2,-,8,Upgrade
12,Other Non Operating Income (Expenses),-61,-103,-122,-50,-103,-74,-,-125,-,-25,Upgrade
13,EBT Excluding Unusual Items,6780,6979,5757,7955,4699,3445,-,3414,-,612,Upgrade
14,Impairment of Goodwill,-,-,-,-,-530,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,-333,333,-90,-231,-54,125,-,8,-,-,Upgrade
16,Gain (Loss) on Sale of Assets,233,-233,22556,-19,532,28,-,298,-,-28,Upgrade
17,Asset Writedown,-5148,-826,-1969,-1740,359,314,-,-2501,-,-6969,Upgrade
18,Other Unusual Items,-,-,-,551,-,-,-,24,-,-,Upgrade
19,Pretax Income,1532,6253,26254,6516,5006,3912,-,1243,-,-6385,Upgrade
20,Income Tax Expense,1410,1674,1283,1649,1683,1330,-,1534,-,1050,Upgrade
21,Earnings From Continuing Operations,122,4579,24971,4867,3323,2582,-,-291,-,-7435,Upgrade
22,Earnings From Discontinued Operations,-,-,-,-,-83,442,-,125,-,-,Upgrade
23,Net Income to Company,122,4579,24971,4867,3240,3024,-,-166,-,-7435,Upgrade
24,Minority Interest in Earnings,285,-665,-339,-646,-959,-1110,-,-626,-,-302,Upgrade
25,Net Income,407,3914,24632,4221,2281,1914,-,-792,-,-7737,Upgrade
26,Net Income to Common,407,3914,24632,4221,2281,1914,-,-792,-,-7737,Upgrade
27,Net Income Growth,-98.35%,-7.27%,979.88%,120.53%,-,-,-,-,-,-,Upgrade
28,Shares Outstanding (Basic),1396,1429,1441,1449,1487,1502,-,1502,-,1502,Upgrade
29,Shares Outstanding (Diluted),1396,1429,1441,1449,1487,1502,-,1502,-,1502,Upgrade
30,Shares Change (YoY),-3.14%,-1.39%,-3.07%,-3.48%,-,-,-,-,-,-,Upgrade
31,EPS (Basic),0.29,2.74,17.09,2.91,1.53,1.27,-,-0.53,-,-5.15,Upgrade
32,EPS (Diluted),-0.04,2.74,17.09,2.91,1.53,1.27,-,-0.53,-,-5.15,Upgrade
33,EPS Growth,-,-5.97%,1014.13%,128.49%,-,-,-,-,-,-,Upgrade
34,Free Cash Flow,3395,2652,3141,3432,2114,2928,-,6964,-,1562,Upgrade
35,Free Cash Flow Per Share,2.43,1.86,2.18,2.37,1.42,1.95,-,4.64,-,1.04,Upgrade
36,Dividend Per Share,2.100,1.250,2.000,1.200,1.850,1.150,-,1.000,-,0.700,Upgrade
37,Dividend Growth,5.00%,4.17%,8.11%,4.35%,-,15.00%,-,42.86%,-,-48.15%,Upgrade
38,Operating Margin,11.13%,13.89%,11.85%,12.79%,11.18%,12.98%,-,14.78%,-,13.62%,Upgrade
39,Profit Margin,0.96%,9.89%,56.91%,8.19%,4.87%,4.32%,-,-1.72%,-,-19.81%,Upgrade
40,Free Cash Flow Margin,8.01%,6.70%,7.26%,6.66%,4.51%,6.61%,-,15.15%,-,4.00%,Upgrade
41,EBITDA,6340,6799,6612,8293,6587,7213,-,8274,-,7054,Upgrade
42,D&A For EBITDA,1620,1305,1482,1698,1347,1463,1527,1477,1369,1735,Upgrade
43,EBIT,4720,5494,5130,6595,5240,5750,-,6797,-,5319,Upgrade
