,Fiscal Quarter,Q4 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Revenue,41922,50711,36318,35168,46148,41062,42060,42938,51938,45695,51003,45446,37888,45777,42785,37334,37872,46640,67385,55659,Upgrade
1,Revenue Growth (YoY),-9.16%,23.50%,-13.65%,-18.09%,-11.15%,-10.14%,-17.53%,-5.52%,37.08%,-0.18%,19.21%,21.73%,0.04%,-1.85%,-36.51%,-32.92%,-19.13%,-3.27%,21.03%,5.04%,Upgrade
2,Cost of Revenue,36831,41901,30901,29857,39744,36108,35186,36731,44924,39413,44900,39364,31823,38520,35820,29219,30370,39855,56913,47323,Upgrade
3,Gross Profit,5090,8810,5417,5311,6404,4954,6874,6207,7014,6282,6103,6082,6066,7257,6965,8114,7503,6785,10472,8336,Upgrade
4,"Selling, General & Admin",6080,5277,3744,3786,5441,3964,5164,4774,6493,4941,5290,4727,4355,5725,6007,6141,5760,5632,7831,6511,Upgrade
5,Operating Expenses,6080,5277,3744,3786,5441,3964,5164,4774,6493,4941,5290,4727,4355,5725,6007,6141,5760,5632,7831,6511,Upgrade
6,Operating Income,-990.05,3533,1672,1525,963.26,989.79,1711,1433,521.25,1341,812.31,1355,1711,1532,958.22,1973,1743,1152,2641,1826,Upgrade
7,Interest Expense,-181.34,-152.61,-71.17,-66.16,-51.27,-106.71,-204.83,-307.9,-349.35,-150.43,-175.85,-142.94,-134.08,-111.31,-143.39,-207.4,-338.71,-246.92,-462.43,-515.08,Upgrade
8,Interest & Investment Income,533.63,410.36,197.32,154.55,336.29,84.63,128.13,123.36,353.19,239.94,122.71,231.67,148.34,104.3,147.12,75.81,75.81,102.2,32.03,11.48,Upgrade
9,Other Non Operating Income (Expenses),-18.91,-4.17,-127.01,-55.63,-12.05,0.96,-332.12,-109.23,1.44,-7.11,-44.56,-17.92,0.14,-24.07,6.87,36.87,-46.18,-29.45,-114.01,-5.77,Upgrade
10,Pretax Income,-656.67,3786,1672,1557,1236,968.68,1302,1140,526.53,1423,714.61,1426,1725,1500,968.82,1879,1434,978.3,2097,1316,Upgrade
11,Income Tax Expense,-111.23,757.28,358.34,323.47,247.28,193.74,274.73,231.53,146.39,289.56,-179.77,288.77,348.66,303.69,-120.08,375.71,291.11,200.66,443.89,263.25,Upgrade
12,Net Income,-545.44,3029,1313,1234,988.94,774.94,1027,908.13,380.14,1134,894.38,1137,1377,1197,1089,1503,1143,777.64,1653,1053,Upgrade
13,Net Income to Common,-545.44,3029,1313,1234,988.94,774.94,1027,908.13,380.14,1134,894.38,1137,1377,1197,1089,1503,1143,777.64,1653,1053,Upgrade
14,Net Income Growth,-,290.88%,27.83%,35.87%,160.15%,-31.66%,14.87%,-20.13%,-72.39%,-5.25%,-17.86%,-24.34%,20.47%,53.90%,-34.13%,42.72%,52.68%,-24.70%,442.34%,2329.02%,Upgrade
15,Shares Outstanding (Basic),7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Upgrade
16,Shares Outstanding (Diluted),7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Upgrade
17,Shares Change (YoY),0.09%,0.11%,-0.36%,0.20%,-0.89%,-0.16%,0.51%,-0.02%,0.59%,-0.18%,-0.56%,-0.16%,-0.20%,-0.01%,0.23%,-0.16%,0.28%,0.18%,-0.39%,-,Upgrade
18,EPS (Basic),-81.00,449.00,195.00,183.07,147.00,115.00,152.00,135.00,56.00,168.00,133.00,169.00,204.00,177.00,161.02,223.00,169.00,115.00,245.00,156.00,Upgrade
19,EPS (Diluted),-81.00,449.00,195.00,183.07,147.00,115.00,152.00,135.00,56.00,168.00,133.00,169.00,204.00,177.00,161.02,223.00,169.00,115.00,245.00,156.00,Upgrade
20,EPS Growth,-,290.43%,28.29%,35.61%,162.50%,-31.55%,14.29%,-20.12%,-72.55%,-5.08%,-17.40%,-24.22%,20.71%,53.91%,-34.28%,42.95%,52.25%,-24.84%,444.44%,-,Upgrade
21,Free Cash Flow,-,-11407,3772,3772,-4484,14659,-,-243.7,-,-9224,-,-536.71,-3202,-3533,12330,-,3464,-1288,17734,-,Upgrade
22,Free Cash Flow Per Share,-,-1690.93,560.03,559.58,-666.51,2175.43,-,-36.23,-,-1366.66,-,-79.77,-474.47,-522.56,1823.32,-,512.35,-190.44,2628.46,-,Upgrade
23,Dividend Per Share,-,-,556.000,-,-,-,-,-,-,-,-,-,-,-,500.000,-,-,-,-,-,Upgrade
24,Gross Margin,12.14%,17.37%,14.92%,15.10%,13.88%,12.06%,16.34%,14.46%,13.50%,13.75%,11.97%,13.38%,16.01%,15.85%,16.28%,21.73%,19.81%,14.55%,15.54%,14.98%,Upgrade
25,Operating Margin,-2.36%,6.97%,4.61%,4.34%,2.09%,2.41%,4.07%,3.34%,1.00%,2.93%,1.59%,2.98%,4.52%,3.35%,2.24%,5.29%,4.60%,2.47%,3.92%,3.28%,Upgrade
26,Profit Margin,-1.30%,5.97%,3.62%,3.51%,2.14%,1.89%,2.44%,2.11%,0.73%,2.48%,1.75%,2.50%,3.63%,2.61%,2.55%,4.03%,3.02%,1.67%,2.45%,1.89%,Upgrade
27,Free Cash Flow Margin,-,-22.49%,10.39%,10.72%,-9.72%,35.70%,-,-0.57%,-,-20.19%,-,-1.18%,-8.45%,-7.72%,28.82%,-,9.15%,-2.76%,26.32%,-,Upgrade
28,EBITDA,260.17,4773,3048,2900,2358,2387,3391,3113,2206,3027,2464,2991,3279,3362,2828,3861,3631,3046,4626,3903,Upgrade
29,EBITDA Margin,0.62%,9.41%,8.39%,8.25%,5.11%,5.81%,8.06%,7.25%,4.25%,6.62%,4.83%,6.58%,8.65%,7.34%,6.61%,10.34%,9.59%,6.53%,6.87%,7.01%,Upgrade
30,D&A For EBITDA,1250,1240,1376,1376,1395,1397,1680,1680,1684,1686,1651,1636,1568,1831,1869,1888,1889,1894,1985,2078,Upgrade
31,EBIT,-990.05,3533,1672,1525,963.26,989.79,1711,1433,521.25,1341,812.31,1355,1711,1532,958.22,1973,1743,1152,2641,1826,Upgrade
32,EBIT Margin,-2.36%,6.97%,4.61%,4.34%,2.09%,2.41%,4.07%,3.34%,1.00%,2.93%,1.59%,2.98%,4.52%,3.35%,2.24%,5.29%,4.60%,2.47%,3.92%,3.28%,Upgrade
33,Effective Tax Rate,-,20.00%,21.44%,20.77%,20.00%,20.00%,21.10%,20.32%,27.80%,20.34%,-,20.25%,20.21%,20.24%,-,20.00%,20.30%,20.51%,21.17%,20.00%,Upgrade
34,Revenue as Reported,41922,50711,36318,35168,46148,41062,42060,42938,51938,45695,51003,45446,37888,45777,42785,37334,37872,46640,67385,55659,Upgrade
