,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Revenue,342556,294692,302298,167074,364820,317094,407161,253100,409358,406227,370663,372025,146831,451904,336324,451019,396234,358213,308658,341547,Upgrade
1,Revenue Growth (YoY),-6.10%,-7.06%,-25.75%,-33.99%,-10.88%,-21.94%,9.85%,-31.97%,178.80%,-10.11%,10.21%,-17.51%,-62.94%,26.16%,8.96%,32.05%,10.94%,25.53%,-6.87%,14.95%,Upgrade
2,Cost of Revenue,335889,267941,267092,210356,308607,281233,368001,256624,375369,353602,327916,331880,150780,396857,323869,402309,338301,304323,260402,288809,Upgrade
3,Gross Profit,6666,26751,35206,-43282,56213,35861,39160,-3524,33989,52625,42748,40145,-3949,55047,12455,48710,57933,53889,48256,52739,Upgrade
4,"Selling, General & Admin",21651,16411,16823,14560,19699,17221,43337,18140,22102,23885,21688,24289,20565,25078,21352,37158,31715,36644,27446,17361,Upgrade
5,Operating Expenses,21651,16411,16823,14560,19699,17221,43337,18140,22102,23885,21688,24289,20565,25078,21352,37158,31715,36644,27446,17361,Upgrade
6,Operating Income,-14984,10340,18383,-57842,36514,18640,-4177,-21664,11886,28740,21060,15855,-24514,29969,-8896,11552,26218,17246,20810,35377,Upgrade
7,Interest Expense,-3988,-4754,-1542,-5122,-6572,-6122,-6893,-6263,-6215,-5301,-5142,-4128,-5467,-6039,-4051,-3947,-4463,-4904,-3261,-3333,Upgrade
8,Interest & Investment Income,2494,-,4036,5122,17980,-,2915,4242,1552,-,-,686.9,-,-,739.37,2515,978.74,107.16,2321,204.99,Upgrade
9,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,268.64,1290,1406,Upgrade
10,Currency Exchange Gain (Loss),1.54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Other Non Operating Income (Expenses),-3396,2928,-4587,77.6,-3302,3701,514.75,6.46,-1300,2184,4022,385.22,2053,6700,178.81,-1799,2670,1336,-3577,-2331,Upgrade
12,EBT Excluding Unusual Items,-19873,8515,16290,-57764,44620,16220,-7641,-23678,5923,25623,19940,12799,-27928,30631,-12029,8320,25404,14054,17584,31323,Upgrade
13,Pretax Income,-19873,8515,16290,-57764,44620,16220,-7641,-23678,5923,25623,19940,12799,-27928,30631,-12029,8320,25404,14054,17584,31323,Upgrade
14,Income Tax Expense,1006,26.24,-592.98,-194.05,3238,559.45,646.86,2110,1814,5230,3533,2816,-293.17,2122,1800,1646,4662,2375,4118,6088,Upgrade
15,Earnings From Continuing Operations,-20878,8488,16883,-57570,41382,15660,-8288,-25788,4109,20393,16407,9983,-27635,28509,-13829,6675,20742,11679,13466,25236,Upgrade
16,Minority Interest in Earnings,11076,-7031,-7793,29593,-20633,-7709,12242,15040,745.45,-8622,-4818,-3476,13338,-8581,8486,-1792,-7602,-5447,-10425,-9553,Upgrade
17,Net Income,-9802,1457,9090,-27977,20749,7951,3954,-10748,4854,11771,11589,6507,-14296,19928,-5342,4882,13140,6232,3041,15683,Upgrade
18,Preferred Dividends & Other Adjustments,210,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Net Income to Common,-10012,1457,9090,-27977,20749,7951,3954,-10748,4854,11771,11589,6507,-14296,19928,-5342,4882,13140,6232,3041,15683,Upgrade
20,Net Income Growth,-,-81.67%,129.87%,-,327.43%,-32.46%,-65.88%,-,-,-40.93%,-,33.27%,-,219.77%,-,-68.87%,-11.49%,36.18%,-22.70%,75.96%,Upgrade
21,Shares Outstanding (Basic),10,12,10,10,12,13,13,10,-,18,-,10,7,-,10,7,9,7,7,7,Upgrade
22,Shares Outstanding (Diluted),10,12,10,10,12,13,13,10,-,18,-,10,7,-,10,7,9,7,7,7,Upgrade
23,Shares Change (YoY),-18.00%,-6.11%,-20.49%,-0.75%,-,-27.95%,-,0.05%,-,-,-,38.34%,-20.51%,-,49.02%,7.72%,26.12%,0.06%,-27.29%,0.03%,Upgrade
24,EPS (Basic),-987.37,123.00,876.00,-2780.00,1678.00,630.00,303.00,-1060.00,-,672.00,-,642.00,-2097.00,-,-527.00,666.46,1532.00,916.00,447.00,2306.00,Upgrade
25,EPS (Diluted),-987.37,123.00,876.00,-2780.00,1678.00,630.00,303.00,-1060.00,-,672.00,-,642.00,-2097.00,-,-527.00,666.46,1532.00,916.00,447.00,2306.00,Upgrade
26,EPS Growth,-,-80.48%,189.11%,-,-,-6.25%,-,-,-,-,-,-3.67%,-,-,-,-71.10%,-29.82%,36.11%,6.30%,75.90%,Upgrade
27,Free Cash Flow,49788,133351,-63731,-70370,-,-5694,29633,1568,-,-29170,-76464,72047,140542,-87723,-29931,-48779,-,-56096,-,25304,Upgrade
28,Free Cash Flow Per Share,4910.08,11253.74,-6141.93,-6992.52,-,-451.15,2270.67,154.65,-,-1665.33,-,7108.74,20614.66,-,-2952.57,-6658.45,-,-8245.10,-,3720.74,Upgrade
29,Dividend Per Share,-,-,-,-,2000.000,-,-,-,-,-,-,-,-,-,-,1000.000,-,-,-,-,Upgrade
30,Gross Margin,1.95%,9.08%,11.65%,-25.91%,15.41%,11.31%,9.62%,-1.39%,8.30%,12.95%,11.53%,10.79%,-2.69%,12.18%,3.70%,10.80%,14.62%,15.04%,15.63%,15.44%,Upgrade
31,Operating Margin,-4.37%,3.51%,6.08%,-34.62%,10.01%,5.88%,-1.03%,-8.56%,2.90%,7.07%,5.68%,4.26%,-16.70%,6.63%,-2.65%,2.56%,6.62%,4.81%,6.74%,10.36%,Upgrade
32,Profit Margin,-2.92%,0.49%,3.01%,-16.75%,5.69%,2.51%,0.97%,-4.25%,1.19%,2.90%,3.13%,1.75%,-9.74%,4.41%,-1.59%,1.08%,3.32%,1.74%,0.99%,4.59%,Upgrade
