,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Feb '25 Feb 25, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,158184,152100,176436,174408,178464,167310,170352,152100,152100,215982,202800,247416,285948,394446,325494,466440,384132,178500,272000,272000,232560,Upgrade
1,Market Cap Growth,-9.09%,-9.09%,3.57%,14.67%,17.33%,-22.54%,-16.00%,-38.52%,-46.81%,-45.24%,-37.69%,-46.96%,-25.56%,120.98%,19.67%,71.49%,65.18%,0.96%,63.27%,75.44%,5.88%,Upgrade
2,Enterprise Value,379365,410657,495491,501160,500280,532136,535178,516926,568354,632236,570183,597622,628285,736783,667831,823899,700772,463366,556866,526902,487462,Upgrade
3,Last Close Price,15600.00,15000.00,15518.92,15340.54,15697.30,14716.22,14983.78,12312.37,12312.37,17483.57,16416.50,20028.13,22198.60,30621.48,25268.62,35092.88,30614.69,14226.16,20634.57,20634.57,17642.56,Upgrade
4,PE Ratio,-,-,53.15,17.77,-,7.64,28.34,15.47,-,6.22,13.02,10.43,42.08,-,9.98,-,14.07,4.69,6.83,7.13,5.96,Upgrade
5,PS Ratio,0.14,0.14,0.16,0.15,0.14,0.12,0.12,0.10,0.11,0.14,0.16,0.18,0.22,0.28,0.20,0.30,0.25,0.13,0.20,0.21,0.18,Upgrade
6,PB Ratio,0.67,0.48,0.52,0.50,0.52,0.41,-,-,0.31,-,0.42,0.53,0.59,-,-,1.01,0.86,0.41,-,0.70,0.68,Upgrade
7,P/TBV Ratio,0.65,0.65,0.72,0.66,0.69,0.62,-,-,0.50,-,0.68,0.86,0.97,-,-,1.68,1.55,0.74,-,1.20,1.14,Upgrade
8,P/FCF Ratio,3.10,3.10,-235.15,-,-,-,-,74.90,-1.46,-,-,-,3.01,-15.23,-,-,-,-,-,-,-63.84,Upgrade
9,P/OCF Ratio,1.18,1.18,2.34,19.43,-,-,-,10.94,-1.86,-,-,-,2.41,-52.36,-,-,-,-,-,-,-174.91,Upgrade
