,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,7226,13040,12230,14710,11301,22575,8617,19194,9927,16804
1,Investment Securities,122249,107830,112044,108894,110761,120728,124507,128291,154571,146576
2,Trading Asset Securities,46259,50954,46752,43546,43735,39446,40219,40870,40601,34570
3,Total Investments,168507,158784,158795,152440,154497,160174,164726,169161,195173,181146
4,Gross Loans,350795,336890,330101,311481,300128,277714,254603,223422,217305,210017
5,Allowance for Loan Losses,-14736,-12374,-13456,-11985,-9352,-7620,-7657,-6573,-9315,-7793
6,Net Loans,336059,324516,316645,299497,290776,270094,246946,216849,207990,202224
7,"Property, Plant & Equipment",2619,2739,2804,2954,3112,3450,3480,3580,3583,3532
8,Goodwill,7.13,7.13,7.13,7.13,7.13,7.13,7.13,7.13,-,-
9,Other Intangible Assets,330.44,337.14,336.29,340.87,341.22,345.84,351.51,358.22,329.13,335.96
10,Investments in Real Estate,1.72,1.8,1.88,1.95,12.17,12.35,12.53,12.71,12.9,13.08
11,Accrued Interest Receivable,1531,1879,1685,2217,1975,1831,1694,1908,1381,1518
12,Other Receivables,10.73,10.73,65.73,85.07,634.77,629.67,765.78,611.77,844.5,746.96
13,Restricted Cash,24563,26435,26007,26433,26417,27834,32878,31659,29583,27091
14,Other Current Assets,-,-,-,-,13.99,-,500.15,202.18,300,351.48
15,Long-Term Deferred Tax Assets,7010,5861,6176,5464,5295,4793,4008,3608,3766,3023
16,Other Real Estate Owned & Foreclosed,177.03,139.8,223.52,120.19,109.66,112.35,140.41,150.13,137.92,86.67
17,Other Long-Term Assets,16375,18482,13561,11173,21627,16533,9030,11226,10634,19031
18,Total Assets,564515,552345,538644,515573,516256,508560,473261,458693,463826,456119
19,Accrued Expenses,1533,1619,1375,1523,1293,1365,1036,1295,801.55,970.09
20,Interest Bearing Deposits,402153,390341,377929,360738,363127,364733,353768,333356,324199,312179
21,Total Deposits,402153,390341,377929,360738,363127,364733,353768,333356,324199,312179
22,Short-Term Borrowings,31464,25731,16908,17209,10018,16683,8551,11173,11182,19704
23,Current Portion of Long-Term Debt,77868,76736,84726,79366,86008,69413,58685,62775,74746,70838
24,Current Portion of Leases,386.51,407.38,-,354.9,-,452.46,-,-,-,-
25,Current Income Taxes Payable,798.55,42.69,503.93,850.05,583.64,745.47,336.07,412.45,750.72,877.23
26,Accrued Interest Payable,168.78,8072,6212,5241,4194,4214,3624,3831,3329,3582
27,Other Current Liabilities,258.42,267.58,476.7,234.55,643.57,332.07,622.84,274.75,543.92,205.21
28,Long-Term Debt,-,-,-,-,3029,6037,5997,5997,8996,9455
29,Long-Term Leases,430.28,429.85,843.74,528.19,956.87,740.03,1209,1182,1206,1251
30,Long-Term Unearned Revenue,120.16,131.87,215.29,194.35,134.43,133.75,119.82,113.63,122.85,130.11
31,Pension & Post-Retirement Benefits,108.09,114.08,179.84,101.99,130.13,119.9,124.59,124.51,137.77,141.87
32,Other Long-Term Liabilities,1015,919.93,1343,2417,2913,1957,2092,2216,2172,1697
33,Total Liabilities,516304,504813,490712,468758,473031,466926,436166,422750,428185,421031
34,Common Stock,6024,6024,6024,6024,6024,6024,6024,6024,6024,6024
35,Additional Paid-In Capital,13291,13291,13291,13291,13291,13291,13291,13291,13291,13291
36,Retained Earnings,19191,18809,19336,18435,18359,17379,16639,15610,15005,14050
37,Comprehensive Income & Other,8927,8652,8490,8297,4799,4223,443.04,342.51,662.85,1090
38,Total Common Equity,47433,46777,47141,46048,42473,40917,36397,35268,34984,34456
39,Minority Interest,777.34,755.79,790.99,767.09,751.94,716.12,697.95,674.87,657.63,631.44
40,Shareholders' Equity,48211,47533,47932,46815,43225,41633,37095,35942,35641,35088
41,Total Liabilities & Equity,564515,552345,538644,515573,516256,508560,473261,458693,463826,456119
42,Total Debt,110149,103305,102478,97459,100012,93326,74442,81127,96129,101249
43,Net Cash (Debt),-36545,-26284,-35328,-33150,-38983,-26887,-25353,-17199,-35411,-39838
44,Net Cash Per Share,-6.07,-4.36,-5.86,-5.50,-6.47,-4.46,-4.21,-2.85,-5.88,-6.61
45,Filing Date Shares Outstanding,6024,6024,6024,6024,6024,6024,6024,6024,6024,6024
46,Total Common Shares Outstanding,6024,6024,6024,6024,6024,6024,6024,6024,6024,6024
47,Book Value Per Share,6.55,6.44,6.50,6.32,6.39,6.13,6.04,5.85,5.81,5.72
48,Tangible Book Value,47096,46432,46798,45700,42125,40564,36039,34902,34655,34120
49,Tangible Book Value Per Share,6.49,6.38,6.44,6.26,6.33,6.07,5.98,5.79,5.75,5.66
