,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,4699,4518,4337,5964,5542,5663,16145,19217,20422,20784,25302
1,Market Cap Growth,-24.24%,-24.24%,-21.74%,5.32%,-65.67%,-70.53%,-20.94%,-7.54%,-19.29%,-30.86%,-37.87%
2,Last Close Price,0.78,0.75,0.68,0.93,0.82,0.84,2.26,2.69,2.80,2.85,3.41
3,PE Ratio,52.10,43.69,-,4.32,3.61,2.39,6.35,8.27,9.25,11.38,11.03
4,PS Ratio,1.17,1.12,0.85,1.07,0.92,0.79,2.14,2.66,2.87,3.30,3.50
5,PB Ratio,0.11,0.09,0.08,0.12,0.10,0.11,0.32,0.43,0.48,0.53,0.64
6,Debt / Equity Ratio,2.28,2.28,2.17,2.14,2.08,2.31,2.24,2.01,2.26,2.70,2.89
7,Earnings Yield,2.20%,10.88%,26.32%,26.63%,31.61%,41.82%,15.74%,12.10%,10.81%,8.79%,9.07%
8,FCF Yield,-358.15%,-371.41%,-825.37%,-452.22%,-708.47%,-720.03%,-319.15%,-291.59%,-142.81%,-111.16%,-105.32%
9,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-0.13%,
10,Total Shareholder Return,5.63%,-,-,-,-,-,-,-,-,-,-0.13%
