,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Interest Income on Loans,9588,9964,9922,10640,10351,10395,9571,9598,10207,10681
1,Interest Paid on Deposits,5601,5674,5440,5637,5729,5769,5435,5441,5311,5145
2,Net Interest Income,3987,4290,4482,5003,4622,4626,4136,4157,4897,5535
3,Net Interest Income Growth (YoY),-11.03%,-14.25%,-3.03%,8.14%,11.75%,11.29%,-15.55%,-24.90%,-6.00%,15.69%
4,Income From Trading Activities,95.8,57.1,45.73,41.05,80.27,100.08,100.54,66.94,29.1,58.98
5,Gain (Loss) on Sale of Assets,2.95,0.64,4.58,0.83,13.09,-0.19,-3.07,31.71,8.49,-0.22
6,Gain (Loss) on Sale of Investments,1350,1123,393.6,965.96,1163,752.38,688.68,-60,596.74,719.68
7,Other Non-Interest Income,312.04,427.63,472.98,385.88,439.38,311.87,432.32,261.33,297.46,252.46
8,Total Non-Interest Income,1761,1608,916.88,1394,1696,1164,1218,299.99,931.78,1031
9,Non-Interest Income Growth (YoY),92.06%,15.40%,-45.94%,19.72%,39.19%,288.06%,30.77%,-70.90%,-20.84%,-16.13%
10,Revenues Before Loan Losses,5748,5898,5399,6396,6318,5790,5354,4457,5829,6566
11,Provision for Loan Losses,3673,4225,2439,4190,3207,2767,2240,1562,2722,3931
12,Revenue,2075,1673,2959,2207,3110,3023,3114,2895,3106,2636
13,Revenue Growth (YoY),-29.87%,-24.19%,-4.86%,-27.01%,-0.13%,4.44%,0.26%,9.83%,-18.84%,-22.49%
14,Salaries and Employee Benefits,711.64,1205,901.56,1218,888.19,1326,874.13,1278,855.03,1187
15,Occupancy Expenses,214.13,228.64,232.15,243.11,228.71,258.25,265.71,259.33,254.86,204.64
16,"Selling, General & Administrative",387.53,481.54,373.6,546.7,333.15,445.94,284.67,431.36,262.83,489.58
17,Other Non-Interest Expense,97.6,115.7,92.74,92.76,93.2,108.55,84.13,92.3,90.04,95.86
18,Total Non-Interest Expense,1406,2026,1596,2096,1540,2136,1506,2056,1461,1975
19,EBT Excluding Unusual Items,668.75,-352.52,1363,110.83,1570,887.49,1609,838.99,1646,660.41
20,Pretax Income,668.75,-352.52,1363,110.83,1570,887.49,1609,838.99,1646,660.41
21,Income Tax Expense,23.95,-200.53,137,-172.34,252.79,129.34,255.29,216.44,363.33,221.58
22,Earnings From Continuing Operations,644.8,-151.99,1226,283.18,1317,758.16,1353,622.55,1282,438.83
23,Minority Interest in Earnings,-21.55,-13.81,-23.9,-15.15,-35.82,-18.17,-23.08,-19.58,-26.19,-30.71
24,Net Income,623.25,-165.8,1202,268.03,1282,739.99,1330,602.97,1256,408.12
25,Preferred Dividends & Other Adjustments,-,361.2,-,192,-,-,-,-,-,-
26,Net Income to Common,623.25,-527,1202,76.03,1282,739.99,1330,602.97,1256,408.12
27,Net Income Growth,-48.15%,-,-6.21%,-63.78%,-3.67%,22.72%,5.90%,47.74%,-23.52%,-64.77%
28,Basic Shares Outstanding,6024,6024,6024,6024,6024,6024,6024,6024,6024,6024
29,Diluted Shares Outstanding,6024,6024,6024,6024,6024,6024,6024,6024,6024,6024
30,Shares Change (YoY),-,-,-,-,-,-,-,-,-,0.13%
31,EPS (Basic),0.10,-0.09,0.20,0.01,0.21,0.12,0.22,0.10,0.21,0.07
32,EPS (Diluted),0.10,-0.09,0.20,0.01,0.21,0.12,0.22,0.10,0.21,0.07
33,EPS Growth,-48.15%,-,-6.21%,-89.41%,-3.67%,19.17%,5.90%,47.61%,-23.52%,-64.82%
