,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Market Capitalization,7740,8925,7730,5271,4254,4640,4467,6181,7044,4498,3854
1,Market Cap Growth,69.33%,69.33%,81.72%,13.61%,-4.78%,-24.94%,-36.58%,37.41%,82.79%,-13.17%,-46.26%
2,Enterprise Value,6544,7955,6678,4926,4146,4329,3738,5382,5954,3877,3086
3,Last Close Price,15.00,17.54,14.42,9.38,7.10,7.54,6.63,8.75,8.99,5.70,4.61
4,PE Ratio,8.33,9.59,8.47,5.81,6.34,8.43,6.82,8.03,9.05,9.96,-
5,Forward PE,7.82,9.23,7.93,6.65,6.72,6.75,5.76,7.40,11.05,9.10,7.75
6,PS Ratio,1.34,1.55,1.37,0.94,0.88,1.04,0.93,1.17,1.42,1.16,1.13
7,PB Ratio,3.02,3.42,3.25,2.11,1.99,2.25,2.26,2.97,3.41,2.24,2.36
8,P/TBV Ratio,3.68,3.68,3.52,2.13,2.01,2.27,2.29,3.00,3.44,2.26,2.39
9,P/FCF Ratio,6.15,7.11,4.90,3.22,4.98,11.92,5.31,5.84,4.83,3.69,-
10,P/OCF Ratio,6.13,6.14,4.49,2.97,4.19,8.78,4.47,5.06,4.38,3.35,5.25
11,PEG Ratio,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
12,EV/Sales Ratio,1.14,1.38,1.19,0.88,0.86,0.97,0.78,1.02,1.20,1.00,0.91
13,EV/EBITDA Ratio,3.76,5.54,4.71,3.54,3.99,4.99,3.75,4.74,5.23,5.59,-
14,EV/EBIT Ratio,5.00,6.09,5.18,3.93,4.54,5.80,4.21,5.19,5.63,6.21,-
15,EV/FCF Ratio,5.20,6.34,4.23,3.01,4.85,11.12,4.44,5.09,4.08,3.18,-
16,Debt / Equity Ratio,0.28,0.28,0.27,0.30,0.41,0.53,0.49,0.47,0.49,0.40,0.25
17,Debt / FCF Ratio,0.58,0.58,0.41,0.46,1.03,2.83,1.14,0.92,0.70,0.66,-
18,Return on Capital Employed (ROCE),42.79%,42.69%,45.72%,41.61%,34.47%,28.15%,35.25%,38.74%,40.26%,25.58%,-
19,Earnings Yield,12.04%,10.43%,11.80%,17.22%,15.78%,11.86%,14.65%,12.46%,11.05%,10.04%,9.87%
20,FCF Yield,16.27%,14.06%,20.40%,31.01%,20.08%,8.39%,18.84%,17.12%,20.70%,27.12%,15.70%
21,Dividend Yield,8.81%,7.52%,9.16%,12.33%,13.70%,11.40%,14.32%,13.04%,12.57%,6.88%,-
22,Buyback Yield / Dilution,-1.19%,-0.59%,-1.80%,-2.24%,-1.28%,0.37%,-0.30%,-1.36%,1.81%,2.71%,0.02%
23,Total Shareholder Return,7.61%,6.93%,7.36%,10.09%,12.43%,11.77%,14.02%,11.68%,14.38%,9.59%,0.02%
