,Fiscal Quarter,Current,Q4 2015,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,+8 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '15 Dec 31, 2015","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Dec '13 Dec 31, 2013","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Dec '12 Dec 31, 2012","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Dec '11 Dec 31, 2011","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011","Mar '11 Mar 31, 2011",+8 Quarters
0,Market Capitalization,724000,244350,235300,352950,371050,470600,588250,606350,733050,588250,334850,362000,254100,320650,278300,223850,217800,114950,272250,356950,465850,Upgrade
1,Market Cap Growth,-48.08%,-48.08%,-60.00%,-41.79%,-49.38%,-20.00%,75.68%,67.50%,188.49%,83.46%,20.32%,61.72%,16.67%,178.95%,2.22%,-37.29%,-53.25%,-86.33%,-75.54%,-69.53%,-,Upgrade
2,Enterprise Value,676033,676033,666983,550262,570489,575071,741122,770207,884503,737469,480416,513571,600615,659300,885650,825481,815498,703588,841261,890892,898521,Upgrade
3,Last Close Price,8000.00,2700.00,2600.00,3900.00,4100.00,5200.00,6500.00,6700.00,8100.00,6500.00,3700.00,4000.00,4200.00,5300.00,4600.00,3700.00,3600.00,1900.00,4500.00,5900.00,7700.00,Upgrade
4,PE Ratio,-,-,-,-,231.92,-,52.27,-,18.47,28.54,-8.85,-7.03,-4.50,-,-,-3.56,-,-,-,-,-,Upgrade
5,PS Ratio,7.54,2.54,2.52,3.35,1.81,2.24,2.72,2.79,3.36,2.84,1.64,1.83,1.27,1.56,1.35,1.09,1.15,0.66,1.58,2.14,2.27,Upgrade
6,PB Ratio,1.01,0.28,0.27,0.38,0.37,0.47,0.59,0.60,0.73,0.59,0.34,0.37,0.26,0.42,0.35,0.25,0.24,0.13,0.30,0.38,0.47,Upgrade
7,P/TBV Ratio,0.60,0.60,0.58,0.85,0.77,1.00,1.26,1.33,1.63,1.35,0.78,0.89,0.64,1.99,1.47,1.51,1.67,0.81,1.30,1.68,1.97,Upgrade
8,P/FCF Ratio,-,-,-,-,-7.73,-,-51.86,-,581.56,-,82.75,-,-2.49,-,-,-,-5.35,-0.83,-,-,-,Upgrade
