,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,35240,27985,26709,29303,27067,34624,41564,39636,41718,21799,21920,Upgrade
1,Market Cap Growth,-4.50%,-4.50%,-1.32%,-15.37%,-34.88%,-12.65%,-0.37%,81.82%,90.32%,-18.25%,-28.66%,Upgrade
2,Enterprise Value,83050,63581,64194,35987,56009,52533,56848,50117,64224,40361,46970,Upgrade
3,Last Close Price,4.42,3.51,3.26,3.70,3.34,4.28,5.03,4.79,4.99,3.24,3.21,Upgrade
4,PE Ratio,15.22,12.08,9.91,10.25,10.32,12.38,14.29,14.49,18.17,12.68,14.55,Upgrade
5,Forward PE,12.03,8.95,7.56,9.96,8.25,9.46,15.54,15.54,16.85,11.96,11.56,Upgrade
6,PS Ratio,0.42,0.34,0.29,0.31,0.30,0.45,0.56,0.57,0.69,0.43,0.45,Upgrade
7,PB Ratio,1.02,0.29,0.28,0.32,0.32,0.53,0.62,0.69,0.76,0.50,0.49,Upgrade
8,P/TBV Ratio,0.93,0.93,0.88,1.01,0.93,1.24,1.43,1.56,1.75,1.08,0.99,Upgrade
9,P/FCF Ratio,-,-,-2.75,-,4.00,-,-55.22,-,-22.99,-,6.39,Upgrade
10,P/OCF Ratio,27.39,-,-5.94,-,2.34,-,15.09,-,40.81,-,3.64,Upgrade
11,PEG Ratio,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,Upgrade
12,EV/Sales Ratio,1.00,0.76,0.69,0.39,0.63,0.68,0.77,0.72,1.06,0.79,0.96,Upgrade
13,EV/EBITDA Ratio,9.42,7.17,6.81,3.68,5.92,5.92,7.04,6.01,10.24,8.52,9.16,Upgrade
14,EV/EBIT Ratio,14.03,10.74,9.80,5.17,8.63,8.38,9.45,8.90,14.63,11.81,13.94,Upgrade
15,EV/FCF Ratio,-21.44,-,-6.61,-,8.27,-,-75.52,-,-35.39,-,13.70,Upgrade
16,Debt / Equity Ratio,0.19,0.19,0.16,0.16,0.20,0.23,0.21,0.20,0.28,0.34,0.32,Upgrade
17,Debt / FCF Ratio,-,-,-1.58,-,2.55,-,-19.05,-,-8.35,-,4.17,Upgrade
18,Return on Capital Employed (ROCE),5.57%,5.57%,5.98%,6.83%,6.91%,8.27%,7.62%,8.28%,6.69%,6.50%,6.34%,Upgrade
19,Earnings Yield,6.57%,8.28%,10.09%,9.76%,9.69%,8.08%,7.00%,6.90%,5.50%,7.89%,6.87%,Upgrade
20,FCF Yield,-10.99%,-13.84%,-36.35%,3.10%,25.02%,-27.96%,-1.81%,2.31%,-4.35%,-5.85%,15.64%,Upgrade
21,Buyback Yield / Dilution,-3.14%,-2.81%,-3.47%,-0.65%,0.42%,-0.20%,-1.11%,1.47%,17.13%,-24.92%,-54.31%,Upgrade
22,Total Shareholder Return,-1.00%,-2.81%,-3.47%,-0.65%,0.42%,-0.20%,-1.11%,1.47%,17.13%,-24.92%,-54.31%,Upgrade
