,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Cash & Equivalents,151.28,151.28,166.95,-,144.71,-,165.45,-,385.76,-,396.39,-,270.1,-,372.65,-,219.72,-,351.71,-,Upgrade
1,Short-Term Investments,-,-,11.98,-,-,-,9.29,-,-,-,6.64,-,-,-,3.39,-,-,-,2.59,-,Upgrade
2,Trading Asset Securities,45.86,45.86,44.13,-,61.73,-,82.19,-,78.62,-,148.3,-,151.3,-,89.62,-,130.6,-,139.61,-,Upgrade
3,Cash & Short-Term Investments,197.14,197.14,223.06,206.44,206.44,256.93,256.93,-,464.38,551.33,551.33,-,421.41,465.66,465.66,-,350.32,493.91,493.91,-,Upgrade
4,Cash Growth,-4.50%,-23.27%,-13.18%,-,-55.55%,-53.40%,-53.40%,-,10.20%,18.40%,18.40%,-,20.29%,-5.72%,-5.72%,-,-25.88%,-14.83%,-14.83%,-,Upgrade
5,Accounts Receivable,46.95,46.95,38.59,-,68.71,-,78.28,-,23.8,-,61.32,-,101.39,-,102.86,-,58.07,-,133.95,-,Upgrade
6,Other Receivables,0.42,0.42,38.19,-,0.4,-,41.16,-,0.42,-,59.29,-,0.33,-,85.31,-,0.23,-,80.97,-,Upgrade
7,Receivables,47.36,47.36,76.78,-,69.11,-,119.44,-,24.22,-,120.61,-,101.71,-,188.17,-,58.3,-,214.91,-,Upgrade
8,Inventory,23.09,23.09,21.93,-,16.37,-,23.79,-,22.01,-,9.2,-,148.44,-,92.76,-,184.64,-,235.24,-,Upgrade
9,Prepaid Expenses,20.61,20.61,2.5,-,51.35,-,3.55,-,42.97,-,0.49,-,92.53,-,-,-,67.63,-,-,-,Upgrade
10,Other Current Assets,12.11,12.11,31.07,-,45.87,-,37.05,-,3.29,-,5.13,-,-,-,0.09,-,-,-,1.34,-,Upgrade
11,Total Current Assets,300.31,300.31,355.33,-,389.13,-,440.77,-,556.87,-,686.76,-,764.08,-,746.68,-,660.89,-,945.4,-,Upgrade
12,"Property, Plant & Equipment",6592,6592,7594,-,7758,-,7079,-,7076,-,6606,-,7300,-,7033,-,4838,-,6617,-,Upgrade
13,Long-Term Investments,6.22,6.22,5.95,-,6.63,-,10.78,-,12.7,-,16.23,-,45.2,-,23.07,-,27.35,-,42.65,-,Upgrade
14,Other Intangible Assets,-,-,0.8,-,-,-,0.46,-,-,-,0.05,-,-,-,0.09,-,-,-,0.83,-,Upgrade
15,Total Assets,6899,6899,7956,-,8154,-,7531,-,7646,-,7309,-,8110,-,7803,-,5527,-,7918,-,Upgrade
16,Accounts Payable,73.2,73.2,72.04,-,78.6,-,71.73,-,11.54,-,27.2,-,78.14,-,78.27,-,13.63,-,87.12,-,Upgrade
