,Fiscal Quarter,Q4 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019",+20 Quarters
0,Revenue,75529,101065,91008,59866,16526,178765,25295,128061,57490,93849,16698,58043,41292,147731,126967,311825,162643,322457,211698,270091,Upgrade
1,Revenue Growth (YoY),357.03%,-43.46%,259.78%,-53.25%,-71.25%,90.48%,51.49%,120.63%,39.23%,-36.47%,-86.85%,-81.39%,-74.61%,-54.19%,-40.02%,15.45%,-39.82%,13.88%,-28.38%,-42.93%,Upgrade
2,Cost of Revenue,71525,92124,82587,50249,10188,174257,24769,106042,51334,-5408,85649,60433,31813,227312,119874,314595,149186,308646,195416,252823,Upgrade
3,Gross Profit,4004,8941,8421,9617,6338,4508,526.18,22020,6156,99257,-68951,-2391,9479,-79581,7093,-2770,13457,13811,16282,17268,Upgrade
4,"Selling, General & Admin",2367,3310,3797,2378,3867,16392,3528,4297,3098,4810,4012,3807,3862,7126,4667,4600,6356,6250,7479,5979,Upgrade
5,Operating Expenses,2367,3310,3797,2378,3867,16392,3528,4297,3098,4810,4012,3807,3862,7126,4667,4600,6356,6250,7479,5979,Upgrade
6,Operating Income,1638,5631,4623,7239,2471,-11884,-3002,17723,3058,94447,-72964,-6197,5617,-86707,2427,-7370,7100,7561,8803,11289,Upgrade
7,Interest Expense,-1890,-9786,-6853,-10719,-2879,-6939,-8604,-12554,-3836,-19189,-5417,-5066,-4485,-4840,-5459,-7123,-7846,-7461,-1968,-,Upgrade
8,Interest & Investment Income,144.68,4168,2159,4643,621.55,3878,4291,7565,1091,10600,1500,1260,1465,1435,1491,973.97,1669,1685,-,2904,Upgrade
