,Fiscal Quarter,Q4 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019",+20 Quarters
0,Cash & Equivalents,13749,6764,1322,1343,5181,11007,4034,5312,-,3859,298.83,22706,23989,-,3760,3824,12505,18115,29343,8964,Upgrade
1,Short-Term Investments,13300,13300,13300,13300,13300,13300,27000,27000,-,83740,18900,18900,21700,-,21700,-,2000,2000,2000,2000,Upgrade
2,Cash & Short-Term Investments,27049,20064,14622,14643,18481,24307,31034,32312,22759,87599,19199,41606,45689,-,25460,3824,14505,20115,31343,10964,Upgrade
3,Cash Growth,46.36%,-17.46%,-52.88%,-54.68%,-18.79%,-72.25%,61.65%,-22.34%,-50.19%,-,-24.59%,988.01%,214.99%,-,-18.77%,-65.12%,30.48%,-79.37%,-12.01%,-74.59%,Upgrade
4,Accounts Receivable,227192,404495,439976,483434,468433,549731,484928,513684,-,602384,543808,556732,560828,-,680965,768043,671296,712411,657068,676575,Upgrade
5,Other Receivables,92683,135706,166590,169995,182798,259930,236647,219787,-,145710,100305,100327,103084,-,106809,134027,142845,140777,140123,137358,Upgrade
6,Receivables,319875,540201,606566,653429,651231,809661,721575,733471,-,748094,644113,657058,663912,-,787775,902070,814141,853188,797190,813934,Upgrade
7,Inventory,206946,193247,184487,291215,250114,221495,245216,259237,-,260604,282500,344373,359244,-,335200,330948,435746,450345,457291,437403,Upgrade
8,Prepaid Expenses,67.2,104.22,139.56,190.34,131.9,99.04,1075,184.37,-,86.21,85.25,143.63,21.58,-,187.77,261.2,573.58,1465,2029,3004,Upgrade
9,Other Current Assets,70723,35246,40127,36401,27003,14242,25005,52708,-,29522,12737,14236,11382,-,15919,17130,15201,16509,26955,18390,Upgrade
10,Total Current Assets,624661,788862,845943,995879,946961,1069805,1023905,1077912,-,1125906,958634,1057417,1080248,-,1164542,1254234,1280167,1341622,1314808,1283694,Upgrade
11,"Property, Plant & Equipment",67487,69355,155379,70811,68864,63438,74220,62654,-,27707,28904,30486,31772,-,34530,36033,38899,40634,42017,43347,Upgrade
12,Long-Term Investments,-,-,-,-,-,225.56,225.56,313.87,-,313.87,313.87,313.87,313.87,-,313.87,313.87,313.87,313.87,313.87,313.87,Upgrade
13,Other Intangible Assets,453.19,466.55,469.9,473.25,476.56,479.83,483.18,486.53,-,493.12,496.47,499.88,505.92,-,517.94,523.99,527.38,536.09,542.15,548.2,Upgrade
14,Long-Term Deferred Tax Assets,896.48,896.48,896.48,896.48,896.48,896.48,896.48,896.48,-,896.48,896.48,896.48,896.48,-,979.77,979.77,979.77,979.77,979.77,617.48,Upgrade
15,Other Long-Term Assets,142012,140034,63422,63969,64551,55278,46996,33527,-,22563,25725,26158,27114,-,30792,39577,41729,44507,45363,48083,Upgrade
16,Total Assets,835509,999615,1066111,1132029,1081749,1190122,1146726,1175790,-,1177879,1014969,1115771,1140850,-,1231675,1331662,1362616,1428593,1404024,1376603,Upgrade
17,Accounts Payable,214122,235780,232817,291416,274964,289642,240453,275219,-,264605,249703,272787,244980,-,292001,322504,303880,378051,354652,320841,Upgrade
18,Accrued Expenses,18721,54269,47097,174446,176019,180932,182657,199855,-,148067,142484,143571,146275,-,165396,176639,166732,184567,161109,161090,Upgrade
