,Fiscal Quarter,Current,Q4 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019",+20 Quarters
0,Market Capitalization,75128,78467,91824,95163,66663,50289,66663,119291,113443,253786,173089,94731,76019,88884,57306,58476,74849,111104,134495,171919,161394,Upgrade
1,Market Cap Growth,56.03%,56.03%,37.74%,-20.23%,-41.24%,-80.18%,-61.49%,25.93%,49.23%,185.53%,202.04%,62.00%,1.56%,-20.00%,-57.39%,-65.99%,-53.62%,-13.64%,15.00%,33.64%,17.95%,Upgrade
2,Enterprise Value,143111,260000,352343,363961,301933,334521,354175,416750,504173,644516,542280,448524,444439,500000,468423,554693,608724,658633,633995,619324,636127,Upgrade
3,Last Close Price,4500.00,4700.00,5500.00,5700.00,5700.00,4300.00,5700.00,10200.00,9700.00,21700.00,14800.00,8100.00,6500.00,7600.00,4900.00,5000.00,6400.00,9500.00,11500.00,14700.00,12558.00,Upgrade
4,PE Ratio,95.74,51.87,65.74,9.23,6.69,37.60,44.87,-,-,139.95,102.35,-,-,-0.84,-,-,-,17.69,18.32,18.31,-,Upgrade
5,PS Ratio,0.32,0.24,0.34,0.27,0.24,0.14,0.17,0.39,0.38,1.12,0.82,0.36,0.20,0.14,0.08,0.06,0.07,0.11,0.13,0.17,0.14,Upgrade
6,PB Ratio,1.18,1.24,1.47,1.54,5.64,4.36,5.82,72.00,75.47,26.53,18.09,1.35,0.52,0.58,-,0.37,0.47,0.64,0.77,0.99,0.93,Upgrade
7,P/TBV Ratio,1.25,1.25,1.48,1.55,5.87,4.55,6.08,101.65,111.58,27.97,19.08,1.36,0.52,0.58,-,0.37,0.47,0.64,0.77,0.99,0.93,Upgrade
8,P/FCF Ratio,0.91,-,-1.85,-,-,-,0.83,3.00,-,9.42,-,-,0.57,0.57,-,0.69,-1.52,-1.97,-,-,-16.10,Upgrade
