,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,2.84,33.95,6.98,11.36,35.75,32.35,48.12,48.18,46.35,86.71
1,Cash & Short-Term Investments,2.84,33.95,6.98,11.36,35.75,32.35,48.12,48.18,46.35,86.71
2,Cash Growth,-59.40%,198.97%,-80.47%,-64.89%,-25.70%,-32.87%,3.82%,-44.43%,-21.01%,5.75%
3,Accounts Receivable,41.16,18.41,15.83,13.3,18.67,31.49,26.05,52.5,59.92,67.15
4,Other Receivables,2.89,20.96,71.23,5.79,19.93,0.68,20.62,7.24,24.84,6.13
5,Receivables,44.05,39.37,87.07,19.1,38.6,32.17,46.67,59.74,84.77,73.28
6,Inventory,74.65,50.18,67.6,84.13,60.92,64.82,69.25,66.81,65.32,56.18
7,Other Current Assets,3.45,11.59,-,52.88,0.24,21.5,-,20.41,18.27,44.15
8,Total Current Assets,124.99,135.08,161.65,167.46,135.51,150.84,164.04,195.15,214.71,260.32
9,"Property, Plant & Equipment",12.55,14.35,15.39,16.24,19.09,22.4,21.7,23.57,25.3,26.7
10,Long-Term Investments,7.45,7.67,7.09,1.22,-,7.35,19.23,17.59,8.46,7.25
11,Other Intangible Assets,8.25,8.43,8.61,8.82,9.06,9.3,9.56,9.82,9.68,9.88
12,Long-Term Deferred Tax Assets,-,-,-,-,-,0.08,0.18,0.21,0.18,0.16
13,Other Long-Term Assets,0.21,0.21,-,0.06,0.13,0.75,-,-,0.61,-
14,Total Assets,153.45,165.74,192.73,193.8,163.78,190.72,214.71,246.34,258.93,304.3
15,Accounts Payable,16.69,11.35,13.88,15.84,12.82,16.17,13.03,18.66,16.23,26.89
16,Accrued Expenses,-,-,-,-,-,5.46,-,7.48,-,13.45
17,Current Portion of Long-Term Debt,68.02,64.99,79.48,74.26,20.65,23.63,23.61,27.29,32.31,46.55
18,Current Portion of Leases,1.07,1.32,1.03,1.22,2.31,2.96,2.14,1.97,2.67,3.32
19,Current Income Taxes Payable,1.21,0.42,0.42,0.45,0.45,0.45,0.43,0.48,-,1.5
20,Current Unearned Revenue,1.43,1.36,2.18,2.78,2.27,3.42,2.39,4.65,2.3,0.72
21,Other Current Liabilities,24.92,22.74,19.23,14.65,14.21,8.16,9.29,5.47,14.49,6.65
22,Total Current Liabilities,113.34,102.17,116.22,109.19,52.7,60.25,50.89,66.01,67.99,99.07
23,Long-Term Debt,4.51,4.51,4.63,4.38,4.72,5.05,5.37,5.68,5.97,6.97
24,Long-Term Leases,0.49,0.58,-,0.06,0.47,1.28,1.74,1.71,2.44,3.42
25,Long-Term Deferred Tax Liabilities,0.3,0.28,0.65,0.26,0.04,-,-,-,-,-
26,Total Liabilities,118.64,107.53,121.5,113.9,57.93,66.58,57.99,73.39,76.41,109.45
27,Common Stock,16.11,16.11,14.11,12.56,12.56,12.56,12.56,12.56,12.56,12.56
28,Additional Paid-In Capital,96.22,96.22,82.89,72.17,72.17,72.17,72.17,72.17,72.17,72.17
29,Retained Earnings,-,-99.26,-,-49.94,-,-6.73,-,37.62,-,58.75
30,Comprehensive Income & Other,-77.52,45.14,-25.76,45.57,21.31,46.26,67.17,46.39,92.11,46.37
31,Total Common Equity,34.81,58.21,71.24,80.36,106.04,124.27,151.9,168.75,176.84,189.85
32,Minority Interest,-,-,-,-0.46,-0.19,-0.12,4.82,4.2,5.68,4.99
33,Shareholders' Equity,34.81,58.21,71.24,79.91,105.85,124.15,156.73,172.95,182.52,194.84
34,Total Liabilities & Equity,153.45,165.74,192.73,193.8,163.78,190.72,214.71,246.34,258.93,304.3
35,Total Debt,74.09,71.4,85.14,79.93,28.15,32.92,32.85,36.65,43.39,60.25
36,Net Cash (Debt),-71.25,-37.45,-78.16,-68.57,7.6,-0.57,15.27,11.54,2.96,26.46
37,Net Cash Growth,-,-,-,-,-50.20%,-,416.68%,-56.39%,8854.55%,-34.50%
38,Net Cash Per Share,-0.94,-0.51,-1.27,-1.14,0.13,-0.01,0.25,0.19,0.05,0.44
39,Filing Date Shares Outstanding,75.61,75.61,66.88,60,60,60,60,60,60,60
40,Total Common Shares Outstanding,75.61,75.61,66.88,60,60,60,60,60,60,60
41,Working Capital,11.65,32.91,45.43,58.27,82.81,90.6,113.15,129.15,146.72,161.25
42,Book Value Per Share,0.46,0.77,1.07,1.34,1.77,2.07,2.53,2.81,2.95,3.16
43,Tangible Book Value,26.56,49.78,62.63,71.54,96.98,114.97,142.35,158.93,167.16,179.98
44,Tangible Book Value Per Share,0.35,0.66,0.94,1.19,1.62,1.92,2.37,2.65,2.79,3.00
45,Buildings,-,14.86,14.86,14.86,-,14.86,-,14.86,-,14.86
46,Machinery,-,7,7.83,7.23,-,9.9,-,9.88,-,8.65
47,Leasehold Improvements,-,11.59,15.56,15.56,-,15.02,-,13.04,-,10.6
