,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,1963,1790,2173,2172,2890,3530,3818,3849,3226,2102,1583,1862,2297,3852,3510,2541,2200,2456,2888,3143,2332,Upgrade
1,Market Cap Growth,-49.28%,-49.28%,-43.07%,-43.58%,-10.42%,67.94%,141.10%,106.75%,40.42%,-45.44%,-54.88%,-26.74%,4.45%,56.84%,21.51%,-19.13%,-5.70%,1.42%,-,-,-,Upgrade
2,Enterprise Value,1761,1589,1954,1897,2618,3257,3514,3549,2942,1818,1291,1558,1968,3523,3146,2121,1775,2032,2435,3079,2362,Upgrade
3,Last Close Price,11.84,10.80,13.15,13.14,17.09,20.88,22.69,22.88,18.94,12.34,9.33,10.97,13.32,22.33,20.34,14.73,12.54,14.00,16.46,17.91,13.16,Upgrade
4,PE Ratio,-,-,-,-,29.81,35.36,31.95,39.96,41.34,31.36,35.59,36.27,40.02,59.74,75.68,61.70,34.78,41.58,35.01,43.22,47.93,Upgrade
5,PS Ratio,7.08,6.51,5.88,4.85,6.00,7.35,7.40,8.59,7.98,5.48,4.95,5.82,7.16,12.21,12.01,9.15,7.65,9.33,11.03,12.86,11.70,Upgrade
6,PB Ratio,2.32,2.03,2.47,2.44,3.04,3.75,4.21,4.44,3.81,2.53,2.07,2.48,2.99,5.05,4.79,3.54,2.95,3.34,3.96,4.37,3.28,Upgrade
7,P/TBV Ratio,2.29,2.29,2.78,2.75,3.41,4.23,4.78,5.04,4.11,2.73,2.22,2.66,3.15,5.33,5.06,3.75,3.12,3.54,4.20,4.64,3.48,Upgrade
8,P/FCF Ratio,-,-,-,-88.61,-,91.20,-,73.13,104.87,-,-,-46.00,-,-138.74,-,-,-,627.86,-,105.96,-,Upgrade
9,P/OCF Ratio,-,-,31.09,44.36,36.75,31.83,-,21.85,19.64,21.59,15.35,25.82,-,45.38,-,56.03,23.30,35.04,-,55.96,-,Upgrade
10,EV/Sales Ratio,6.40,5.77,5.28,4.24,5.43,6.78,6.81,7.92,7.28,4.74,4.04,4.87,6.14,11.17,10.77,7.63,6.17,7.72,9.30,12.60,11.85,Upgrade
