,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,283315,168188,165275,149069,216604,213959,182978,198950,221286,222826,190626,158170,219351,115239,130966,107435,151349,193293,202652,158946,Upgrade
1,Short-Term Investments,46590,41573,48286,54475,59184,54960,54103,33107,32404,23803,24338,26133,32300,34879,42606,34169,36117,37602,17546,16283,Upgrade
2,Cash & Short-Term Investments,329905,209761,213562,203545,275789,268919,237081,232057,253690,246629,214964,184304,251652,150118,173573,141605,187466,230895,220198,175229,Upgrade
3,Cash Growth,19.62%,-22.00%,-9.92%,-12.29%,8.71%,9.04%,10.29%,25.91%,0.81%,64.29%,23.85%,30.15%,34.24%,-34.98%,-21.17%,-19.19%,7.35%,113.46%,74.19%,83.91%,Upgrade
4,Accounts Receivable,227603,302839,218520,203815,229624,228178,202883,212976,260269,242304,247762,266298,226428,194431,216272,199574,199114,201187,179131,161093,Upgrade
5,Other Receivables,6703,35170,5978,6760,5739,8507,7894,6823,9122,6223,6381,4701,4847,7735,8306,7190,6395,2167,3048,7976,Upgrade
6,Receivables,234307,338010,224498,210576,235363,236685,210776,219799,269391,248528,254143,270999,231276,202165,224578,206765,205509,203354,182179,169069,Upgrade
7,Inventory,849921,817015,791576,764696,730160,731123,702243,667467,628795,563055,425317,431646,419788,380645,382022,370264,373828,370301,340579,314088,Upgrade
8,Prepaid Expenses,1226,3069,124.24,175.15,216.74,507.82,314.29,384.4,32.57,172.96,62.56,115.34,37.23,96.58,155.94,95.15,39.76,66.43,56.84,105.23,Upgrade
9,Other Current Assets,133735,113338,88647,85215,71424,69725,73845,82437,85690,73210,58907,83861,39611,44947,38540,53750,50644,44123,49605,61557,Upgrade
10,Total Current Assets,1549094,1481193,1318407,1264206,1312952,1306960,1224260,1202145,1237599,1131594,953393,970925,942363,777972,818870,772479,817487,848740,792618,720048,Upgrade
11,"Property, Plant & Equipment",564551,492910,486513,474597,475885,515911,526345,539555,548516,549839,550691,533975,546423,554655,565081,562043,559727,488867,467401,465942,Upgrade
12,Long-Term Investments,360.37,341.13,297.14,282.48,368.5,327.98,327.81,316.16,365.11,2533,315.11,299.34,409.82,354.48,354.53,341.08,433.72,356.74,985.78,304.59,Upgrade
13,Other Intangible Assets,32803,33065,33332,33599,33865,34132,34399,32049,32316,30680,30947,31214,31481,31747,32014,32281,32547,32814,33081,12919,Upgrade
14,Long-Term Deferred Tax Assets,6435,7058,5895,5252,5225,5145,6300,6270,6312,6799,5854,8021,7793,9034,8087,8048,7751,8154,4954,5122,Upgrade
15,Other Long-Term Assets,23632,21693,22607,23274,23934,21344,21444,22541,23475,24508,25477,26561,27179,27805,28644,28742,30869,31192,31812,32867,Upgrade
16,Total Assets,2176876,2036261,1867051,1801210,1852230,1883821,1813075,1802875,1848583,1745953,1566678,1570996,1555648,1401567,1453050,1403933,1448816,1410123,1330853,1237203,Upgrade
17,Accounts Payable,459142,418801,335020,305107,312089,281828,270755,281493,257260,233091,217546,227032,262459,240451,228743,227873,228030,219100,214151,224667,Upgrade
18,Accrued Expenses,42684,37613,28035,18867,32872,28932,37572,20584,31847,39701,40101,24658,29304,32890,41098,22531,45689,32004,44636,25245,Upgrade
19,Short-Term Debt,111661,115393,131166,118984,97644,109498,118542,84413,114271,99887,98339,104765,116184,84041,119445,116021,98144,83901,97561,116397,Upgrade
