,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,1538354,1284123,1167385,1072697,949309,901097,959640,941274,806541,785579,964256,1020155,1405475,1319230,1103617,1187700,1170277,817451,752113,727430,539871,Upgrade
1,Market Cap Growth,42.51%,42.51%,21.65%,13.96%,17.70%,14.70%,-0.48%,-7.73%,-42.61%,-40.45%,-12.63%,-14.11%,20.10%,61.38%,46.74%,63.27%,116.77%,40.75%,42.45%,29.97%,10.54%,Upgrade
2,Enterprise Value,1713525,1588740,1478520,1374961,1169896,1127749,1232737,1200572,1053956,934937,1073558,1252807,1610957,1549305,1356795,1438462,1362227,899012,850168,896257,722527,Upgrade
3,Last Close Price,59300.00,49500.00,44010.99,40441.21,34986.24,32422.48,33663.52,33019.24,27694.06,26326.65,31583.44,33414.36,45738.81,42433.48,35124.56,37330.58,36782.94,25212.15,22598.08,21448.67,15303.26,Upgrade
4,PE Ratio,11.65,9.72,12.03,12.62,9.63,8.22,7.80,8.41,6.17,6.01,7.26,8.14,12.02,10.96,8.36,8.36,6.92,5.19,5.17,5.07,5.46,Upgrade
5,PS Ratio,0.82,0.69,0.69,0.67,0.58,0.54,0.56,0.57,0.49,0.48,0.63,0.78,1.08,1.00,0.78,0.72,0.65,0.46,0.43,0.44,0.37,Upgrade
6,PB Ratio,2.07,1.70,1.67,1.65,1.39,1.31,1.43,1.49,1.24,1.22,1.60,1.78,2.50,2.49,2.16,2.48,2.32,1.66,1.63,1.74,1.32,Upgrade
7,P/TBV Ratio,1.80,1.80,1.78,1.77,1.49,1.40,1.53,1.60,1.32,1.31,1.71,1.91,2.69,2.69,2.34,2.71,2.52,1.81,1.79,1.93,1.39,Upgrade
8,P/FCF Ratio,12.18,10.17,-70.90,86.82,-,11.65,-27.56,-7.36,50.12,-,-,5.23,-,23.17,-15.67,-12.71,-,-,5.58,6.22,8.23,Upgrade
9,P/OCF Ratio,4.83,4.83,36.43,17.92,-,9.59,-107.02,-9.05,12.39,-,-,4.35,-,13.00,22.69,24.26,-,-,2.84,2.64,2.80,Upgrade
10,EV/Sales Ratio,0.92,0.85,0.88,0.85,0.71,0.68,0.71,0.73,0.64,0.57,0.70,0.96,1.24,1.17,0.96,0.87,0.75,0.50,0.49,0.54,0.50,Upgrade
11,EV/EBITDA Ratio,7.31,6.48,7.88,7.63,5.94,5.34,5.67,5.80,4.59,4.03,4.38,5.44,7.33,6.97,5.86,5.98,4.97,3.55,3.62,3.81,4.05,Upgrade
12,EV/EBIT Ratio,9.45,8.77,10.59,10.81,8.11,7.11,7.22,7.75,5.78,5.06,5.58,6.86,9.59,9.05,7.47,7.47,5.99,4.31,4.44,4.67,5.25,Upgrade
13,EV/FCF Ratio,13.57,12.58,-89.79,111.28,-,14.59,-35.41,-9.38,65.49,-,-,6.43,-,27.21,-19.26,-15.40,-,-,6.30,7.67,11.02,Upgrade
14,Debt / Equity Ratio,0.65,0.65,0.72,0.79,0.73,0.71,0.72,0.79,0.74,0.77,0.64,0.55,0.73,0.83,0.73,0.86,0.76,0.75,0.66,0.75,0.83,Upgrade
15,Debt / EBITDA Ratio,2.10,1.24,1.76,3.55,3.33,2.87,1.89,2.35,2.35,2.52,1.80,1.04,1.89,1.80,2.40,1.57,1.70,1.31,1.59,0.79,2.34,Upgrade
16,Debt / FCF Ratio,3.91,3.91,-30.61,41.69,-,6.28,-13.94,-3.91,29.93,-,-,1.62,-,7.78,-5.28,-4.39,-,-,2.26,2.66,5.14,Upgrade
17,Asset Turnover,1.17,1.12,0.82,0.71,0.94,1.01,0.90,0.78,1.10,0.94,1.05,0.90,1.05,0.43,1.14,1.04,1.34,1.14,1.78,1.10,Upgrade,
18,Inventory Turnover,1.80,2.20,2.06,1.52,1.37,1.92,1.96,1.81,1.70,2.63,2.49,2.80,2.58,2.93,1.15,3.27,3.07,3.81,3.33,5.06,3.51,Upgrade
19,Quick Ratio,0.48,0.48,0.46,0.41,0.42,0.52,0.56,0.51,0.55,0.58,0.54,0.56,0.57,0.62,0.53,0.54,0.52,0.54,0.57,0.54,0.52,Upgrade
20,Current Ratio,1.31,1.31,1.24,1.23,1.30,1.33,1.45,1.41,1.46,1.38,1.23,1.14,1.22,1.21,1.18,1.12,1.15,1.12,1.11,1.06,1.09,Upgrade
21,Return on Equity (ROE),30.52%,30.49%,10.91%,10.46%,10.38%,24.03%,19.59%,18.94%,22.42%,19.26%,34.66%,23.06%,25.91%,15.93%,32.87%,27.74%,39.52%,27.64%,65.84%,23.68%,Upgrade,
22,Return on Assets (ROA),8.39%,8.16%,3.13%,3.27%,3.90%,6.92%,5.55%,5.24%,5.72%,5.34%,10.76%,6.52%,8.21%,4.52%,9.26%,7.70%,10.31%,6.70%,17.10%,5.10%,Upgrade,
23,Return on Capital (ROIC),14.40%,13.44%,4.91%,5.07%,6.25%,11.18%,8.86%,8.44%,9.68%,9.41%,18.15%,10.49%,13.07%,7.28%,14.88%,12.52%,18.09%,12.29%,29.81%,8.46%,Upgrade,
24,Return on Capital Employed (ROCE),18.27%,18.27%,16.50%,16.06%,17.47%,18.42%,17.38%,16.43%,18.58%,19.45%,23.34%,24.92%,21.64%,21.97%,24.46%,26.65%,31.17%,29.02%,29.80%,32.88%,23.92%,Upgrade
25,Earnings Yield,8.59%,10.94%,8.84%,8.50%,10.96%,12.95%,13.95%,13.05%,17.48%,18.09%,14.65%,13.11%,8.89%,9.71%,12.73%,12.67%,15.21%,20.50%,20.58%,20.98%,20.00%,Upgrade
26,FCF Yield,8.21%,9.84%,-1.41%,1.15%,1.14%,8.58%,-3.63%,-13.59%,2.00%,-2.34%,12.60%,19.11%,4.65%,4.32%,-6.38%,-7.87%,-0.71%,6.47%,17.93%,16.06%,12.15%,Upgrade
27,Dividend Yield,3.27%,4.04%,4.28%,-,-,5.46%,4.91%,-,-,5.85%,5.36%,-,-,3.63%,1.75%,-,-,-,6.98%,-,-,Upgrade
28,Payout Ratio,49.01%,18.11%,22.62%,134.23%,133.88%,236.58%,25.85%,66.49%,66.13%,114.87%,-,49.47%,0.80%,92.69%,66.87%,55.11%,64.08%,59.29%,21.95%,49.12%,56.33%,Upgrade
29,Buyback Yield / Dilution,0.00%,3.98%,0.00%,12.36%,-17.77%,-10.62%,-6.38%,-7.36%,15.17%,7.00%,-0.59%,-21.68%,-0.01%,0.20%,9.40%,18.48%,-0.02%,4.66%,-3.13%,-7.24%,0.02%,Upgrade
30,Total Shareholder Return,3.27%,8.02%,4.29%,12.36%,-17.77%,-5.17%,-1.47%,-7.36%,15.17%,12.85%,4.77%,-21.68%,-0.01%,3.83%,11.15%,18.48%,-0.02%,4.66%,3.85%,-7.24%,0.02%,Upgrade
