,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,160.2,169.57,286.72,334.37,-,251.02,210.78,202.78,190.13,194.22,-,148.63,-,123.05,123.05,107.74,107.74,79.24,79.24
1,Short-Term Investments,0.02,-,3.53,2.76,-,1.94,0.89,0.14,-,-,-,-,-,70.24,70.24,68.37,68.37,-,-
2,Trading Asset Securities,199.16,233.86,166.6,213.15,-,351.98,401.27,413.17,425,430,-,65,-,-,-,-,-,-,-
3,Cash & Short-Term Investments,359.38,403.43,456.84,550.28,-,604.93,612.93,616.08,615.13,624.22,215.2,213.63,-,193.28,193.28,176.1,176.1,79.24,79.24
4,Cash Growth,-,-33.31%,-25.47%,-10.68%,-,-3.09%,184.81%,188.39%,-,222.96%,11.34%,21.31%,-,143.92%,143.92%,-,-,-,-
5,Accounts Receivable,58.65,53.61,54.18,49.14,-,49.17,50.23,56.78,54.06,52.87,-,58.44,-,50.04,50.04,56.59,56.59,43.5,43.5
6,Other Receivables,5.01,3.73,4.76,3.66,-,4.02,4.71,3.23,4.65,4.51,-,3.36,-,2.66,2.66,6.19,6.19,1.01,1.01
7,Receivables,63.66,57.34,58.95,52.81,-,53.19,54.94,60.01,58.71,57.38,-,61.8,-,52.69,52.69,62.78,62.78,44.51,44.51
8,Inventory,23.27,23.28,24.7,27.36,-,31.17,26.85,20.7,26.02,27.47,-,26.58,-,27.08,27.08,20.19,20.19,24.91,24.91
9,Other Current Assets,3.45,4.1,6.29,3.31,-,3.64,2.86,7.37,4.37,4.5,-,12.92,-,11,11,9.42,9.42,73.8,73.8
10,Total Current Assets,449.77,488.14,546.78,633.76,-,692.94,697.59,704.17,704.24,713.57,-,314.93,-,284.06,284.06,268.5,268.5,222.46,222.46
11,"Property, Plant & Equipment",415.47,384.67,375.4,371.64,-,283.26,266.31,267.94,257.72,234.16,-,240.97,-,234.38,234.38,242.19,242.19,251.35,251.35
12,Other Intangible Assets,63.46,64.57,49.87,25.57,-,26.1,26.36,26.63,26.89,27.15,-,27.68,-,28.2,28.2,28.73,28.73,21.8,21.8
13,Long-Term Deferred Tax Assets,7.49,7.76,7.72,7.59,-,7.74,7.64,7.85,7.78,7.87,-,7.9,-,7.9,7.9,8.15,8.15,8.72,8.72
14,Other Long-Term Assets,40.74,21.01,23.21,28.63,-,10.45,13.68,10.42,5.27,8.03,-,3.13,-,5.56,5.56,3.19,3.19,8.03,8.03
15,Total Assets,976.93,966.15,1003,1067,-,1020,1012,1017,1002,990.78,-,594.61,-,560.11,560.11,550.76,550.76,512.36,512.36
16,Accounts Payable,29.14,22.78,16.79,28.45,-,4.69,6.5,6.12,3.86,5.68,-,6.24,-,3.64,3.64,8.66,8.66,11.18,11.18
17,Accrued Expenses,0.23,12.37,0.11,14.46,-,10.91,0.1,20.88,0.16,16.21,-,0.16,-,17.13,17.13,21.66,21.66,9.21,9.21
18,Current Portion of Leases,-,0.12,-,0.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,Current Income Taxes Payable,2.12,1.12,1.62,-,-,3.54,3.02,-,10.73,1.62,-,5.89,-,0.36,0.36,0.99,0.99,-,-
20,Current Unearned Revenue,3.39,2.83,3.26,5.41,-,3.12,3.23,6.3,2.8,3.61,-,3.3,-,2.01,2.01,4.45,4.45,4.39,4.39
21,Other Current Liabilities,15.75,4.5,15.83,4.78,-,3.72,11.66,3.94,14.19,4.12,-,19.1,-,4.44,4.44,4.02,4.02,3.97,3.97
22,Total Current Liabilities,50.62,43.72,37.61,53.7,-,25.98,24.51,38.74,31.74,31.24,-,34.69,-,27.59,27.59,39.78,39.78,28.75,28.75
23,Long-Term Leases,0.1,0.13,0.17,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,Long-Term Unearned Revenue,27.3,28.07,28.84,29.61,-,31.16,31.93,32.7,33.47,34.24,-,35.78,-,-,-,38.86,38.86,40.4,40.4
25,Long-Term Deferred Tax Liabilities,0.39,0.35,0.74,0.74,-,0.28,0.28,0.28,-,-,-,-,-,37.32,37.32,-,-,-,-
26,Other Long-Term Liabilities,-,0.01,0.03,0.08,-,0.39,-,-,-,-,-,-,-,-,-,-,-,-,-
27,Total Liabilities,78.42,72.29,67.39,84.33,-,57.8,56.72,71.71,65.21,65.47,-,70.47,-,64.91,64.91,78.64,78.64,69.15,69.15
28,Common Stock,80.8,80.8,80.8,80.8,-,80.8,80.8,80.8,80.8,80.8,-,60.6,-,60.6,60.6,60.6,60.6,60.6,60.6
29,Additional Paid-In Capital,461.37,461.37,461.37,461.37,-,460.23,461.37,461.37,461.37,461.37,-,90.64,-,90.64,90.64,90.64,90.64,90.64,90.64
30,Retained Earnings,454.74,445.12,454.73,440.69,-,420.51,412.69,403.11,394.51,383.13,-,372.9,-,343.96,343.96,320.88,320.88,291.97,291.97
31,Treasury Stock,-98.4,-93.43,-61.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,Comprehensive Income & Other,-,-,-,-,-,1.14,-,-,-,-,-,-,-,-,-,-,-,-,-
33,Shareholders' Equity,898.51,893.87,935.59,982.86,-,962.68,954.86,945.29,936.69,925.3,524.14,524.14,-,495.2,495.2,472.12,472.12,443.21,443.21
34,Total Liabilities & Equity,976.93,966.15,1003,1067,-,1020,1012,1017,1002,990.78,-,594.61,-,560.11,560.11,550.76,550.76,512.36,512.36
35,Total Debt,0.1,0.25,0.17,0.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Net Cash (Debt),359.28,403.18,456.67,549.96,-,604.93,612.93,616.08,615.13,624.22,215.2,213.63,-,193.28,193.28,176.1,176.1,79.24,79.24
37,Net Cash Growth,-,-33.35%,-25.49%,-10.73%,-,-3.09%,184.81%,188.39%,-,222.96%,11.34%,21.31%,-,143.92%,143.92%,-,-,-,-
38,Net Cash Per Share,4.90,4.99,5.65,6.81,-,7.49,7.59,7.62,7.62,7.72,3.20,3.53,-,3.19,3.19,2.91,2.91,1.31,1.31
39,Filing Date Shares Outstanding,76.55,76.77,78.12,80.8,80.84,80.8,80.8,80.8,80.8,80.8,67.34,80.8,60.62,60.6,60.6,60.6,60.6,60.6,60.6
40,Total Common Shares Outstanding,76.55,76.77,78.12,80.8,80.84,80.8,80.8,80.8,80.8,80.8,67.34,60.6,60.62,60.6,60.6,60.6,60.6,60.6,60.6
41,Working Capital,399.15,444.43,509.18,580.06,-,666.96,673.07,665.44,672.5,682.33,-,-,-,256.47,256.47,228.72,228.72,193.71,193.71
42,Book Value Per Share,11.74,11.64,11.98,12.16,-,11.91,11.82,11.70,11.59,11.45,8.65,8.65,-,8.17,8.17,7.79,7.79,7.31,7.31
43,Tangible Book Value,835.05,829.3,885.72,957.29,-,936.58,928.5,918.66,909.8,898.15,496.46,-,-,467,467,443.39,443.39,421.41,421.41
44,Tangible Book Value Per Share,10.91,10.80,11.34,11.85,-,11.59,11.49,11.37,11.26,11.12,8.19,8.19,-,7.71,7.71,7.32,7.32,6.95,6.95
45,Buildings,-,362.24,-,306.44,-,281.64,-,276.72,-,265.7,-,-,-,266.35,266.35,264.91,264.91,261.48,261.48
