,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3213,2530,1993,2300,3046,2718,2801,3223,3208,3380,3860,4293,3698,4267,2472,2634,2175,1779,1403,1747,2232,Upgrade
1,Market Cap Growth,-6.91%,-6.91%,-28.86%,-28.64%,-5.04%,-19.60%,-27.43%,-24.91%,-13.26%,-20.78%,56.12%,62.97%,70.02%,139.88%,76.21%,50.75%,-2.57%,-25.55%,-36.71%,-27.80%,14.13%,Upgrade
2,Enterprise Value,4258,3943,3581,3640,4386,4233,4194,4095,4058,4619,4759,5157,4563,4914,3448,3539,3165,2934,2537,3002,3487,Upgrade
3,Last Close Price,6.16,4.85,3.82,4.41,5.84,5.21,5.37,6.18,6.15,6.48,7.40,8.23,7.09,8.18,4.74,5.05,4.17,3.41,2.69,3.35,4.28,Upgrade
4,PE Ratio,46.86,34.88,47.00,164.58,133.89,-,-,23.36,-,17.43,13.95,17.24,-,16.43,9.71,11.65,12.95,-14.06,-5.83,-,-,Upgrade
5,Forward PE,-,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,Upgrade
6,PS Ratio,0.52,0.39,0.30,0.35,0.44,0.41,0.43,0.43,0.42,0.43,0.51,0.67,0.62,0.76,0.47,0.52,0.45,0.39,0.31,0.39,0.51,Upgrade
7,PB Ratio,1.74,1.20,0.96,1.17,1.56,1.41,1.44,1.66,1.69,1.77,2.05,2.47,2.23,2.60,1.62,1.87,1.63,1.35,1.15,1.56,1.98,Upgrade
8,P/TBV Ratio,1.71,1.71,1.36,1.60,2.13,1.93,1.93,2.22,2.12,2.19,2.51,3.04,2.76,3.16,1.96,2.26,1.97,1.64,1.40,1.99,2.55,Upgrade
9,P/FCF Ratio,13.05,10.27,11.81,-,-21.83,-5.93,-,-,-,8.71,-,12.37,11.78,-,4.29,-,32.56,27.55,-,5.50,10.03,Upgrade
10,P/OCF Ratio,3.77,3.77,3.27,-,7.74,121.94,-,-,7.52,6.15,-,8.07,7.77,-,3.88,96.13,15.20,16.38,-,4.64,7.08,Upgrade
11,EV/Sales Ratio,0.66,0.61,0.54,0.55,0.63,0.63,0.65,0.55,0.54,0.59,0.62,0.80,0.76,0.88,0.65,0.70,0.66,0.64,0.57,0.67,0.80,Upgrade
12,EV/EBITDA Ratio,13.88,11.34,11.64,13.98,14.80,18.34,15.91,8.14,-,8.57,7.12,8.93,-,7.59,5.94,6.12,6.24,3.02,2.95,3.73,4.69,Upgrade
13,EV/EBIT Ratio,37.30,34.54,60.17,647.84,-,-79.66,-,19.49,-,18.53,12.53,17.70,-,13.56,11.74,12.16,-,4.31,4.46,5.80,7.63,Upgrade
14,EV/FCF Ratio,17.29,16.01,21.24,-,-31.43,-9.24,-,-,-,11.90,-,14.86,14.53,-,5.98,-,47.38,45.45,-,9.45,15.67,Upgrade
