,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,100017,105344,113785,109709,124467,129861,117029,107664,110392,92895,Upgrade
1,Cash & Short-Term Investments,100017,105344,113785,109709,124467,129861,117029,107664,110392,92895,Upgrade
2,Cash Growth,-12.10%,-3.98%,-8.58%,-15.52%,6.36%,20.62%,6.01%,15.90%,17.70%,10.59%,Upgrade
3,Accounts Receivable,7598,4422,6652,5305,7173,6721,11570,11913,14413,9395,Upgrade
4,Other Receivables,16924,12801,18231,15006,22548,15166,21009,15938,18575,12220,Upgrade
5,Receivables,24522,21835,24884,25348,29720,29944,32580,30214,32989,24566,Upgrade
6,Inventory,486388,496246,479399,500282,487596,463009,464377,471491,423114,409029,Upgrade
7,Prepaid Expenses,19635,17691,19004,15945,14683,12140,10926,8962,6688,7715,Upgrade
8,Restricted Cash,219.59,285.01,428.35,597.1,854.16,1095,397.71,2805,992.97,2553,Upgrade
9,Other Current Assets,12770,13251,28691,12519,13804,12908,36596,15118,14582,23875,Upgrade
10,Total Current Assets,643553,654652,666191,664400,671125,648957,661905,636253,588757,560632,Upgrade
11,"Property, Plant & Equipment",7421,6904,6934,7086,6697,5524,4991,5011,4510,4019,Upgrade
12,Long-Term Investments,46620,46520,45549,43628,41353,40691,34713,33314,33259,36306,Upgrade
13,Goodwill,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,Upgrade
14,Long-Term Deferred Tax Assets,7049,7513,7173,7559,7754,8108,7652,7694,7706,7325,Upgrade
15,Other Long-Term Assets,208246,207958,194936,190525,176650,166570,149022,141329,129712,115557,Upgrade
16,Total Assets,912947,923604,920840,913254,903635,869907,858340,823657,764001,723896,Upgrade
17,Accounts Payable,45164,68818,55537,62472,68300,72939,63123,64609,47747,44043,Upgrade
18,Accrued Expenses,-,-,7280,-,5274,2264,2096,124.7,1244,272.26,Upgrade
19,Short-Term Debt,-,567.86,-,1380,-,3262,8512,3714,-,4550,Upgrade
20,Current Portion of Long-Term Debt,39672,42392,47857,48818,54385,50988,52107,51118,33436,38993,Upgrade
21,Current Portion of Leases,98.62,94.23,42.97,132.9,243.03,260.9,260.31,263.03,211.25,72.04,Upgrade
22,Current Income Taxes Payable,26138,30867,27147,31953,33809,39173,36196,38124,33245,38672,Upgrade
23,Current Unearned Revenue,110916,108619,134222,107676,86978,100455,126789,121122,98675,97939,Upgrade
24,Other Current Liabilities,45484,34343,31875,28721,27607,24558,22997,24887,45660,33707,Upgrade
25,Total Current Liabilities,267473,285701,303960,281151,276595,293901,312079,303962,260218,258248,Upgrade
26,Long-Term Debt,215902,216696,203691,231028,227698,197302,183774,170718,176829,160100,Upgrade
27,Long-Term Leases,917.95,960.43,1028,1025,1090,371.42,301.38,428.8,457.65,136.27,Upgrade
28,Long-Term Deferred Tax Liabilities,27564,27336,28381,26952,27330,21226,20939,20199,19133,16187,Upgrade
29,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,79.71,Upgrade
30,Total Liabilities,511857,530692,537061,540156,532714,512800,517093,495308,456637,434751,Upgrade
31,Common Stock,74035,74035,74035,74035,74035,74034,74034,74034,74034,74034,Upgrade
32,Retained Earnings,318222,311934,302625,293119,290457,280618,265264,251340,232320,217454,Upgrade
33,Comprehensive Income & Other,-13717,-12952,-12766,-12675,-11685,-11091,-11243,-11227,-11268,-10884,Upgrade
34,Total Common Equity,378540,373018,363894,354480,352808,343560,328054,314147,295086,280604,Upgrade
35,Minority Interest,22550,19894,19885,18618,18114,13546,13193,14203,12279,8541,Upgrade
36,Shareholders' Equity,401090,392912,383780,373098,370921,357106,341247,328349,307365,289145,Upgrade
37,Total Liabilities & Equity,912947,923604,920840,913254,903635,869907,858340,823657,764001,723896,Upgrade
38,Total Debt,256590,260711,252620,282383,283417,252185,244954,226243,210934,203851,Upgrade
39,Net Cash (Debt),-156573,-155367,-138834,-172674,-158950,-122323,-127925,-118579,-100542,-110957,Upgrade
40,Net Cash Per Share,-14.31,-14.20,-12.68,-15.78,-14.45,-11.18,-11.68,-10.71,-9.18,-10.12,Upgrade
41,Filing Date Shares Outstanding,10945,10945,10945,10945,10945,10945,10945,10953,10956,10956,Upgrade
42,Total Common Shares Outstanding,10945,10945,10945,10945,10945,10945,10945,10953,10956,10956,Upgrade
43,Working Capital,376081,368951,362231,383248,394530,355056,349826,332291,328539,302383,Upgrade
44,Book Value Per Share,34.59,34.08,33.25,32.39,32.23,31.39,29.97,28.68,26.93,25.61,Upgrade
45,Tangible Book Value,378484,372961,363838,354423,352751,343504,327998,314090,295030,280547,Upgrade
46,Tangible Book Value Per Share,34.58,34.08,33.24,32.38,32.23,31.39,29.97,28.68,26.93,25.61,Upgrade
47,Buildings,-,5043,-,4970,-,2521,-,1983,-,2000,Upgrade
48,Machinery,-,1475,-,1359,-,1100,-,910.06,-,988.78,Upgrade
49,Construction In Progress,-,78.48,-,78.04,-,741.68,-,852.47,-,217.02,Upgrade
