,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,161109,148194,150602,186939,225465,271433,202041,193067,184671,256913,332521,Upgrade
1,Market Cap Growth,-20.73%,-20.73%,-33.20%,-31.13%,11.59%,40.59%,9.41%,-24.85%,-44.46%,-18.58%,12.83%,Upgrade
2,Enterprise Value,353576,341273,322105,403195,432873,438211,371760,352053,308449,390270,455861,Upgrade
3,Last Close Price,14.72,13.18,12.97,15.76,18.56,21.96,15.82,14.72,13.53,18.41,23.27,Upgrade
4,PE Ratio,6.68,6.15,5.34,8.65,8.57,6.42,4.10,3.64,3.54,5.74,7.14,Upgrade
5,Forward PE,7.86,5.70,5.32,6.09,5.86,6.01,3.95,3.88,3.80,5.55,6.69,Upgrade
6,PS Ratio,0.75,0.69,0.67,1.04,1.11,0.97,0.68,0.78,0.84,1.36,1.82,Upgrade
7,PB Ratio,0.40,0.34,0.35,0.45,0.53,0.62,0.46,0.47,0.47,0.76,1.03,Upgrade
8,P/TBV Ratio,0.36,0.36,0.37,0.48,0.56,0.66,0.48,0.49,0.50,0.79,1.06,Upgrade
9,P/FCF Ratio,31.09,28.59,3.90,3.96,-17.86,-,7.37,19.44,14.28,9.85,30.38,Upgrade
10,P/OCF Ratio,27.43,27.43,3.87,3.91,-18.96,-,7.29,18.73,13.88,9.79,30.00,Upgrade
11,PEG Ratio,2.01,2.01,0.61,0.51,-,-,0.51,0.38,0.34,0.33,0.38,Upgrade
12,EV/Sales Ratio,1.64,1.59,1.44,2.25,2.12,1.57,1.25,1.43,1.40,2.06,2.49,Upgrade
13,EV/EBITDA Ratio,9.74,9.71,8.52,13.98,12.82,8.61,6.00,5.57,5.07,7.17,8.08,Upgrade
14,EV/EBIT Ratio,9.85,9.79,8.58,14.16,12.95,8.64,6.01,5.58,5.08,7.17,8.10,Upgrade
15,EV/FCF Ratio,68.22,65.85,8.34,8.55,-34.29,-,13.56,35.45,23.85,14.96,41.65,Upgrade
16,Debt / Equity Ratio,0.64,0.64,0.66,0.66,0.76,0.76,0.71,0.72,0.69,0.69,0.71,Upgrade
17,Debt / FCF Ratio,53.20,53.20,7.43,5.79,-25.29,-,11.29,29.67,20.78,8.87,20.83,Upgrade
18,Return on Capital Employed (ROCE),5.03%,5.03%,5.34%,4.27%,4.68%,6.90%,8.74%,9.61%,9.83%,9.84%,10.81%,Upgrade
19,Earnings Yield,14.96%,16.27%,18.73%,11.57%,11.67%,15.59%,24.40%,27.51%,28.23%,17.43%,14.00%,Upgrade
20,FCF Yield,3.22%,3.50%,25.66%,25.22%,-5.60%,-1.38%,13.57%,5.14%,7.00%,10.16%,3.29%,Upgrade
21,Dividend Yield,5.10%,5.56%,6.17%,4.73%,4.31%,5.08%,7.65%,7.82%,8.72%,5.52%,4.38%,Upgrade
22,Buyback Yield / Dilution,-,-,0.51%,-0.00%,-0.49%,1.14%,0.07%,-0.93%,0.00%,-0.11%,Upgrade,
23,Total Shareholder Return,5.10%,5.56%,6.17%,5.25%,4.31%,4.60%,8.79%,7.89%,7.79%,5.52%,4.27%,Upgrade
