,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H1 2018,H2 2017,H1 2017,H2 2016,H1 2016
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Jun '18 Jun 30, 2018","Dec '17 Dec 31, 2017","Jun '17 Jun 30, 2017","Dec '16 Dec 31, 2016","Jun '16 Jun 30, 2016"
0,Revenue,1344,1419,1253,1376,1143,1141,1095,1009,698.45,877.88
1,Revenue Growth (YoY),7.27%,3.14%,9.59%,20.64%,4.41%,13.09%,56.74%,14.89%,-1.32%,71.66%
2,Cost of Revenue,857.54,848.65,734.7,809.64,632.85,521.96,490.69,479.24,290.28,522.46
3,Gross Profit,486.16,570.69,517.98,566.5,510.24,618.75,604.09,529.41,408.17,355.43
4,"Selling, General & Admin",557.97,698.73,640.28,682.08,601.04,500.62,530.3,378.07,328.01,270.53
5,Research & Development,13.8,13.92,15.1,13.89,17.67,-,-,-,-,-
6,Other Operating Expenses,2.48,1.13,0.09,9.55,-0.84,2.72,-0.77,8.43,3.51,4.5
7,Operating Expenses,574.25,713.77,655.47,705.52,617.87,503.34,529.53,386.5,331.52,275.03
8,Operating Income,-88.09,-143.08,-137.49,-139.02,-107.63,115.41,74.55,142.9,76.64,80.4
9,Interest Expense,-3.32,-5.11,-4.58,-6.89,-7.26,-,-,-,-,-
10,Interest & Investment Income,0.85,-,1.25,-,0.99,12.1,4.86,-,2.72,3.34
11,Earnings From Equity Investments,-2.41,-2.12,-3.82,-10.47,-4.79,-,-,-,-,-
12,Currency Exchange Gain (Loss),1.61,-2.34,-,-,-,-,-,-,-,-
13,Other Non Operating Income (Expenses),-,-,-,-,-,-26.81,-26.95,-13.45,-8.97,-14.14
14,EBT Excluding Unusual Items,-91.37,-152.65,-144.65,-156.38,-118.69,100.69,52.46,129.46,70.39,69.6
15,Gain (Loss) on Sale of Investments,-,-3.23,-1.6,6.61,-3.5,-,-0.74,-,1.86,-
16,Gain (Loss) on Sale of Assets,0.21,-12.99,-0.4,-5.14,-0.27,-0.3,-1.9,-0.05,-0.45,-
17,Asset Writedown,-,-,-,-,-,-0.06,-26.56,-11.05,-42.98,-18.33
18,Other Unusual Items,-,1.52,-,5.12,-,-,-,-,-,-
19,Pretax Income,-91.16,-167.35,-146.65,-149.79,-122.46,100.34,23.26,118.35,28.83,51.27
20,Income Tax Expense,7.75,4.73,0.74,4.88,5.94,18.15,-11.3,36.61,-4.15,2.86
21,Earnings From Continuing Operations,-98.91,-172.08,-147.39,-154.67,-128.4,82.19,34.57,81.75,32.98,48.41
22,Minority Interest in Earnings,-1.83,-2.73,-5.09,-2.38,0.92,3.86,6.64,-5.03,-5.21,1.32
23,Net Income,-100.74,-174.82,-152.48,-157.05,-127.48,86.05,41.21,76.72,27.77,49.73
24,Net Income to Common,-100.74,-174.82,-152.48,-157.05,-127.48,86.05,41.21,76.72,27.77,49.73
25,Net Income Growth,-,-,-,-,-,12.17%,48.39%,54.26%,-57.88%,-
26,Shares Outstanding (Basic),780,765,757,-,-,516,612,417,517,452
27,Shares Outstanding (Diluted),780,765,757,-,-,707,612,461,517,452
28,Shares Change (YoY),2.98%,-,-,-,-,53.15%,18.38%,2.07%,-,-
29,EPS (Basic),-0.13,-0.23,-0.20,-,-,0.17,0.07,0.18,0.05,0.11
30,EPS (Diluted),-0.13,-0.23,-0.20,-,-,0.12,0.07,0.17,0.05,0.11
31,EPS Growth,-,-,-,-,-,-26.76%,25.35%,51.12%,-,-
32,Free Cash Flow,58.83,-82.68,140.29,-33.59,41.75,98.86,-11.03,-133.24,-60.32,-33.24
33,Free Cash Flow Per Share,0.08,-0.11,0.19,-,-,0.14,-0.02,-0.29,-0.12,-0.07
34,Operating Margin,-6.56%,-10.08%,-10.98%,-10.10%,-9.42%,10.12%,6.81%,14.17%,10.97%,9.16%
35,Profit Margin,-7.50%,-12.32%,-12.17%,-11.41%,-11.15%,7.54%,3.76%,7.61%,3.98%,5.66%
36,Free Cash Flow Margin,4.38%,-5.83%,11.20%,-2.44%,3.65%,8.67%,-1.01%,-13.21%,-8.64%,-3.79%
37,EBITDA,-31.29,-72.42,-63.37,-65.48,-37.11,207.88,159.3,204.39,122.42,128.49
38,D&A For EBITDA,56.8,70.67,74.12,73.55,70.53,92.47,84.75,61.48,45.78,48.09
39,EBIT,-88.09,-143.08,-137.49,-139.02,-107.63,115.41,74.55,142.9,76.64,80.4
40,Revenue as Reported,-,-,-,-,-,1141,1095,1009,698.45,877.88
