,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,1228697,1046379,1036337,920594,862038,757119,880055,893672,991985,1069336,933511,1260756,1475216,1511401,1542106,1648596,1523238,1301676,1015343,926838,889524,Upgrade
1,Market Cap Growth,38.21%,38.21%,17.76%,3.01%,-13.10%,-29.20%,-5.73%,-29.12%,-32.76%,-29.25%,-39.47%,-23.53%,-3.15%,16.11%,51.88%,77.87%,71.24%,23.84%,6.03%,-9.40%,-10.47%,Upgrade
2,Last Close Price,49.70,40.00,38.55,33.34,29.11,25.58,30.76,31.79,35.80,38.97,32.59,45.21,53.01,52.14,53.44,55.73,49.92,41.22,30.74,28.88,28.36,Upgrade
3,PE Ratio,7.78,6.63,6.71,6.16,5.71,4.91,5.95,6.03,6.40,7.12,6.53,8.64,9.93,10.59,11.33,12.80,12.85,11.45,9.82,9.35,8.67,Upgrade
4,PS Ratio,2.91,2.91,3.18,2.88,2.68,2.30,2.79,2.77,2.98,3.28,2.99,3.92,4.40,4.64,5.07,5.61,5.49,4.86,4.11,3.98,3.82,Upgrade
5,PB Ratio,0.85,0.85,0.81,0.77,0.71,0.63,0.80,0.84,0.88,0.99,0.91,1.20,1.33,1.42,1.60,1.80,1.69,1.50,1.25,1.32,1.25,Upgrade
6,P/FCF Ratio,-,-,-,-5.18,-,-3.90,-,-1.21,-,-,-,3.96,-,7.80,4.98,9.05,-,2.73,-,2.92,-,Upgrade
7,P/OCF Ratio,-,-,-,-6.49,-,-4.71,-,-1.26,-,-,-,3.51,-,6.76,4.50,7.91,-,2.60,-,2.69,-,Upgrade
8,Debt / Equity Ratio,0.70,0.70,0.70,0.79,0.92,0.89,0.85,0.82,0.87,0.73,0.89,0.92,0.97,1.13,1.40,1.41,1.45,1.41,1.52,1.72,1.90,Upgrade
9,Debt / FCF Ratio,-,-,-,-5.31,-,-5.50,-,-1.18,-,-,-,3.04,-,6.18,4.34,7.10,-,2.56,-,3.80,-,Upgrade
10,Return on Equity (ROE),11.85%,13.58%,13.18%,13.91%,12.54%,15.36%,15.07%,16.14%,13.31%,16.66%,15.00%,16.44%,12.75%,16.80%,15.44%,17.29%,11.60%,16.01%,13.75%,17.66%,Upgrade,
11,Return on Assets (ROA),-,1.33%,1.28%,1.36%,1.22%,1.44%,1.40%,1.52%,1.26%,1.56%,1.41%,1.56%,1.17%,1.47%,1.34%,1.52%,1.01%,1.33%,1.12%,1.47%,Upgrade,
12,Earnings Yield,12.85%,15.09%,15.59%,16.99%,18.34%,21.33%,17.68%,17.45%,16.22%,14.59%,15.75%,11.91%,10.38%,9.74%,8.96%,7.93%,7.91%,8.88%,10.37%,10.90%,11.74%,Upgrade
13,FCF Yield,-,-18.37%,-19.31%,-42.76%,-25.62%,-39.91%,-82.57%,-82.41%,-69.08%,-62.31%,25.25%,20.12%,12.82%,20.09%,11.05%,33.52%,36.70%,78.55%,34.23%,-16.96%,Upgrade,
14,Dividend Yield,4.35%,-,-,-,-,8.49%,-,-,-,5.04%,-,-,-,3.58%,-,-,-,3.61%,-,-,-,Upgrade
15,Payout Ratio,0.00%,-,135.50%,-,-,-,121.34%,-,-,-,108.91%,-,-,-,104.79%,-,-,-,113.18%,0.56%,-,Upgrade
16,Buyback Yield / Dilution,-3.96%,-22.11%,-0.13%,-0.02%,0.01%,-1.44%,1.00%,5.45%,-0.12%,-1.24%,0.20%,0.82%,0.07%,5.99%,-0.10%,-6.01%,0.24%,0.49%,0.25%,-0.63%,-0.11%,Upgrade
17,Total Shareholder Return,0.57%,-22.11%,-0.13%,-0.02%,0.01%,7.05%,1.00%,5.45%,-0.12%,3.80%,0.20%,0.82%,0.07%,9.58%,-0.10%,-6.01%,0.24%,4.10%,0.25%,-0.63%,-0.11%,Upgrade
