,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,8034,6459,5859,7456,6180,4537,3871,4646,4579,3298,2136,3490,2574,2176,1423,2199,1669,1228,937.94,1302,Upgrade
1,Other Revenue,-16.34,16.34,-,35.45,-18.56,18.56,-,29.35,-10.12,10.12,-,19.89,-9.11,9.11,-,21.93,-10.78,10.78,-,19.53,Upgrade
2,Revenue,8018,6476,5859,7491,6162,4555,3871,4676,4568,3308,2136,3510,2565,2185,1423,2220,1659,1239,937.94,1322,Upgrade
3,Revenue Growth (YoY),30.12%,42.15%,51.36%,60.21%,34.88%,37.71%,81.26%,33.21%,78.11%,51.40%,50.04%,58.08%,54.65%,76.34%,51.76%,68.00%,53.29%,30.88%,32.49%,8.10%,Upgrade
4,Cost of Revenue,4602,3434,3316,4336,3892,2609,2277,2690,2670,1756,1182,2271,1579,1206,860.84,1369,1094,796.26,596.48,850.99,Upgrade
5,Gross Profit,3416,3042,2543,3155,2270,1947,1594,1986,1898,1552,953.48,1239,985.52,979.21,562.59,851.91,564.61,442.8,341.46,470.7,Upgrade
6,"Selling, General & Admin",777.63,658.24,697.37,1104,646.72,516.4,487.97,904.97,489.14,379.27,413.93,674.46,372.95,269.48,343.69,468.11,340.79,175.75,203.2,252.05,Upgrade
7,Research & Development,845.35,625.51,720.99,1087,537.07,484.83,366.85,622.96,400.92,526.01,295.44,428.62,241.22,488.28,139.13,372.02,121.96,89.61,86.74,171.66,Upgrade
8,Other Operating Expenses,-148.25,-174.99,-272.84,254.69,-157.57,-455.06,-42.14,110.17,-150.74,-122.44,-48.7,85.7,-74.54,-139.22,-33.97,216.49,-72.14,-42.83,-37.13,173.07,Upgrade
