,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,7.75,16.8,24,26.1,25.52,48.1,63.12,167.88,13.69,31.5,Upgrade
1,Trading Asset Securities,23.4,28.89,21.93,22.18,8.28,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,31.15,45.7,45.93,48.28,33.8,48.1,63.12,167.88,13.69,31.5,Upgrade
3,Cash Growth,-32.18%,-5.36%,35.88%,0.38%,-46.44%,-71.35%,361.22%,433.01%,28.41%,72.47%,Upgrade
4,Accounts Receivable,0.01,3.4,3.93,2.94,1.21,6.42,2.45,4.09,32.84,12.29,Upgrade
5,Other Receivables,5.28,5.22,4.26,3.95,10.01,24.4,9.02,6.09,30.54,6.46,Upgrade
6,Receivables,7.78,11.51,10.9,13.57,26.42,37.8,11.47,10.19,63.38,18.74,Upgrade
7,Inventory,5.96,24.58,4.58,21.47,8.16,19.49,2.45,0.99,1.64,30.69,Upgrade
8,Prepaid Expenses,30.18,4.56,6.05,6.03,17.93,0.05,7,0.06,0.98,0.31,Upgrade
9,Other Current Assets,1.87,2,23.21,4.72,6.05,6.79,13.01,14.32,3.52,0.86,Upgrade
10,Total Current Assets,76.95,88.34,90.67,94.07,92.36,112.23,97.04,193.44,83.2,82.1,Upgrade
11,"Property, Plant & Equipment",53,54.57,72.09,76.06,94.23,115.16,120.64,67.89,72.36,77,Upgrade
12,Long-Term Investments,-,-,-,-,3.19,3.2,13.53,-,-,-,Upgrade
13,Goodwill,2.92,2.92,2.92,2.92,-,-,-,-,-,-,Upgrade
14,Other Long-Term Assets,14.03,14.24,14.09,15.06,15.59,-,-,5,5,-,Upgrade
15,Total Assets,146.9,160.07,179.77,188.11,205.37,230.59,231.21,266.33,160.57,159.09,Upgrade
16,Accounts Payable,0.74,1.9,5.87,23.32,0.69,3.55,4.47,4.19,15.41,13.1,Upgrade
17,Accrued Expenses,3.05,0.8,1.89,0.69,1.11,2.15,-,4.8,-,7.92,Upgrade
18,Short-Term Debt,-,1,-,-,-,-,-,-,-,-,Upgrade
19,Current Portion of Long-Term Debt,10.37,9.58,8.37,2.29,2.14,-,-,-,-,-,Upgrade
20,Current Portion of Leases,0.88,0.77,0.52,0.43,0.05,0.05,-,-,0.56,1.2,Upgrade
21,Current Income Taxes Payable,0.04,0.06,0.01,0.09,-,0.32,-,0.85,0.46,3.34,Upgrade
22,Current Unearned Revenue,2.83,0.72,5.1,4.71,-,0.16,0.37,39.41,-,-,Upgrade
23,Other Current Liabilities,2.21,2.66,1.88,3.01,12.78,22.8,10.83,2.55,7.81,3.8,Upgrade
24,Total Current Liabilities,20.12,17.48,23.64,34.52,16.78,29.03,15.67,51.8,24.24,29.36,Upgrade
25,Long-Term Debt,0.83,1.4,0.81,1.14,2.86,-,-,-,-,-,Upgrade
26,Long-Term Leases,3.71,4.21,4.21,4.49,0.02,0.04,-,-,-,-,Upgrade
27,Total Liabilities,24.65,23.09,28.66,40.15,19.65,29.07,15.67,51.8,24.24,29.36,Upgrade
28,Common Stock,0.14,0.14,27.33,22.83,22.83,22.83,22.83,22.83,12.34,12.34,Upgrade
29,Additional Paid-In Capital,-,8.06,3793,3782,-,3782,3782,3782,3711,3711,Upgrade
30,Retained Earnings,-,128.15,-3671,-3658,-,-3603,-3586,-3588,-3585,-3592,Upgrade
31,Comprehensive Income & Other,122.52,0.64,1.84,0.64,162.89,-0.7,-3.26,-2.85,-1.96,-2.25,Upgrade
32,Total Common Equity,122.65,136.98,151.11,147.96,185.72,201.52,215.54,214.53,136.32,129.73,Upgrade
33,Minority Interest,-0.41,-,-,-,-,-,-,-,-,-,Upgrade
34,Shareholders' Equity,122.24,136.98,151.11,147.96,185.72,201.52,215.54,214.53,136.32,129.73,Upgrade
35,Total Liabilities & Equity,146.9,160.07,179.77,188.11,205.37,230.59,231.21,266.33,160.57,159.09,Upgrade
36,Total Debt,15.79,16.95,13.92,8.34,5.07,0.09,-,-,0.56,1.2,Upgrade
37,Net Cash (Debt),15.36,28.74,32.01,39.94,28.74,48.01,63.12,167.88,13.13,30.3,Upgrade
38,Net Cash Growth,-52.01%,-28.04%,11.40%,-16.80%,-54.47%,-71.40%,380.75%,454.06%,47.32%,65.91%,Upgrade
39,Net Cash Per Share,1.03,1.90,2.57,3.20,2.30,3.84,5.05,19.19,2.10,4.85,Upgrade
40,Filing Date Shares Outstanding,14.9,14.9,14.9,12.5,12.5,12.5,12.5,12.5,6.25,6.25,Upgrade
41,Total Common Shares Outstanding,14.9,14.9,14.9,12.5,12.5,12.5,12.5,12.5,6.25,6.25,Upgrade
42,Working Capital,56.83,70.86,67.03,59.55,75.58,83.2,81.38,141.64,58.96,52.74,Upgrade
43,Book Value Per Share,8.23,9.19,10.14,11.84,14.86,16.12,17.25,17.16,21.82,20.76,Upgrade
44,Tangible Book Value,119.74,134.07,148.19,145.05,185.72,201.52,215.54,214.53,136.32,129.73,Upgrade
45,Tangible Book Value Per Share,8.04,9.00,9.95,11.61,14.86,16.12,17.25,17.16,21.82,20.76,Upgrade
46,Buildings,-,3.78,-,3.78,-,31.12,-,27.34,-,27.34,Upgrade
47,Machinery,-,1.69,-,4.2,-,7.08,-,7.35,-,8.06,Upgrade
48,Construction In Progress,-,-,-,0.42,-,0.42,-,0.73,-,0.93,Upgrade
49,Leasehold Improvements,-,1.53,-,1.53,-,1.61,-,1.61,-,4.84,Upgrade
