,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+8 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+8 Quarters
0,Market Capitalization,7597,7577,8588,7111,7698,8945,9447,9227,11520,8945,8856,10346,10753,14379,15435,18938,15683,15174,20213,25666,18163,Upgrade
1,Market Cap Growth,-15.30%,-15.30%,-9.09%,-22.93%,-33.18%,0.00%,6.67%,-10.82%,7.14%,-37.79%,-42.63%,-45.37%,-31.44%,-5.24%,-23.64%,-26.21%,-13.66%,-34.03%,-13.36%,-,-,Upgrade
2,Enterprise Value,8412,8392,8933,7616,7927,9066,9502,9410,11499,8924,8788,10169,10419,14093,14874,18467,15039,14976,19434,25361,17886,Upgrade
3,Last Close Price,18.63,18.58,21.06,17.60,18.89,21.95,23.18,22.64,28.28,21.98,21.76,25.19,26.18,35.01,37.58,46.19,38.25,37.01,49.30,62.60,44.30,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,47.94,-,511.60,-,-,-,654.85,-,-3930.64,-,-,546.02,838.11,785.07,Upgrade
5,Forward PE,-,-,-,-,236.13,94.41,114.88,114.88,114.88,114.18,136.00,143.61,93.50,160.97,165.19,251.31,255.00,279.32,188.14,188.14,184.58,Upgrade
6,PS Ratio,11.55,11.52,13.09,12.17,14.05,17.08,17.40,16.61,21.66,16.88,18.09,22.34,23.39,33.41,42.88,55.34,50.26,56.31,87.40,126.76,100.28,Upgrade
7,PB Ratio,4.62,4.61,5.23,4.30,4.56,5.23,5.45,5.18,7.31,5.68,5.43,7.30,7.59,10.14,11.34,12.43,10.50,10.16,13.53,17.37,12.51,Upgrade
8,P/TBV Ratio,6.28,6.28,7.12,5.63,5.10,5.86,6.12,5.82,9.19,6.81,6.50,8.57,8.95,11.97,12.48,13.55,11.48,11.12,14.62,18.81,13.59,Upgrade
9,P/OCF Ratio,-,-,293.07,-,-105.08,-,-134.05,-,-,206.60,-,79.61,96.07,115.23,209.86,-,173.44,162.08,223.34,718.12,-2829.57,Upgrade
10,EV/Sales Ratio,12.79,12.75,13.61,13.04,14.47,17.31,17.50,16.94,21.62,16.84,17.95,21.96,22.67,32.74,41.32,53.97,48.20,55.58,84.03,125.26,98.75,Upgrade
11,EV/EBITDA Ratio,-,-,579.11,-,-,-69.74,-,-,-,295.76,-,-,-,-11501.81,-,-696.80,-,-,966.44,2075.16,2303.90,Upgrade
12,EV/EBIT Ratio,-,-,-311.34,-,-,-,-,-,-,1532.22,-,-,-,-1080.91,-,-511.41,-,-,1403.45,4172.69,-,Upgrade
13,Debt / Equity Ratio,0.79,0.79,0.79,0.72,0.67,0.63,0.58,0.54,0.53,0.51,0.49,0.34,0.11,0.11,0.13,0.09,0.07,0.04,0.04,0.05,0.06,Upgrade
14,Debt / EBITDA Ratio,-,-,23.97,352.07,-,51.70,-,-,-,3.13,-,-,-,1.57,-,4.06,-,-,1.76,0.72,135.86,Upgrade
15,Asset Turnover,-,0.22,0.21,0.16,0.22,0.14,0.18,0.14,0.28,0.19,-,-,0.34,0.21,0.24,0.17,0.19,0.18,0.19,0.08,Upgrade,
16,Inventory Turnover,-,-,1.87,1.74,1.22,2.36,1.76,1.85,1.07,1.28,1.28,-,-,2.11,0.99,1.12,1.07,1.39,1.21,1.05,0.73,Upgrade
17,Quick Ratio,-,-,1.74,2.67,2.20,2.73,3.01,2.97,1.48,2.12,2.85,1.39,-,2.05,1.73,3.11,2.97,5.10,2.65,8.13,4.06,Upgrade
18,Current Ratio,-,-,2.89,2.84,3.13,2.89,3.11,3.08,1.96,2.19,3.31,1.47,-,2.17,2.16,3.21,3.69,5.24,7.42,8.34,9.11,Upgrade
19,Return on Equity (ROE),-15.45%,-2.44%,-5.43%,-4.31%,-4.47%,-10.84%,36.20%,-9.08%,14.11%,-6.42%,-4.39%,-1.05%,13.30%,-4.74%,0.05%,-1.97%,-1.98%,2.61%,6.42%,1.43%,Upgrade,
20,Return on Assets (ROA),-,0.23%,-1.00%,-0.91%,-0.55%,-3.13%,-7.77%,-2.29%,4.74%,-2.72%,-,-,1.98%,-1.94%,0.47%,-2.40%,-4.41%,1.13%,3.06%,-0.16%,Upgrade,
21,Return on Capital (ROIC),-13.33%,0.26%,-1.15%,-1.05%,-0.63%,-3.60%,-9.29%,-2.82%,5.56%,-3.11%,-2.45%,-0.60%,2.32%,-2.17%,0.53%,-2.68%,-4.87%,1.23%,3.33%,-0.17%,Upgrade,
22,Return on Capital Employed (ROCE),-,-,-0.97%,-,-,-,-,-,-,0.25%,-,-,-,-0.81%,-,-2.24%,-,-,0.87%,0.39%,-,Upgrade
