,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,61.83,85.49,102.39,119.54,133.97,347.76,645.7,596.15,504.57,147.89
1,Short-Term Investments,-,-,-,-,-,-,-,20,-,100.61
2,Cash & Short-Term Investments,61.83,85.49,102.39,119.54,133.97,347.76,645.7,616.15,504.57,248.5
3,Cash Growth,-39.61%,-28.48%,-23.57%,-65.62%,-79.25%,-43.56%,27.97%,147.95%,163.10%,81.68%
4,Receivables,16.24,20.65,15.98,9.83,7.87,9.62,46.47,92.91,112.45,140.51
5,Other Current Assets,7.01,3.37,14.6,2.38,6.02,1.22,60.05,1.63,3.62,5.66
6,Total Current Assets,85.08,109.51,132.97,131.76,147.86,358.6,752.22,710.7,620.64,394.68
7,"Property, Plant & Equipment",4.28,6.25,3.64,4.98,4.81,3.4,21.72,13.16,14.76,15.13
8,Long-Term Investments,34.17,27.51,-,-,-,-,15.4,-,-,-
9,Goodwill,-,-,-,-,-,-,768.53,-,-,-
10,Other Intangible Assets,-,-,-,-,0.93,-,385.99,12.31,25.05,8.39
11,Long-Term Deferred Tax Assets,2.12,2.17,-,-,-,-,-,-,-,-
12,Long-Term Deferred Charges,26.68,15.35,10.64,3.22,-,-,-,27.54,-,10.99
13,Other Long-Term Assets,0.08,0.08,49.33,49.76,35.85,35.29,4.34,0.43,-,-
14,Total Assets,152.4,160.87,196.57,189.71,189.45,397.29,1948,764.13,660.45,429.19
15,Accounts Payable,-,-,-,-,-,-,15.44,0.33,-,0.11
16,Accrued Expenses,3.03,12.66,12.39,10.22,4.29,10.75,8.67,15.23,8.11,9.68
17,Current Portion of Long-Term Debt,-,-,-,416.13,332.54,252.2,188.98,-,-,-
18,Current Portion of Leases,1.39,0.71,0.7,0.99,1.23,0.78,5.26,2.23,2.76,2.67
19,Current Income Taxes Payable,2.57,4.92,4.5,3.73,2.83,2.17,33.83,9.81,2.39,0.31
20,Current Unearned Revenue,0.99,0.01,1.75,0.01,1.34,0.02,8.3,0.13,1.04,0.14
21,Other Current Liabilities,-,-,3.01,7.67,11.98,218.32,13.6,11.83,8.8,6.11
22,Total Current Liabilities,7.98,18.31,22.35,438.73,354.21,484.23,274.08,39.58,23.09,19.03
23,Long-Term Debt,-,-,-,168.04,268.21,366.61,539.92,-,-,-
24,Long-Term Leases,0.3,0.51,0.1,0.76,1.26,0.41,7.22,5.65,6.2,7.07
25,Long-Term Deferred Tax Liabilities,1.74,1.74,3.36,3.44,1.67,1.67,81.13,30.6,18.98,19
26,Total Liabilities,10.01,20.55,25.82,610.97,625.35,852.93,902.36,75.83,48.27,45.1
27,Common Stock,3.2,3.2,3.2,3.2,3.2,3.2,3.2,2.67,2.93,2.67
28,Additional Paid-In Capital,41.78,41.78,41.78,41.78,41.78,41.78,41.78,35.02,38.42,35.02
29,Retained Earnings,56.82,50.06,76.53,-509.86,-491.65,-540.13,940.52,634.96,530.74,318.62
30,Comprehensive Income & Other,32.03,36.04,39.28,34.87,6.09,33.75,58.1,14.23,39.53,28.05
31,Total Common Equity,133.84,131.07,160.78,-430.01,-440.57,-461.39,1044,686.88,611.63,384.36
32,Minority Interest,8.55,9.25,9.97,8.76,4.67,5.75,2.23,1.42,0.54,-0.27
33,Shareholders' Equity,142.39,140.32,170.76,-421.25,-435.91,-455.64,1046,688.3,612.17,384.09
34,Total Liabilities & Equity,152.4,160.87,196.57,189.71,189.45,397.29,1948,764.13,660.45,429.19
35,Total Debt,1.69,1.22,0.8,585.92,603.24,620,741.39,7.89,8.96,9.74
36,Net Cash (Debt),60.14,84.28,101.58,-466.37,-469.27,-272.25,-95.68,608.26,495.61,238.76
37,Net Cash Growth,-40.80%,-,-,-,-,-,-,154.76%,161.69%,74.55%
38,Net Cash Per Share,0.02,0.02,0.03,-0.12,-0.12,-0.07,-0.02,0.16,0.13,0.06
39,Filing Date Shares Outstanding,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840
40,Total Common Shares Outstanding,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840
41,Working Capital,77.1,91.2,110.61,-306.97,-206.35,-125.64,478.13,671.12,597.54,375.65
42,Book Value Per Share,0.03,0.03,0.04,-0.11,-0.11,-0.12,0.27,0.18,0.16,0.10
43,Tangible Book Value,133.84,131.07,160.78,-430.01,-441.5,-461.39,-110.91,674.57,586.58,375.97
44,Tangible Book Value Per Share,0.03,0.03,0.04,-0.11,-0.11,-0.12,-0.03,0.18,0.15,0.10
45,Machinery,-,5.03,-,4.06,-,2.56,-,7.24,-,5.57
46,Leasehold Improvements,-,2.54,-,0.48,-,0.14,-,4.17,-,4.19
