,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,63,70.39,64.54,62.64,52.43,538.14,497.07,235.73,314.39,201.15
1,Revenue Growth (YoY),-2.39%,12.38%,23.10%,-88.36%,-89.45%,128.28%,58.11%,17.19%,205.75%,108.71%
2,Cost of Revenue,10.78,15.41,11.98,23.95,14.52,69.91,98.22,23.09,19.63,13.24
3,Gross Profit,52.22,54.98,52.56,38.69,37.9,468.23,398.85,212.64,294.76,187.92
4,"Selling, General & Admin",40.77,45.73,41.42,28.57,36.25,117.46,66.91,36.94,36.37,16.64
5,Research & Development,-,19.78,-,-,-,37.09,5.73,-2.49,3,0.41
6,Other Operating Expenses,-,-,-,-,-,-,-,-3.59,-,-0.73
7,Operating Expenses,40.77,65.51,41.42,28.57,36.25,154.55,72.64,30.86,39.37,16.32
8,Operating Income,11.45,-10.53,11.15,10.12,1.65,313.68,326.21,181.78,255.39,171.59
9,Interest Expense,-0.04,-0.04,-9.1,-9.08,-9.43,-10.13,-9.29,-0.18,-0.24,-0.27
10,Interest & Investment Income,0.05,0.06,0.09,0.02,0.13,4.74,3.34,5.47,1.01,0.7
11,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-0.57
12,Currency Exchange Gain (Loss),-0.07,1.67,17.52,21.41,29.12,-2.93,2.93,-,-,-
13,Other Non Operating Income (Expenses),0.25,0.01,0.38,0.16,0.08,12.08,6.82,-,1.87,-
14,EBT Excluding Unusual Items,11.64,-8.84,20.05,22.64,21.55,317.44,330.01,187.06,258.04,171.45
15,Gain (Loss) on Sale of Investments,6.47,-2.26,-,-,-,2.54,-2.54,-,-,0.79
16,Gain (Loss) on Sale of Assets,-,-4.76,-2.77,-,-,-1200,-,-,-,-
17,Asset Writedown,-,-,-,-,-,-,-,-2.59,-,-
18,Other Unusual Items,-,-,574.72,-,-,-560.59,-,0.51,-,-
19,Pretax Income,18.11,-15.86,591.99,22.64,21.55,-1441,327.48,184.98,258.04,172.24
20,Income Tax Expense,4.05,3.92,4.35,6.38,2.32,43.32,54.67,32.75,45.61,24.73
21,Earnings From Continuing Operations,14.06,-19.78,587.64,16.25,19.23,-1484,272.81,152.23,212.43,147.51
22,Minority Interest in Earnings,-7.3,-6.7,-5.91,-6.46,1.17,-0.51,-1.12,-1.03,-0.74,-0.06
23,Net Income,6.77,-26.47,581.73,9.79,20.41,-1485,271.69,151.21,211.69,147.45
24,Net Income to Common,6.77,-26.47,581.73,9.79,20.41,-1485,271.69,151.21,211.69,147.45
25,Net Income Growth,-98.84%,-,2750.63%,-,-92.49%,-,28.34%,2.55%,245.10%,178.67%
26,Shares Outstanding (Basic),3840,3840,3840,3840,3840,3840,3840,3840,3840,3840
27,Shares Outstanding (Diluted),3840,3840,3840,3840,3840,3840,3840,3840,3840,3840
28,EPS (Basic),0.00,-0.01,0.15,0.00,0.01,-0.39,0.07,0.04,0.06,0.04
29,EPS (Diluted),0.00,-0.01,0.15,0.00,0.01,-0.39,0.07,0.04,0.06,0.04
30,EPS Growth,-98.84%,-,2750.79%,-,-92.49%,-,28.34%,2.55%,245.10%,178.69%
31,Free Cash Flow,-2.99,-19,-7.73,209.42,-208.98,317.12,228.92,197.43,268.24,85.07
32,Free Cash Flow Per Share,-0.00,-0.00,-0.00,0.05,-0.05,0.08,0.06,0.05,0.07,0.02
33,Operating Margin,18.17%,-14.96%,17.27%,16.16%,3.15%,58.29%,65.63%,77.11%,81.23%,85.30%
34,Profit Margin,10.74%,-37.61%,901.34%,15.64%,38.92%,-275.91%,54.66%,64.14%,67.33%,73.30%
35,Free Cash Flow Margin,-4.74%,-26.99%,-11.98%,334.35%,-398.60%,58.93%,46.05%,83.75%,85.32%,42.29%
36,EBITDA,12.02,-10.41,11.59,9.45,3.14,284.86,368.64,185.25,261.43,174.9
37,D&A For EBITDA,0.58,0.12,0.44,-0.67,1.49,-28.82,42.43,3.47,6.04,3.31
38,EBIT,11.45,-10.53,11.15,10.12,1.65,313.68,326.21,181.78,255.39,171.59
