,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,118,141,121,173,189,257,105,346,293,183,445,Upgrade
1,Market Cap Growth,-18.18%,-18.18%,-36.11%,-32.65%,80.00%,-25.76%,-64.29%,88.57%,-34.12%,-58.33%,-80.23%,Upgrade
2,Enterprise Value,-64,-33,-12,52,84,14,-108,183,135,34,315,Upgrade
3,Last Close Price,0.02,0.03,0.02,0.03,0.04,0.05,0.02,0.07,0.06,0.04,0.09,Upgrade
4,PE Ratio,16.18,22.98,5.61,-28.27,-,-,-,14.19,34.45,-1.90,-,Upgrade
5,Forward PE,-,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,Upgrade
6,PS Ratio,1.22,1.74,1.45,2.26,4.18,18.41,4.28,8.57,6.91,3.73,7.36,Upgrade
7,PB Ratio,0.25,0.35,0.30,0.44,0.50,0.64,0.25,0.73,0.64,0.41,1.00,Upgrade
8,P/TBV Ratio,0.35,0.35,0.30,0.44,0.50,0.64,0.25,0.73,0.64,0.41,1.00,Upgrade
9,P/FCF Ratio,2.69,3.23,2.26,-1.44,-,-,3.55,-,-,3.88,27.60,Upgrade
10,P/OCF Ratio,2.45,2.45,1.45,3.09,9.16,-,1.59,-,-,3.87,27.40,Upgrade
11,EV/Sales Ratio,-,-,-,0.68,1.86,0.98,-,4.53,3.19,0.69,5.20,Upgrade
12,EV/EBITDA Ratio,-,-,-,1.57,34.97,2.00,-,7.71,4.92,-1.43,-,Upgrade
13,EV/EBIT Ratio,-,-,-,5.42,-,-,-,7.78,4.96,-0.50,-,Upgrade
14,EV/FCF Ratio,-1.46,-,-,-0.43,-,-,-,-,-,0.72,19.53,Upgrade
15,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,Upgrade
16,Debt / FCF Ratio,0.07,0.07,0.07,-0.04,-,-,0.15,-,-,0.11,0.22,Upgrade
17,Return on Capital Employed (ROCE),4.46%,4.46%,7.45%,2.25%,-,-,3.81%,4.92%,5.91%,-15.19%,-,Upgrade
18,Earnings Yield,5.23%,4.35%,17.84%,-3.54%,-24.78%,-27.92%,-28.02%,7.05%,2.90%,-52.68%,-31.00%,Upgrade
19,FCF Yield,37.19%,30.93%,44.28%,-69.43%,-76.66%,24.10%,28.19%,-15.99%,6.19%,25.77%,3.62%,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-1.33%,Upgrade,
21,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-1.33%,Upgrade,
