,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,176.64,168.29,126.27,85.8,71.7,191.82,106.72,134.63,113.55,92.4,Upgrade
1,Short-Term Investments,5.61,7.65,7.28,32.87,30.95,49.03,64.45,5.68,24.07,23.5,Upgrade
2,Trading Asset Securities,2.6,2.78,3.69,4.77,5.93,6.72,44.09,25.1,25.63,37.06,Upgrade
3,Cash & Short-Term Investments,184.85,178.72,137.23,123.44,108.58,247.58,215.25,165.4,163.26,152.96,Upgrade
4,Cash Growth,34.70%,44.79%,26.39%,-50.14%,-49.56%,49.68%,31.85%,8.14%,20.00%,-12.61%,Upgrade
5,Accounts Receivable,8.16,7,6.8,5.23,0.5,0.19,-,1.03,0.65,1.26,Upgrade
6,Other Receivables,0.88,0.75,1.46,1.56,9.75,1,24.2,3.16,20.84,1.97,Upgrade
7,Receivables,30.74,20.34,55.67,67.64,103.8,116.2,190.54,132.14,161.04,155.92,Upgrade
8,Inventory,0.21,0.15,0.26,0.31,-,-,-,-,0.24,-,Upgrade
9,Prepaid Expenses,-,-,-,-,0.17,-,1.73,1.12,1.28,0.26,Upgrade
10,Other Current Assets,-,-,-,-,-,-,12.7,10.19,8.12,3.08,Upgrade
11,Total Current Assets,215.8,199.21,193.17,191.39,212.55,363.77,420.22,308.85,333.93,312.22,Upgrade
12,"Property, Plant & Equipment",212.35,232.98,234.72,221.37,47.44,38.58,2.89,3.51,3.85,0.61,Upgrade
13,Long-Term Investments,-,-,0.14,5.7,4.46,30.68,67.53,129.99,128.93,123.02,Upgrade
14,Other Intangible Assets,-,-,-,-,-,-,-,-,0.42,0.42,Upgrade
15,Other Long-Term Assets,8.82,8.9,8.55,15.23,145.74,9.87,-,-,-,-,Upgrade
16,Total Assets,436.97,445.1,436.58,433.69,410.18,442.92,490.65,475.76,467.12,469.26,Upgrade
17,Accounts Payable,-,-,-,-,0.45,0.13,0.22,0.53,1.69,0.87,Upgrade
18,Accrued Expenses,0.48,0.95,0.3,0.28,3.17,1.57,3.48,4.49,10.04,12.36,Upgrade
19,Current Portion of Leases,1.08,1.62,1.58,0.37,1.09,1.57,1.31,1.28,3.06,3.61,Upgrade
20,Current Income Taxes Payable,0.52,1.46,1.03,0.62,0.66,0.68,5.12,4.17,3.52,4.8,Upgrade
21,Other Current Liabilities,3.86,6.21,5.77,20.53,1.59,10.16,3.21,3.73,3.56,3.68,Upgrade
22,Total Current Liabilities,5.94,10.24,8.68,21.8,6.94,14.11,13.34,14.2,21.87,25.32,Upgrade
23,Long-Term Leases,2.05,2.3,3.11,2.35,2.53,2.82,0.83,1.49,2.14,-,Upgrade
24,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,1.51,0.58,0.01,0.05,Upgrade
25,Other Long-Term Liabilities,26.92,29.11,30.36,33.23,-,-,-,-,-,-,Upgrade
26,Total Liabilities,34.91,41.64,42.16,57.38,9.47,16.93,15.68,16.27,24.01,25.37,Upgrade
27,Common Stock,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,Upgrade
28,Additional Paid-In Capital,918.27,918.27,918.27,918.27,918.27,918.27,918.27,918.27,918.27,918.27,Upgrade
29,Retained Earnings,-764.88,-765.91,-771.03,-787.41,-764.92,-740.67,-692.84,-710.91,-717.22,-719.43,Upgrade
30,Comprehensive Income & Other,196.27,198.69,194.78,193.05,194.96,195.98,197.13,200.12,189.73,192.66,Upgrade
31,Total Common Equity,402.06,403.45,394.42,376.31,400.71,425.99,474.97,459.88,443.19,443.9,Upgrade
32,Minority Interest,-,-,-,-,-,-,-,-0.38,-0.08,-,Upgrade
33,Shareholders' Equity,402.06,403.45,394.42,376.31,400.71,425.99,474.97,459.5,443.11,443.9,Upgrade
34,Total Liabilities & Equity,436.97,445.1,436.58,433.69,410.18,442.92,490.65,475.76,467.12,469.26,Upgrade
35,Total Debt,3.13,3.92,4.69,2.73,3.61,4.39,2.14,2.77,5.19,3.61,Upgrade
36,Net Cash (Debt),181.72,174.8,132.54,120.71,104.96,243.18,213.12,162.63,158.06,149.34,Upgrade
37,Net Cash Growth,37.11%,44.81%,26.27%,-50.36%,-50.75%,49.53%,34.83%,8.90%,21.30%,-14.68%,Upgrade
38,Net Cash Per Share,0.03,0.03,0.03,0.02,0.02,0.05,0.04,0.03,0.03,0.03,Upgrade
39,Filing Date Shares Outstanding,5240,5240,5240,5240,5240,5240,5240,5240,5240,5240,Upgrade
40,Total Common Shares Outstanding,5240,5240,5240,5240,5240,5240,5240,5240,5240,5240,Upgrade
41,Working Capital,209.86,188.97,184.48,169.59,205.6,349.67,406.89,294.65,312.06,286.9,Upgrade
42,Book Value Per Share,0.08,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.08,0.08,Upgrade
43,Tangible Book Value,402.06,403.45,394.42,376.31,400.71,425.99,474.97,459.88,442.77,443.48,Upgrade
44,Tangible Book Value Per Share,0.08,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.08,0.08,Upgrade
45,Construction In Progress,-,2.18,-,18,-,3.55,-,-,-,-,Upgrade
