,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Revenue,15.74,15.74,6.67,26.82,22.54,11.83,49.34,19.74,26.71,23.64,38.27,50.12,62.75,25.7,32.38,80.86,72.69,44.94,111.09,130.98,Upgrade
1,Revenue Growth (YoY),-30.20%,32.97%,-86.49%,35.84%,-15.60%,-49.94%,28.92%,-60.61%,-57.44%,-8.00%,18.20%,-38.01%,-13.67%,-42.82%,-70.86%,-38.27%,110.21%,-34.76%,2360.51%,15.14%,Upgrade
2,Cost of Revenue,11.39,11.39,13.01,20.7,15.9,9.61,47.94,13.66,22.26,20.45,43.79,49.54,38.91,20.8,42.81,67.43,37.81,36.68,96.46,82.4,Upgrade
3,Gross Profit,4.35,4.35,-6.34,6.12,6.64,2.22,1.4,6.08,4.45,3.19,-5.52,0.58,23.84,4.89,-10.44,13.43,34.88,8.26,14.64,48.58,Upgrade
4,"Selling, General & Admin",10.64,10.64,11.24,14.83,12.94,16.46,4.8,12.21,19.85,17.65,-3.96,26.19,31.16,24.83,23.65,24.87,15.07,32.89,25.47,28.22,Upgrade
5,Other Operating Expenses,1.82,1.82,0.38,1.02,0.52,0.01,7.72,0.02,0.04,0.05,2,0.02,0,0.09,153.95,-1.34,3.39,-,2.23,0.13,Upgrade
6,Operating Expenses,4.41,4.41,-7.74,-7.93,9.42,16.47,114.13,12.24,19.88,17.7,57.79,26.21,31.16,24.92,214.6,25.73,18.41,22.7,54.42,28.35,Upgrade
7,Operating Income,-0.06,-0.06,1.4,14.05,-2.78,-14.25,-112.73,-6.16,-15.44,-14.51,-63.31,-25.63,-7.32,-20.03,-225.04,-12.31,16.47,-14.44,-39.78,20.23,Upgrade
8,Interest Expense,-0.91,-0.91,-1.4,-0.72,-1.88,-0.17,-1.02,-1.81,-2.39,-0.13,-5,-1.44,-1.07,-0.8,-1.2,-11.08,-4.48,-5.86,-6.15,-7.24,Upgrade
9,Interest & Investment Income,1.49,1.49,4.47,0.04,1.64,0.03,7.2,0.08,0,0.09,-,8.46,0.03,0.06,5.62,0.05,3.08,0.07,0.29,0.49,Upgrade
10,Earnings From Equity Investments,-2.8,-2.8,5.58,0.79,1.71,-4.39,5.21,0.19,-4.42,-3.13,11.4,0.84,-2.85,-4.65,-0.78,0.97,-1.57,-4.53,1.15,4.06,Upgrade
11,Other Non Operating Income (Expenses),0.85,0.85,-8.06,4.68,-0.62,2.18,-1.16,0.81,-,2.68,3.91,0.91,0.2,2.06,2.76,-2.2,-0.87,6,-1.21,-1.51,Upgrade
12,EBT Excluding Unusual Items,-1.43,-1.43,1.99,18.83,-1.94,-16.6,-102.51,-6.89,-22.25,-15,-53,-16.86,-11.02,-23.35,-218.64,-24.57,12.62,-18.76,-45.69,16.04,Upgrade
13,Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-263.88,-,Upgrade
14,Gain (Loss) on Sale of Investments,-,-,-0.29,-,-,-,0.7,-0.86,-,-,1,-,-,-,1.44,-1.44,-,-,0.93,-0.01,Upgrade
15,Gain (Loss) on Sale of Assets,-,-,-3,-0.03,-,-,2.84,-,-,-,-0.37,-,5.67,-,62.62,-,-,-,-0.02,-,Upgrade
16,Asset Writedown,-,-,-1.5,-,-,-,0.06,-,-,-,-,-,-,-,-38.83,0.04,6.21,-,2.9,-,Upgrade
17,Legal Settlements,-,-,7.93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Other Unusual Items,0.03,0.03,-0.81,-,2.51,-,-13.8,-,-,-,-2.98,-,-,-,-38.08,0.5,16.63,-,-51.45,-,Upgrade
19,Pretax Income,-1.4,-1.4,4.32,18.8,0.57,-16.6,-112.71,-7.75,-22.25,-15,-55.34,-16.86,-5.35,-23.35,-231.49,-25.47,35.46,-18.76,-357.21,16.02,Upgrade
20,Income Tax Expense,-1.48,-1.48,-0.53,2.91,-0,-,-22.16,-0,-0.08,-,1.57,-0.16,0,0.01,1.16,0.19,1.8,0.04,35.64,0.78,Upgrade
21,Earnings From Continuing Operations,0.08,0.08,4.85,15.89,0.57,-16.6,-90.55,-7.75,-22.17,-15,-56.91,-16.71,-5.35,-23.36,-232.64,-25.66,33.66,-18.8,-392.85,15.24,Upgrade
22,Minority Interest in Earnings,0.01,0.01,1.1,3.19,-0.44,0.9,-0.55,0.54,0.94,0.2,3.25,0,0.66,1.09,5.61,1.12,-6.33,0.65,1.5,0.78,Upgrade
23,Net Income,0.09,0.09,5.95,19.09,0.14,-15.7,-91.1,-7.21,-21.23,-14.79,-53.66,-16.7,-4.69,-22.27,-227.03,-24.54,27.33,-18.15,-391.36,16.02,Upgrade
24,Net Income to Common,0.09,0.09,5.95,19.09,0.14,-15.7,-91.1,-7.21,-21.23,-14.79,-53.66,-16.7,-4.69,-22.27,-227.03,-24.54,27.33,-18.15,-391.36,16.02,Upgrade
25,Net Income Growth,-35.29%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,243.51%,Upgrade
26,Shares Outstanding (Basic),4527,4527,4527,4527,4527,4527,4809,4433,4439,4395,4376,4448,4448,4392,4392,4455,4448,4527,4343,4255,Upgrade
