,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 6, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,180,199,222,290,118,118,118,231,240,326,317,453,330,380,330,412,448,294,254,303,261,Upgrade
1,Market Cap Growth,69.23%,69.23%,88.46%,25.49%,-50.94%,-63.89%,-62.86%,-49.00%,-27.40%,-14.29%,-4.11%,9.89%,-26.26%,29.23%,30.36%,35.82%,71.78%,-10.89%,-36.41%,-20.72%,-37.70%,Upgrade
2,Enterprise Value,-46,-45,-8,60,-102,-130,-130,-17,-8,53,44,283,160,283,234,815,852,700,660,787,745,Upgrade
3,Last Close Price,0.04,0.04,0.05,0.06,0.03,0.03,0.03,0.05,0.05,0.07,0.07,0.10,0.07,0.08,0.07,0.09,0.10,0.07,0.06,0.07,0.06,Upgrade
4,PE Ratio,7.18,7.90,8.78,30.58,-1.34,-1.03,-,-,-,-,-,-,-,-,-,-,-,-0.80,-,-,-0.55,Upgrade
5,PS Ratio,2.79,3.07,3.09,4.27,1.06,1.14,1.09,1.93,2.21,2.35,1.81,2.56,1.93,1.89,1.56,1.78,1.45,0.82,0.79,0.88,1.09,Upgrade
6,PB Ratio,0.73,0.72,0.80,1.04,0.45,0.45,0.41,0.81,-,0.85,0.74,1.06,-,0.85,0.69,0.86,-,0.45,0.38,0.46,-,Upgrade
7,P/TBV Ratio,0.80,0.80,0.89,1.16,0.51,0.51,0.47,0.92,-,0.91,0.79,1.13,-,0.90,0.74,0.92,-,0.48,0.40,0.48,-,Upgrade
8,EV/Sales Ratio,-,-,-,0.88,-,-,-,-,-,0.39,0.25,1.60,0.94,1.40,1.10,3.53,2.75,1.95,2.05,2.28,3.12,Upgrade
9,EV/EBITDA Ratio,-,-,-,7.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-466.01,-,-,-3.86,Upgrade
10,EV/EBIT Ratio,-,-,-,-37.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-39.97,-,-,-3.56,Upgrade
11,Debt / Equity Ratio,0.27,0.27,0.27,0.26,0.28,0.28,0.28,0.28,-,0.23,0.22,0.22,-,0.24,0.41,0.41,-,0.68,0.68,0.68,-,Upgrade
12,Debt / EBITDA Ratio,3.97,17.13,17.13,5.86,1.07,-,-,-,-,-,-,-,-,-,-,-,-,5.48,-,-,-,Upgrade
13,Asset Turnover,0.05,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,0.18,0.15,0.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,0.46,0.46,0.46,0.54,-,0.46,-,0.51,-,0.51,-,0.59,-,0.46,-,0.60,-,0.25,-,0.35,-,Upgrade
16,Current Ratio,0.97,0.97,0.97,0.96,-,0.92,-,0.93,-,0.97,-,0.99,-,0.97,-,0.98,-,0.69,-,0.48,-,Upgrade
17,Return on Equity (ROE),0.11%,0.11%,7.15%,24.06%,0.84%,-23.32%,-,-,-21.88%,-14.01%,-,-,-4.62%,-19.58%,-,-,20.41%,-11.32%,-,-,Upgrade,
18,Return on Assets (ROA),-0.01%,-0.01%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),-0.04%,-0.04%,1.01%,10.41%,-1.98%,-9.75%,-,-,-7.79%,-6.96%,-,-,-2.97%,-7.43%,-,-,3.71%,-3.23%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),3.08%,-,-,-0.40%,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.36%,-,-,-,Upgrade
21,Earnings Yield,13.99%,12.66%,11.39%,3.27%,-74.41%,-96.75%,-114.90%,-58.18%,-40.38%,-32.64%,-28.35%,-21.50%,-81.91%,-73.25%,-74.60%,-58.84%,-90.75%,-124.44%,-173.45%,-145.41%,-181.46%,Upgrade
22,FCF Yield,-12.68%,-7.19%,-3.23%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Buyback Yield / Dilution,0.96%,-,-0.00%,5.86%,-2.12%,-1.97%,-3.01%,-9.87%,0.33%,0.18%,-0.06%,0.35%,0.17%,0.01%,2.98%,-1.11%,-4.71%,-10.46%,-12.42%,-7.86%,-5.66%,Upgrade
24,Total Shareholder Return,0.96%,-,-0.00%,5.86%,-2.12%,-1.97%,-3.01%,-9.87%,0.33%,0.18%,-0.06%,0.35%,0.17%,0.01%,2.98%,-1.11%,-4.71%,-10.46%,-12.42%,-7.86%,-5.66%,Upgrade
