,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Operating Revenue,37.19,150.25,83.43,167.45,56.41,4.63,87.49,7.21,91.75,51.25,Upgrade
1,Other Revenue,-,-,-,-,-,0.76,-,3.09,-,5.74,Upgrade
2,Revenue,37.19,150.25,83.43,167.45,56.41,5.38,87.49,10.3,91.75,57,Upgrade
3,Revenue Growth (YoY),-55.43%,-10.27%,47.90%,3011.80%,-35.53%,-47.73%,-4.64%,-81.94%,1247.22%,-,Upgrade
4,Cost of Revenue,36.18,124.49,71.41,160.45,51.35,0.44,78.68,-3.97,77.69,50.21,Upgrade
5,Gross Profit,1.01,25.77,12.02,6.99,5.06,4.94,8.81,14.26,14.06,6.78,Upgrade
6,"Selling, General & Admin",2.49,10.91,9.24,37.09,7.48,35.37,10.05,17.05,8.52,16.62,Upgrade
7,Other Operating Expenses,-,0,-0,1.13,-1.13,0.02,-0.02,0.46,-0.46,0.84,Upgrade
8,Operating Expenses,2.49,10.92,9.24,38.23,6.35,35.39,10.03,17.51,8.06,17.46,Upgrade
9,Operating Income,-1.48,14.85,2.78,-31.23,-1.29,-30.44,-1.22,-3.25,6,-10.67,Upgrade
10,Interest Expense,-0.08,-0.11,-0.09,-0.18,-0.05,-0.01,-0.01,-,-0.06,-0.34,Upgrade
11,Interest & Investment Income,-,0,-,0.01,-,0.01,-,0.35,-,0.49,Upgrade
12,Earnings From Equity Investments,-,-0.02,-,0.29,-,-3.43,-2.5,-2.25,-2.75,-2.95,Upgrade
13,Currency Exchange Gain (Loss),-,-,-,-1,-,0,-,0.08,-,0.03,Upgrade
14,Other Non Operating Income (Expenses),-,0.98,-,2.74,-,0.93,-,0.08,-,1.72,Upgrade
15,EBT Excluding Unusual Items,-1.55,15.71,2.69,-29.37,-1.34,-32.96,-3.73,-4.99,3.19,-11.73,Upgrade
16,Gain (Loss) on Sale of Assets,-,2.12,-,-,-,-,-,2.45,-,-0.35,Upgrade
17,Other Unusual Items,-,3.36,-,-,-,-,-,-,-,1.07,Upgrade
18,Pretax Income,-1.55,21.18,2.69,-29.37,-1.34,-32.96,-3.73,-2.54,3.19,-11.01,Upgrade
19,Income Tax Expense,0.04,7.03,1.73,1.04,-,-0.23,0.86,1.55,1.44,0.26,Upgrade
20,Earnings From Continuing Operations,-1.59,14.15,0.96,-30.41,-1.34,-32.73,-4.59,-4.09,1.75,-11.27,Upgrade
21,Net Income to Company,-1.59,14.15,0.96,-30.41,-1.34,-32.73,-4.59,-4.09,1.75,-11.27,Upgrade
22,Minority Interest in Earnings,0,-0.03,0.73,6.48,0.08,2.86,0.01,-0.87,-1.37,-1.13,Upgrade
23,Net Income,-1.59,14.13,1.69,-23.93,-1.26,-29.87,-4.59,-4.96,0.38,-12.4,Upgrade
24,Net Income to Common,-1.59,14.13,1.69,-23.93,-1.26,-29.87,-4.59,-4.96,0.38,-12.4,Upgrade
25,Shares Outstanding (Basic),1850,1740,1542,1542,1409,1285,1285,1285,1124,1071,Upgrade
26,Shares Outstanding (Diluted),1850,1740,1542,1542,1409,1285,1285,1285,1124,1071,Upgrade
27,Shares Change (YoY),20.00%,12.90%,9.47%,19.97%,9.62%,0.03%,14.37%,19.96%,4.92%,-,Upgrade
28,EPS (Basic),-0.00,0.01,0.00,-0.02,-0.00,-0.02,-0.00,-0.00,0.00,-0.01,Upgrade
29,EPS (Diluted),-0.00,0.01,0.00,-0.02,-0.00,-0.02,-0.00,-0.00,0.00,-0.01,Upgrade
30,Free Cash Flow,0.08,-15.26,-17.06,-93.4,-41.3,85.39,11.46,-9.55,-172.14,-12.13,Upgrade
31,Free Cash Flow Per Share,0.00,-0.01,-0.01,-0.06,-0.03,0.07,0.01,-0.01,-0.15,-0.01,Upgrade
32,Operating Margin,-3.97%,9.88%,3.33%,-18.65%,-2.29%,-565.77%,-1.39%,-31.52%,6.54%,-18.73%,Upgrade
33,Profit Margin,-4.27%,9.40%,2.03%,-14.29%,-2.24%,-555.16%,-5.24%,-48.17%,0.41%,-21.76%,Upgrade
34,Free Cash Flow Margin,0.21%,-10.16%,-20.45%,-55.78%,-73.22%,1586.86%,13.09%,-92.77%,-187.62%,-21.28%,Upgrade
35,EBITDA,-1.44,15.89,4.9,-29.07,-0.78,-30.04,-0.85,-2.82,6.5,-9.92,Upgrade
36,D&A For EBITDA,0.04,1.04,2.12,2.17,0.51,0.41,0.37,0.42,0.5,0.76,Upgrade
37,EBIT,-1.48,14.85,2.78,-31.23,-1.29,-30.44,-1.22,-3.25,6,-10.67,Upgrade
38,Revenue as Reported,-,-,-,-,-,92.87,-,102.04,-,63.81,Upgrade
