,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Cash & Equivalents,10.21,10.21,3.2,-,1.37,-,4.45,-,5.34,-,3.79,-,5.19,-,3.42,-,7.83,-,9.61,-,Upgrade
1,Short-Term Investments,0.88,0.88,0.55,-,4.26,-,2.26,-,2.39,-,2.37,-,4.3,-,5.23,-,16.91,-,5.88,-,Upgrade
2,Cash & Short-Term Investments,11.09,11.09,3.74,-,5.63,6.7,6.7,-,7.72,6.16,6.16,-,9.48,8.64,8.64,-,24.74,15.49,15.49,-,Upgrade
3,Cash Growth,96.91%,65.50%,-44.15%,-,-27.03%,8.85%,8.85%,-,-18.60%,-28.76%,-28.76%,-,-61.67%,-44.19%,-44.19%,-,38.59%,-33.52%,-33.52%,-,Upgrade
4,Accounts Receivable,4.73,4.73,2.58,-,3.4,-,1.87,-,2.73,-,1.58,-,3.07,-,2.09,-,9.64,-,9.8,-,Upgrade
5,Other Receivables,-,-,-,-,-,-,-,-,-,-,-,-,0.01,-,6.16,-,2.25,-,6.06,-,Upgrade
6,Receivables,4.73,4.73,2.58,-,3.4,-,1.87,-,7.64,-,6.49,-,65.24,-,84.85,-,104.82,-,121.9,-,Upgrade
7,Inventory,6.07,6.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,Prepaid Expenses,15.49,15.49,2.38,-,3.07,-,3.46,-,2.03,-,1.29,-,6.09,-,6.46,-,2.15,-,2.38,-,Upgrade
