,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,554,33,27,37,108,112,51,41,20,25,22,32,31,28,29,32,34,43,73,104,70,Upgrade
1,Market Cap Growth,-70.45%,-70.45%,-47.50%,-9.38%,431.25%,340.00%,135.29%,28.00%,-33.33%,-9.09%,-26.09%,0%,-11.11%,-35.29%,-59.65%,-69.51%,-50.91%,-64.95%,-66.07%,-53.67%,-74.89%,Upgrade
2,Enterprise Value,543,29,23,33,104,105,42,32,12,17,13,58,56,57,58,61,64,88,117,152,118,Upgrade
3,Last Close Price,1.45,0.22,0.17,0.24,0.71,0.73,0.33,0.27,0.13,0.17,0.14,0.21,0.20,0.18,0.19,0.21,0.22,0.28,0.47,0.68,0.46,Upgrade
4,PE Ratio,-,-10.52,-3.51,-,-4.90,-,-2.36,-,-,-0.45,-0.35,-,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,3.85,0.69,0.80,1.51,4.22,4.98,2.07,1.90,0.95,1.12,1.06,1.57,1.49,1.39,1.80,1.57,1.35,-,1.82,2.60,1.57,Upgrade
6,PB Ratio,49.07,-20.59,-16.63,-8.09,-,35.27,9.05,8.53,-,0.94,0.80,1.18,-,0.32,0.25,0.28,-,0.23,0.36,0.51,-,Upgrade
7,P/TBV Ratio,8.80,8.80,7.11,45.90,-,18.56,6.01,5.35,-,2.24,1.94,2.86,-,0.43,0.32,0.35,-,0.40,0.64,0.93,-,Upgrade
8,P/FCF Ratio,87.22,4.87,7.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
