,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,2699,2323,2710,2513,2294,2151,2345,2462,2100,2371,3105,2813,2838,2948,2316,2349,2653,2634,1715,1672,1617,Upgrade
1,Market Cap Growth,18.63%,7.98%,15.58%,2.08%,9.22%,-9.24%,-24.47%,-12.47%,-26.00%,-19.58%,34.07%,19.76%,6.98%,11.89%,35.01%,40.44%,64.07%,71.06%,-17.58%,-25.78%,-42.45%,Upgrade
2,Enterprise Value,2683,2442,2834,2636,2434,2227,2453,2570,2216,2533,3288,2996,3094,3259,2685,2718,3000,3140,2499,2456,2522,Upgrade
3,Last Close Price,7.39,6.36,7.42,6.88,6.28,5.89,6.42,6.74,5.75,6.49,8.50,7.70,7.77,8.07,6.34,7.64,8.63,8.57,5.58,5.44,5.26,Upgrade
4,PE Ratio,-,-,-,282.31,-,-135.48,-,-,-14.91,-16.14,-,-,-,-47.25,-,-,-,-,-,27.65,-,Upgrade
5,Forward PE,-,196.22,196.22,196.22,196.22,196.22,196.22,196.22,196.22,196.22,196.22,196.22,196.22,196.22,196.22,196.22,196.22,196.22,196.22,196.22,196.22,Upgrade
6,PS Ratio,5.05,2.79,2.89,2.91,2.59,2.20,2.05,1.94,1.54,1.79,2.63,2.56,3.04,3.93,3.51,4.70,4.79,4.18,2.36,2.09,2.19,Upgrade
7,PB Ratio,15.14,6.79,7.57,6.92,6.54,6.04,6.58,6.89,-,6.48,8.54,7.59,5.44,5.59,4.49,4.53,7.64,7.43,4.62,4.33,6.22,Upgrade
8,P/TBV Ratio,18.39,14.44,15.72,14.26,15.01,13.81,15.13,15.49,-,15.09,20.14,17.73,16.78,17.20,14.40,14.45,-,-,-,-,-,Upgrade
9,P/FCF Ratio,24.24,28.68,-,-121.81,-252.45,-,-,30.02,34.87,46.32,-,32.54,50.13,65.46,-,181.81,-,60.35,-,29.74,-,Upgrade
10,P/OCF Ratio,23.64,27.41,-,-145.09,-403.37,-,-,27.76,31.41,41.10,-,29.80,39.46,49.78,-,88.13,-,52.01,-,26.32,-,Upgrade
11,EV/Sales Ratio,4.15,2.93,3.02,3.06,2.75,2.28,2.14,2.02,1.62,1.91,2.79,2.72,3.32,4.34,4.07,5.44,5.41,4.98,3.44,3.07,3.42,Upgrade
