,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,2073,3321,6431,11150,4415,5578,11977,3147,1450,2490,Upgrade
1,Revenue Growth (YoY),-67.77%,-70.22%,45.66%,99.89%,-63.14%,77.25%,726.00%,26.39%,-81.65%,-57.14%,Upgrade
2,Cost of Revenue,718,1225,3482,7322,1594,3349,7033,1988,486,755,Upgrade
3,Gross Profit,1355,2096,2949,3828,2821,2229,4944,1159,964,1735,Upgrade
4,"Selling, General & Admin",462,523,637,517,602,524,596,448,522,445,Upgrade
5,Other Operating Expenses,-,-,-,-,-,-,-,-,-,12,Upgrade
6,Operating Expenses,462,523,637,502,617,657,596,421,528,458,Upgrade
7,Operating Income,893,1573,2312,3326,2204,1572,4348,738,436,1277,Upgrade
8,Interest Expense,-943,-1064,-1009,-931,-688,-609,-534,-533,-497,-427,Upgrade
9,Interest & Investment Income,287,183,188,226,115,117,105,160,121,287,Upgrade
10,Earnings From Equity Investments,243,92,689,-78,-73,420,200,385,-57,168,Upgrade
11,Currency Exchange Gain (Loss),-86,-16,-21,-18,-477,181,74,1138,-275,-188,Upgrade
12,Other Non Operating Income (Expenses),-79,-127,-133,33,-118,-71,-167,-699,259,1,Upgrade
13,EBT Excluding Unusual Items,315,641,2026,2558,963,1610,4026,1189,-13,1118,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,16,Upgrade
15,Asset Writedown,-33,188,-156,-178,64,25,10,-70,-1962,163,Upgrade
16,Other Unusual Items,-,-,-,-,-116,-108,-126,309,-186,-196,Upgrade
17,Pretax Income,282,829,1870,2380,911,1527,3910,1428,-2161,1101,Upgrade
18,Income Tax Expense,99,345,957,1684,248,715,2748,507,-689,350,Upgrade
19,Earnings From Continuing Operations,183,484,913,696,663,812,1162,921,-1472,751,Upgrade
20,Minority Interest in Earnings,-111,-292,-295,-240,-213,-258,-80,-39,-150,-145,Upgrade
21,Net Income,72,192,618,456,450,554,1082,882,-1622,606,Upgrade
22,Net Income to Common,72,192,618,456,450,554,1082,882,-1622,606,Upgrade
23,Net Income Growth,-88.35%,-57.89%,37.33%,-17.69%,-58.41%,-37.19%,-,45.54%,-,-11.01%,Upgrade
24,Shares Outstanding (Basic),8009,8009,8009,8026,8044,8044,8044,8044,8044,8044,Upgrade
25,Shares Outstanding (Diluted),8009,8009,8009,8026,8044,8044,8044,8044,8044,8735,Upgrade
26,Shares Change (YoY),-,-0.21%,-0.44%,-0.22%,-,-,-,-7.91%,-7.59%,0.55%,Upgrade
27,EPS (Basic),0.01,0.02,0.08,0.06,0.06,0.07,0.13,0.11,-0.20,0.08,Upgrade
28,EPS (Diluted),0.01,0.02,0.08,0.06,0.06,0.07,0.13,0.11,-0.20,0.08,Upgrade
29,EPS Growth,-88.33%,-57.81%,37.64%,-16.45%,-58.41%,-37.98%,-,45.54%,-,-11.02%,Upgrade
30,Free Cash Flow,440,247,867,6142,-2096,8794,1365,5988,3600,-2630,Upgrade
31,Free Cash Flow Per Share,0.05,0.03,0.11,0.77,-0.26,1.09,0.17,0.74,0.45,-0.30,Upgrade
32,Dividend Per Share,-,0.052,0.030,0.058,0.031,0.068,0.030,-,-,0.076,Upgrade
33,Dividend Growth,-,-9.78%,-3.64%,-14.90%,2.67%,-,-,-,-,0.81%,Upgrade
34,Operating Margin,43.08%,47.37%,35.95%,29.83%,49.92%,28.18%,36.30%,23.45%,30.07%,51.29%,Upgrade
35,Profit Margin,3.47%,5.78%,9.61%,4.09%,10.19%,9.93%,9.03%,28.03%,-111.86%,24.34%,Upgrade
36,Free Cash Flow Margin,21.23%,7.44%,13.48%,55.09%,-47.47%,157.66%,11.40%,190.28%,248.28%,-105.62%,Upgrade
37,EBITDA,938,1628,2373,3382,2263,1630,4395,792,480,1320,Upgrade
38,D&A For EBITDA,45,55,61,56,59,58,47,54,44,43,Upgrade
39,EBIT,893,1573,2312,3326,2204,1572,4348,738,436,1277,Upgrade
