,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,44.4,34.28,45.87,43.25,41.42,44.75,111.81,133.81,114.38,75.47
1,Short-Term Investments,16.16,0.62,50.92,6.26,54.64,1.37,58.32,18.23,9.29,20.26
2,Trading Asset Securities,3.5,9.4,11.68,11.68,54.83,54.66,47.19,15.13,14.14,-
3,Cash & Short-Term Investments,64.06,44.29,108.47,61.18,150.89,100.78,217.32,167.18,137.81,95.73
4,Cash Growth,-40.94%,-27.61%,-28.11%,-39.29%,-30.57%,-39.72%,57.69%,74.64%,79.68%,-50.59%
5,Accounts Receivable,137.1,94.04,142.24,114.22,87.44,181.55,73.13,70.92,66.65,73.55
6,Other Receivables,18.58,58.76,14.88,30.69,10.9,39.3,7.29,0.22,0.91,0.68
7,Receivables,157.41,156.18,158.84,145.2,98.34,220.85,80.41,71.14,67.56,74.23
8,Inventory,4.93,5.27,7.44,7.46,7.85,8.51,8.76,9.33,9.54,9.83
9,Prepaid Expenses,-,1.63,-,12.96,-,21.99,-,-,-,-
10,Other Current Assets,-,-,5.46,5.47,16.13,16.14,13.58,13.58,-,18.7
11,Total Current Assets,226.4,207.37,280.21,232.27,273.2,368.26,320.07,261.23,214.91,198.48
12,"Property, Plant & Equipment",126.53,157.48,123.09,177.03,190.49,216.34,253.3,271.84,298.13,351.77
13,Long-Term Investments,77.17,75.39,85.99,90.54,3.37,3.77,2.34,2.3,0.79,0.76
14,Goodwill,-,-,-,-,-,-,0.06,0.06,0.06,0.06
15,Long-Term Accounts Receivable,-,-,-,-,-,-,0.35,1.91,4.22,8.55
16,Long-Term Deferred Tax Assets,-,0.55,-,-,70.84,-,-,0.59,0.7,1.1
17,Other Long-Term Assets,4.35,2.53,9.75,11.94,18.95,25.09,27.49,32.2,0.47,0.42
18,Total Assets,525.48,516.36,545.24,557.97,556.85,613.46,603.6,570.13,519.27,561.14
