,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1266,436,577,675,1055,1220,1130,2674,3518,2181,1384,Upgrade
1,Market Cap Growth,-35.42%,-35.42%,-45.33%,-44.62%,-6.64%,-54.39%,-67.87%,22.58%,154.24%,194.30%,76.65%,Upgrade
2,Enterprise Value,1375,1014,677,834,536,372,-49,1542,2319,1051,147,Upgrade
3,Last Close Price,0.27,0.09,0.12,0.14,0.23,0.26,0.24,0.57,0.75,0.47,0.29,Upgrade
4,PE Ratio,22.08,7.61,-,-,-,9.33,5.87,4.03,5.13,6.35,5.54,Upgrade
5,Forward PE,-,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,Upgrade
6,PS Ratio,0.51,0.17,0.24,0.29,0.45,0.53,0.52,1.36,1.91,1.34,0.89,Upgrade
7,PB Ratio,0.24,0.08,0.11,0.13,0.18,0.20,0.18,0.45,0.60,0.45,0.29,Upgrade
8,P/TBV Ratio,0.08,0.08,0.11,0.13,0.18,0.20,0.18,0.45,0.60,0.45,0.29,Upgrade
9,P/FCF Ratio,-,-1.76,-,-,-,-,-,-,-,21.35,-,Upgrade
10,P/OCF Ratio,0.50,0.50,0.74,0.94,1.17,0.97,1.28,6.63,5.10,3.28,4.23,Upgrade
11,EV/Sales Ratio,0.55,0.40,0.28,0.36,0.23,0.16,-,0.78,1.26,0.65,0.09,Upgrade
12,EV/EBITDA Ratio,1.63,1.21,1.04,1.52,0.94,0.63,-,3.13,4.78,2.19,0.33,Upgrade
13,EV/EBIT Ratio,2.00,1.47,1.36,2.00,1.23,0.82,-,3.98,6.04,2.69,0.41,Upgrade
14,EV/FCF Ratio,-5.54,-4.09,-,-,-,-,-,-,-,10.29,-,Upgrade
15,Debt / Equity Ratio,0.25,0.25,0.33,0.22,0.19,0.09,0.05,0.02,0.02,0.02,-,Upgrade
16,Debt / FCF Ratio,-,-5.25,-,-,-,-,-,-,-,0.80,-,Upgrade
17,Return on Capital Employed (ROCE),10.49%,10.49%,7.30%,6.28%,6.16%,6.63%,6.36%,6.05%,6.27%,7.71%,7.15%,Upgrade
18,Earnings Yield,4.53%,13.15%,-64.87%,-47.02%,2.45%,10.72%,17.05%,24.83%,19.51%,15.75%,18.04%,Upgrade
19,FCF Yield,-19.60%,-56.89%,-81.51%,-115.14%,-84.39%,-34.56%,-30.08%,-20.10%,-3.35%,4.68%,-13.34%,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,-,0.83%,-,-0.84%,-,Upgrade,
21,Total Shareholder Return,-,-,-,-,-,-,0.83%,-,-0.84%,-,Upgrade,
