,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,168.06,207.33,64.95,624.64,115.73,162.18,47.16,458.44,46.37,91.72,32.81,17.89,2.63,68.72,20.64,74.08,36.21,38.44,27.47,37.75,Upgrade
1,Other Revenue,-1.29,1.29,-,1.55,-0.6,0.6,-,2.78,-2,2,-,-,-0.36,0.36,-,0.41,-0.27,0.27,-,0.87,Upgrade
2,Revenue,166.78,208.61,64.95,626.19,115.14,162.78,47.16,461.21,44.37,93.72,32.81,17.89,2.26,69.08,20.64,74.49,35.94,38.71,27.47,38.63,Upgrade
3,Revenue Growth (YoY),44.85%,28.16%,37.73%,35.77%,159.48%,73.68%,43.73%,2477.38%,1860.13%,35.66%,58.97%,-75.98%,-93.70%,78.45%,-24.86%,92.86%,-37.04%,-6.04%,-30.19%,37.63%,Upgrade
4,Cost of Revenue,129.87,153.15,46.32,404.33,83.5,109.62,37.65,283.91,37.71,83.51,29.74,20.38,1.49,56.58,17.75,64.44,29.27,27.56,21.95,36.33,Upgrade
5,Gross Profit,36.91,55.46,18.63,221.85,31.64,53.16,9.51,177.31,6.66,10.21,3.07,-2.49,0.78,12.5,2.89,10.06,6.67,11.15,5.52,2.29,Upgrade
6,"Selling, General & Admin",32.3,29.83,36.7,116.66,33.53,30.03,30.47,97.45,8.89,8.52,8.74,15.07,10.18,8.06,9.15,14.88,9.02,10.56,7.23,19.54,Upgrade
7,Research & Development,20.27,25.46,25.4,80.17,25.49,23.75,25.01,77.93,5.38,5.68,4.99,1.93,4.04,4.84,4.15,6.63,1.7,0.28,2.35,3.62,Upgrade
8,Other Operating Expenses,-5.52,-6.48,0.89,-5.2,-2.1,-2.08,-0.96,-8.46,-0.04,-1.23,0.13,1.54,0.2,-0.15,-0.5,1.94,-0.15,-0.49,-0.09,1.19,Upgrade
9,Operating Expenses,46.47,59.85,61.46,221.03,53.58,61.9,53.18,185.12,14.33,14.88,13.86,16.23,14.15,14.94,12.47,25.72,10.69,13.62,9.49,22.37,Upgrade
10,Operating Income,-9.56,-4.39,-42.83,0.83,-21.94,-8.74,-43.67,-7.81,-7.67,-4.67,-10.79,-18.72,-13.38,-2.44,-9.58,-15.67,-4.02,-2.47,-3.97,-20.08,Upgrade
11,Interest Expense,-0.12,-0.48,-0.2,-0.86,-,-0.42,-0.38,-1.17,-,-0.43,-0.27,-0.15,-0.13,-0.36,-0.62,-0.2,-0.42,-0.55,-0.41,-0.35,Upgrade
12,Interest & Investment Income,41.86,52.73,14.23,96.17,50.17,62.8,41.24,65.05,61.91,57.04,33.96,35.16,16.79,71.73,15.01,43.2,28.06,47.99,0.77,25.62,Upgrade
13,Currency Exchange Gain (Loss),-,-,-,1.89,0.67,-0.67,-,2.28,-0,0,-,-0,0,-0,-,-0,-0,0,-,0,Upgrade
14,Other Non Operating Income (Expenses),-5.49,5.26,-0.01,-0.4,-0.48,-0.62,0.99,-1.53,-0.19,-0,-0.23,0.2,-0.26,-1.1,1.25,-0.15,0.08,-0.13,-0,0.16,Upgrade
15,EBT Excluding Unusual Items,26.68,53.12,-28.81,97.63,28.42,52.36,-1.82,56.81,54.04,51.94,22.66,16.5,3.03,67.84,6.05,27.18,23.71,44.84,-3.61,5.35,Upgrade
16,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.69,-3.69,-,Upgrade
17,Gain (Loss) on Sale of Assets,-0.5,-0.01,-,-0.01,-0,-0.01,0.02,-0.01,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Asset Writedown,-,-,-,-1.34,-,-,-,0.85,-,-,-,-,-,-,-,-,-,-,-,0.09,Upgrade
19,Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,-0.43,-,-,-,-0.32,-,-,-,-1,Upgrade
20,Other Unusual Items,-1.56,0.07,1.5,2.12,-,-,-,21.6,-,-,-,-1.57,-,-,-,-7.37,-,-,-,5.14,Upgrade
