,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,307.23,302.73,1131,856,1016,1030,473.43,154.9,84.74,159.7,Upgrade
1,Trading Asset Securities,-,-,-,-,20.46,20.11,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,307.23,302.73,1131,856,1037,1051,473.43,154.9,84.74,159.7,Upgrade
3,Cash Growth,-72.84%,-64.63%,9.10%,-18.52%,119.00%,578.19%,458.72%,-3.00%,-24.71%,38.05%,Upgrade
4,Accounts Receivable,34.97,65.74,137.22,178.87,119.36,182.42,113.91,430.14,141.34,129.13,Upgrade
5,Other Receivables,293.17,260.24,230.4,270.02,127.91,191.71,93.41,64.63,34.75,26.43,Upgrade
6,Receivables,328.14,325.98,367.62,448.89,247.27,374.13,207.32,494.77,176.09,155.56,Upgrade
7,Inventory,273.21,215.2,257.22,453.53,367.68,322.49,175.09,159.75,168.9,248.32,Upgrade
8,Prepaid Expenses,5.01,10.66,2.78,12.66,4.72,30.81,22.29,31.42,20.71,12.65,Upgrade
9,Other Current Assets,774.4,991.87,560.91,234.03,193.75,93.87,78.23,99.11,85.31,80.59,Upgrade
10,Total Current Assets,1688,1846,2320,2005,1850,1872,956.36,939.96,535.75,656.81,Upgrade
11,"Property, Plant & Equipment",4336,4119,3634,3450,3103,3009,2207,2381,4583,4680,Upgrade
12,Other Intangible Assets,1651,1864,2018,2367,2656,2990,1789,1943,3927,4018,Upgrade
13,Other Long-Term Assets,14.25,28.33,28.9,27.86,26.85,25.5,-,34.26,29.44,-,Upgrade
14,Total Assets,7689,7858,8001,7851,7636,7897,4953,5298,9074,9355,Upgrade
15,Accounts Payable,466.39,549.54,602.9,479.82,334.27,460.41,540.96,846.71,517.31,482.98,Upgrade
16,Accrued Expenses,490.05,461.48,518.65,491.07,494.42,463.28,430.5,510.71,477.73,441.38,Upgrade
17,Short-Term Debt,500,531,562.49,590.99,612.49,638,895.4,910.64,1213,1229,Upgrade
18,Current Portion of Long-Term Debt,1252,1345,2775,2856,840.78,837.85,978.93,1060,997.96,934.6,Upgrade
19,Current Portion of Leases,2.53,3.49,6.4,8.79,8.21,8.83,2.26,2.81,3.3,3.82,Upgrade
20,Current Income Taxes Payable,232.2,289.66,276.99,350.1,346.49,469.92,185.57,204.93,213.56,219.05,Upgrade
21,Current Unearned Revenue,275.64,17.94,18.62,22.87,37.73,42.25,21.68,94.75,37.8,44.85,Upgrade
22,Other Current Liabilities,1955,1973,1381,1361,1467,1660,1435,1514,1567,1941,Upgrade
23,Total Current Liabilities,5174,5171,6142,6161,4141,4581,4490,5145,5028,5297,Upgrade
24,Long-Term Debt,1395,1690,230.97,73.31,2049,2217,2455,2625,2345,2173,Upgrade
25,Long-Term Leases,7.21,7.32,0.61,1.53,5.84,6.93,9.98,0.93,0.52,1.5,Upgrade
26,Long-Term Unearned Revenue,20.59,16.39,-,-,-,-,-,-,-,-,Upgrade
27,Long-Term Deferred Tax Liabilities,466.66,538.5,553.56,621.93,602.41,631.28,271.28,289.09,1109,1174,Upgrade
28,Other Long-Term Liabilities,119.08,115.32,137.89,179.61,149.29,144.09,139.01,133.92,128.97,144.56,Upgrade
29,Total Liabilities,7183,7539,7065,7037,6948,7580,7365,8194,8612,8789,Upgrade
30,Common Stock,211.22,211.22,211.22,211.22,211.22,211.22,211.22,211.22,211.22,211.22,Upgrade
31,Additional Paid-In Capital,305.18,307.83,310.48,313.11,315.73,318.16,323.02,323.02,325.53,344.19,Upgrade
32,Retained Earnings,948.65,904.48,846.35,784.62,-843.55,747.34,-3531,-4003,-1157,-1102,Upgrade
33,Comprehensive Income & Other,-1769,-1896,-1242,-1296,194.65,-1727,205.94,200.82,205.28,204.13,Upgrade
34,Total Common Equity,-303.6,-472.87,125.88,13.11,-121.94,-450.1,-2791,-3268,-414.65,-342.36,Upgrade
35,Minority Interest,809.57,791.79,809.41,800.11,810.43,766.61,378.4,372.25,877.46,907.62,Upgrade
36,Shareholders' Equity,505.97,318.92,935.28,813.21,688.49,316.52,-2412,-2896,462.81,565.26,Upgrade
37,Total Liabilities & Equity,7689,7858,8001,7851,7636,7897,4953,5298,9074,9355,Upgrade
38,Total Debt,3157,3577,3575,3531,3517,3708,4341,4600,4560,4341,Upgrade
39,Net Cash (Debt),-2850,-3274,-2444,-2675,-2480,-2658,-3868,-4445,-4475,-4182,Upgrade
40,Net Cash Per Share,-1.14,-1.25,-0.94,-1.02,-0.95,-1.02,-1.48,-1.78,-1.79,-1.68,Upgrade
41,Filing Date Shares Outstanding,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,Upgrade
42,Total Common Shares Outstanding,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,Upgrade
43,Working Capital,-3486,-3325,-3823,-4156,-2291,-2709,-3534,-4205,-4492,-4640,Upgrade
44,Book Value Per Share,-0.18,-0.25,-0.01,-0.06,-0.11,-0.24,-1.18,-1.37,-0.23,-0.20,Upgrade
45,Tangible Book Value,-1955,-2337,-1892,-2354,-2778,-3440,-4580,-5211,-4341,-4360,Upgrade
46,Tangible Book Value Per Share,-0.85,-1.00,-0.82,-1.01,-1.18,-1.44,-1.90,-2.15,-1.80,-1.81,Upgrade
47,Machinery,-,2575,-,2117,-,1927,-,3034,-,3009,Upgrade
48,Construction In Progress,-,2399,-,1747,-,1216,-,1139,-,1134,Upgrade
