,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,2232,2094,608,431,559,1234,439,327,362,396,506,Upgrade
1,Market Cap Growth,385.55%,385.55%,8.93%,-65.05%,27.27%,277.86%,21.38%,-17.61%,-28.57%,-37.65%,-21.92%,Upgrade
2,Enterprise Value,6164,6574,4124,4360,4413,5438,5546,6048,6234,6090,6446,Upgrade
3,Last Close Price,0.88,0.83,0.24,0.17,0.22,0.49,0.17,0.13,0.14,0.16,0.20,Upgrade
4,PE Ratio,19.04,18.17,2.83,1.57,1.09,0.40,0.13,-0.11,-,-,5.94,Upgrade
5,Forward PE,-,2.20,2.20,2.20,2.20,2.20,2.20,2.20,2.20,2.20,2.20,Upgrade
6,PS Ratio,0.70,0.67,0.16,0.11,0.13,0.21,0.08,0.09,0.14,0.16,0.16,Upgrade
7,PB Ratio,3.85,3.85,1.73,0.43,0.61,1.53,1.13,-0.11,-0.11,0.78,0.80,Upgrade
8,P/FCF Ratio,-,-22.80,-,0.56,1.95,0.98,0.20,0.23,0.75,1.02,1.25,Upgrade
9,P/OCF Ratio,1.68,1.68,0.38,0.26,0.50,0.74,0.19,0.21,0.58,0.58,0.64,Upgrade
10,EV/Sales Ratio,1.97,2.10,1.09,1.11,1.03,0.93,0.99,1.67,2.34,2.40,2.06,Upgrade
11,EV/EBITDA Ratio,4.56,4.89,2.72,2.69,2.23,0.66,0.67,4.82,10.98,11.07,9.37,Upgrade
12,EV/EBIT Ratio,13.87,14.80,8.35,8.38,4.87,1.35,1.37,-1.99,-,-,70.22,Upgrade
13,EV/FCF Ratio,-67.09,-71.55,-,5.65,15.41,4.30,2.58,4.30,12.97,15.74,15.87,Upgrade
14,Debt / Equity Ratio,6.24,6.24,11.22,3.82,4.34,5.11,11.72,-1.80,-1.59,9.85,7.68,Upgrade
15,Debt / FCF Ratio,-,-36.92,-,5.00,13.94,3.26,2.12,3.72,11.37,12.93,11.96,Upgrade
16,Return on Capital Employed (ROCE),16.44%,16.44%,16.69%,25.91%,47.45%,98.55%,99.38%,-545.05%,-,-,2.02%,Upgrade
17,Earnings Yield,5.16%,5.78%,36.28%,65.12%,92.41%,251.32%,781.39%,-874.07%,-953.08%,-5.21%,17.99%,Upgrade
18,FCF Yield,-4.12%,-4.39%,68.60%,179.02%,51.27%,102.46%,489.82%,430.20%,132.91%,97.57%,80.25%,Upgrade
19,Buyback Yield / Dilution,2.17%,4.35%,-,-,-,-,-4.73%,-4.73%,-,-,4.52%,Upgrade
20,Total Shareholder Return,4.58%,4.35%,-,-,-,-,-4.73%,-4.73%,-,-,4.52%,Upgrade
