,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1593,1600,929.61,1054,1635,1216,1424,1035,720.78,1151
1,Revenue Growth (YoY),71.40%,51.79%,-43.14%,-13.32%,14.82%,17.48%,97.55%,-10.03%,-8.32%,-29.32%
2,Cost of Revenue,1499,1487,878.97,1015,1560,1131,1283,954.34,662.67,1049
3,Gross Profit,94.49,113.36,50.64,39.71,75.17,85.01,141.07,80.92,58.11,101.76
4,"Selling, General & Admin",74.4,75.45,52.52,77.01,57.28,85.23,75.1,70.46,51.24,88.16
5,Operating Expenses,71.3,79.99,56.18,73.8,52.9,107.12,93.61,88.23,52.25,97.47
6,Operating Income,23.18,33.37,-5.54,-34.1,22.27,-22.11,47.46,-7.32,5.86,4.29
7,Interest Expense,-18.15,-16.94,-11.71,-9.6,-5.8,-3.69,-2.99,-2.99,-2.7,-3.08
8,Interest & Investment Income,0.41,-,0.27,0.15,0.03,0.11,0.24,1.69,0.32,0.49
9,Other Non Operating Income (Expenses),-0.19,-1.55,-0.77,0.27,-3.78,3.21,3.23,6.2,0.89,0.49
10,EBT Excluding Unusual Items,5.26,14.88,-17.75,-43.28,12.73,-22.48,47.94,-2.42,4.38,2.19
11,Asset Writedown,-,-3,-,-,0.2,-,-,-0.7,-,-4.9
12,Other Unusual Items,-,0.67,-,-3.52,-,-0.43,-1.92,0.51,-,-4.33
13,Pretax Income,5.26,12.55,-17.75,-46.8,12.93,-22.91,46.02,-2.61,4.38,-7.03
14,Income Tax Expense,2.91,4.78,0.17,-5.19,4.35,-3.31,9.79,0.46,1.19,0.36
15,Earnings From Continuing Operations,2.35,7.77,-17.93,-41.61,8.58,-19.61,36.23,-3.07,3.19,-7.39
16,Minority Interest in Earnings,0.42,-6.24,0.24,2.72,-2.07,-0.21,-9.67,-3.01,-2.23,-3.92
17,Net Income,2.77,1.53,-17.69,-38.9,6.51,-19.82,26.55,-6.08,0.96,-11.31
18,Preferred Dividends & Other Adjustments,0.05,-,0.05,-,0.05,-,-,-,-,-
19,Net Income to Common,2.72,1.53,-17.74,-38.9,6.46,-19.82,26.55,-6.08,0.96,-11.31
20,Net Income Growth,-,-,-,-,-75.49%,-,2665.94%,-,-,-
21,Shares Outstanding (Basic),1055,1059,1059,1062,1011,1000,1000,1000,1000,1000
22,Shares Outstanding (Diluted),1089,1059,1059,1062,1034,1005,1000,1000,1000,1000
23,Shares Change (YoY),2.75%,-0.31%,2.43%,5.67%,3.43%,0.54%,-,-,-,-0.08%
24,EPS (Basic),0.00,0.00,-0.02,-0.04,0.01,-0.02,0.03,-0.01,0.00,-0.01
25,EPS (Diluted),0.00,0.00,-0.02,-0.04,0.01,-0.02,0.03,-0.01,0.00,-0.01
26,EPS Growth,-,-,-,-,-76.30%,-,2665.94%,-,-,-
27,Free Cash Flow,234.34,-230.95,-49.71,99.6,-73.77,-71.26,72.99,-278.45,48.05,-73.21
28,Free Cash Flow Per Share,0.22,-0.22,-0.05,0.09,-0.07,-0.07,0.07,-0.28,0.05,-0.07
29,Operating Margin,1.46%,2.09%,-0.60%,-3.23%,1.36%,-1.82%,3.33%,-0.71%,0.81%,0.37%
30,Profit Margin,0.17%,0.10%,-1.91%,-3.69%,0.40%,-1.63%,1.86%,-0.59%,0.13%,-0.98%
31,Free Cash Flow Margin,14.71%,-14.43%,-5.35%,9.45%,-4.51%,-5.86%,5.13%,-26.90%,6.67%,-6.36%
32,EBITDA,28.67,38.3,-0.34,-28.85,27.08,-17.72,51.96,-3.23,8.08,5.82
33,D&A For EBITDA,5.49,4.93,5.21,5.25,4.81,4.4,4.49,4.09,2.22,1.53
34,EBIT,23.18,33.37,-5.54,-34.1,22.27,-22.11,47.46,-7.32,5.86,4.29
