,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,861022,918819,1635022,623368,748213,520174,492524,439206,535269,545869,548524,479403,608038,381515,455772,443372,589990,523095,314412,491773,Upgrade
1,Revenue Growth (YoY),15.08%,76.64%,231.97%,41.93%,39.78%,-4.71%,-10.21%,-8.38%,-11.97%,43.08%,20.35%,8.13%,3.06%,-27.07%,44.96%,-9.84%,-49.67%,2.77%,-51.86%,-5.32%,Upgrade
2,Cost of Revenue,821004,870360,1574886,568302,702283,484193,454507,401921,487752,498256,505408,453063,589794,374282,431498,412367,526622,489421,303928,461169,Upgrade
3,Gross Profit,40018,48459,60136,55066,45929,35981,38017,37285,47516,47612,43116,26340,18244,7233,24274,31005,63368,33674,10483,30604,Upgrade
4,"Selling, General & Admin",39741,33388,34713,34911,39311,34601,32742,35218,51814,43340,37076,35355,36600,27821,33922,28385,32369,26885,34039,30039,Upgrade
5,Operating Expenses,39741,33388,34713,34911,39311,34601,32742,35218,51814,43340,37076,35355,36600,27821,33922,28385,32369,26885,34039,30039,Upgrade
6,Operating Income,277.02,15072,25423,20155,6619,1379,5274,2067,-4298,4272,6040,-9014,-18356,-20588,-9648,2620,30999,6790,-23555,564.53,Upgrade
7,Interest Expense,-13759,-14586,-19043,-14769,-86621,-20487,-27245,-21850,-272292,-23614,-21663,-17588,-189858,-9689,-10850,-12516,-120477,-4777,-6177,-6314,Upgrade
8,Interest & Investment Income,12900,-,-,1075,-,-,-,1021,-,522.22,83067,185126,-,5856,170399,2098,-,9660,4353,2871,Upgrade
9,Earnings From Equity Investments,28356,-7322,16771,-14217,-47015,359.49,-2927,-3729,-17753,-575.83,-7764,-768.44,-2261,-6224,-21970,-,-31884,-837.38,-52142,-,Upgrade
10,Currency Exchange Gain (Loss),3836,3620,-6441,2821,6282,3.71,-3721,3718,-18904,-6795,6783,11.09,13041,2165,-3798,1633,1302,1642,-1826,-688.63,Upgrade
11,Other Non Operating Income (Expenses),-12558,13693,32379,39570,92294,29259,74379,2118,399950,60863,29697,-218767,241813,66346,-72905,7241,-25622,18034,-52920,1008,Upgrade
