,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,2739519,2849707,2481145,2629330,2519141,2492544,2500143,2667326,2203774,2283565,3744869,3982348,6941708,8823356,3871997,3597873,3700670,2498677,2687020,2408273,2260110,Upgrade
1,Market Cap Growth,14.33%,14.33%,-0.76%,-1.42%,14.31%,9.15%,-33.24%,-33.02%,-68.25%,-74.12%,-3.28%,10.69%,87.58%,253.12%,44.10%,49.40%,63.74%,20.61%,35.44%,20.46%,23.60%,Upgrade
2,Enterprise Value,4041689,4387712,4125323,4205170,3957875,4079815,4040446,4768298,4102994,4676494,6066455,5847420,8373175,10502613,5614855,4155389,4606023,3747462,3308253,2918711,2907406,Upgrade
3,Last Close Price,7210.00,7500.00,6530.00,6920.00,6630.00,6560.00,6580.00,7020.00,5800.00,6010.00,9855.77,10480.77,18269.23,23718.38,10408.45,9671.57,9947.90,8873.70,9542.58,8552.64,8026.47,Upgrade
4,PE Ratio,32.62,33.94,36.29,36.38,81.11,137.34,-121.92,-125.53,296.49,-,28.21,22.67,46.81,57.75,37.33,37.44,37.34,27.25,25.71,32.68,32.86,Upgrade
5,PS Ratio,0.68,0.71,0.63,0.75,1.06,1.13,1.26,1.33,1.07,1.08,1.72,1.97,3.61,4.67,2.07,1.79,1.98,1.30,1.07,0.97,0.80,Upgrade
6,PB Ratio,0.68,0.61,0.53,0.56,0.54,0.54,0.54,0.58,0.48,0.50,0.81,0.86,1.51,1.92,0.86,0.81,0.84,0.72,0.79,0.83,0.78,Upgrade
7,P/TBV Ratio,0.71,0.71,0.62,0.66,0.64,0.64,0.64,0.69,0.57,0.59,0.96,1.02,1.80,2.29,1.03,0.97,0.99,0.89,1.00,0.91,0.85,Upgrade
8,P/FCF Ratio,18.28,7.92,7.61,-,-,12.67,-,2.46,-,-,20.37,-,-,-,-,-,-,-,-6.61,-,1.88,Upgrade
9,P/OCF Ratio,18.93,7.90,6.87,-,-,10.75,-,2.37,-,-,14.42,-,-,-,-,-,-,-,19.27,-,1.83,Upgrade
