,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,2337,2262,1766,1729,1820,1836,1645,1712,1709,1594,1509,1397,1492,1593,1445,1349,1429,1337,1078,1189,Upgrade
1,Other Revenue,-110.01,110.01,-,134.93,-55.95,55.95,-,118.79,-53.68,53.68,-,81.4,-35.16,35.16,-,102.32,-35.26,35.26,-,62.58,Upgrade
2,Revenue,2227,2372,1766,1864,1764,1892,1645,1830,1656,1647,1509,1478,1457,1628,1445,1451,1394,1372,1078,1251,Upgrade
3,Revenue Growth (YoY),26.24%,25.36%,7.32%,1.83%,6.58%,14.86%,9.04%,23.83%,13.62%,1.18%,4.42%,1.87%,4.56%,18.64%,34.09%,15.96%,19.49%,42.40%,7.14%,17.00%,Upgrade
4,Cost of Revenue,1455,1547,1139,1204,1114,1250,1134,1288,1195,1181,1123,1082,1043,1139,1038,1100,927.86,889.07,766.3,864.27,Upgrade
5,Gross Profit,772.76,824.64,626.69,659.86,650.92,641.92,510.99,542.74,460.41,466.19,385.75,396.66,413.62,489.14,406.91,351.24,465.72,483.21,311.23,387.12,Upgrade
6,"Selling, General & Admin",106.97,72.38,84.06,48,78.68,59.07,68.18,72.57,61.59,40.6,48.05,68.63,50.2,44.34,47.62,34.5,55.92,43.63,42.95,66.57,Upgrade
7,Research & Development,130.83,101.71,96.56,101.24,88.36,90.64,75.5,92.94,66.97,67.82,67.45,78.35,59.97,59.97,61.14,68.21,39.99,42.68,49.25,53.7,Upgrade
8,Other Operating Expenses,22.43,20.24,18.25,23.94,19.69,18.53,8.43,34.34,17.86,0.86,6.17,48.17,8.71,-6.48,9.65,25.71,11.48,11.57,11.23,24.12,Upgrade
9,Operating Expenses,263.17,206.81,203.08,170.09,195.74,171.08,146.21,199.76,152.22,117.03,127.35,192.39,112.51,106.07,129.12,128.98,102.34,115.61,95.9,145.74,Upgrade
10,Operating Income,509.59,617.83,423.61,489.77,455.18,470.84,364.78,342.98,308.19,349.16,258.4,204.27,301.11,383.07,277.8,222.26,363.38,367.6,215.33,241.39,Upgrade
11,Interest Expense,-8.03,-1.03,-0.48,-0.93,-0.04,-2.45,-0.74,-1.39,-1.96,-1.67,-2.48,-4.16,-3.1,-4.13,-3.96,-2.63,-3.67,-3.52,-7.98,-8.1,Upgrade
12,Interest & Investment Income,13.54,17.32,15.35,10.14,10.61,11.65,11.23,8,6.99,8.98,9.06,9.14,7.51,13.68,8.17,6.21,5.66,7.8,6.48,8.04,Upgrade
13,Currency Exchange Gain (Loss),3.66,-3.66,-,22.57,-27.11,27.11,-,70.22,-34.01,34.01,-,-38.83,17.62,-17.62,-,-39.16,-13.56,13.56,-,16.02,Upgrade
14,Other Non Operating Income (Expenses),-18.41,-4.22,2.7,-13.59,10.59,17.11,-17.46,-73.85,71.87,7.12,-6.58,23.94,-24.42,5.65,-4.8,18.73,-17.78,-12.46,9.55,-25.53,Upgrade
15,EBT Excluding Unusual Items,500.35,626.24,441.17,507.97,449.23,524.26,357.82,345.96,351.07,397.6,258.4,194.35,298.72,380.65,277.22,205.41,334.02,372.97,223.39,231.82,Upgrade
16,Gain (Loss) on Sale of Investments,0.01,-0.04,-0.05,0.04,-0.02,-1.49,-2.78,0.76,-3.03,-16.58,3.33,5.51,1.11,1.37,-2.29,0.14,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Assets,-0.9,0.23,0.03,1.19,0.85,1.25,0.68,-0.02,2.54,-0.01,0.07,2.31,1.5,4.02,0.3,3.25,0.18,2.33,0.22,0.26,Upgrade
18,Asset Writedown,2.96,-0.18,-0.48,4.49,-5.13,-0.5,-,-2.78,1.71,-1.71,-,-3.41,0.86,-0.86,-,-3.26,3.07,-1.39,-1.67,-1.63,Upgrade
19,Other Unusual Items,12.01,18.14,18.15,6.38,1.57,-1.57,-,15.59,-0.31,0.31,-,35.24,-2.38,2.38,-,31.77,-3.58,3.58,-,13.32,Upgrade
