,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,1589,1931,1262,1084,916.29,761.69,503.25,621.75,238.96,226.17,373.37,410.54,214.13,374.4,207.83,293.46,431.75,339.31,463.65,480.95,Upgrade
1,Short-Term Investments,-,11.29,-,76.49,-,-,-,-,-,-,-,-,-,-,-,-,-,8.5,-,249.5,Upgrade
2,Trading Asset Securities,225,130,530,600,350,10,262.84,-,-,-,100,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,1814,2073,1792,1761,1266,771.69,766.08,621.75,238.96,226.17,473.37,410.54,214.13,374.4,207.83,293.46,431.75,347.81,463.65,730.45,Upgrade
4,Cash Growth,43.28%,168.60%,133.97%,183.23%,429.92%,241.20%,61.83%,51.45%,11.60%,-39.59%,127.77%,39.89%,-50.41%,7.65%,-55.17%,-59.82%,-15.40%,-32.75%,-20.44%,57.50%,Upgrade
5,Accounts Receivable,3345,3365,3028,2860,2876,2907,2913,2764,2637,2335,2208,2304,2735,2610,2474,2355,2459,2396,1900,2086,Upgrade
6,Other Receivables,48.81,45.53,48.25,38.14,21.27,11.99,14.09,10.61,11.09,10.78,42.65,20.74,10.38,9.25,10.27,8.56,9.77,10.83,6,14.86,Upgrade
7,Receivables,3393,3862,3076,3349,2897,3370,2927,3225,2649,2797,2251,2776,2745,3070,2484,2815,2850,2787,2286,2481,Upgrade
8,Inventory,2301,2055,1952,1672,1655,1708,1715,1623,1608,1496,1431,1450,1220,1146,1096,943.33,910.81,888.63,884.6,863.36,Upgrade
9,Prepaid Expenses,-,-,-,-,-,-,-,-,-,0.76,-,-,-,1.66,-,-,-,-,-,-,Upgrade
10,Other Current Assets,648.73,145.39,678.09,120.95,573.76,112.41,533.04,99.83,603.07,144.58,618.97,154.91,645.33,202.02,655.86,127.02,214.99,59.14,412,60.4,Upgrade
11,Total Current Assets,8158,8134,7498,6903,6392,5962,5942,5570,5099,4664,4775,4792,4825,4794,4444,4178,4407,4083,4046,4136,Upgrade
12,"Property, Plant & Equipment",2372,2302,2298,2284,2259,2227,2203,2247,2166,2169,2020,2017,1992,2012,1990,2005,1998,2007,1996,1979,Upgrade
13,Long-Term Investments,167.2,150.75,155.18,188.64,264.76,257.99,283.1,327.23,311.99,416.14,379.51,429.7,436.05,566.11,444.81,429.38,333.45,333.47,305.63,298.9,Upgrade
14,Other Intangible Assets,447.36,371.4,372.33,374.17,363.53,365.44,357.03,358,350.31,346.88,349.2,350.42,353.3,292.18,295.07,295.83,302.04,304.85,300.84,303.64,Upgrade
15,Long-Term Deferred Tax Assets,30.92,26.88,25.15,19.86,30.79,21.92,10.49,12.14,1.17,1.4,1.29,1.52,1.48,1.61,1.56,1.64,1.75,1.81,1.87,2.31,Upgrade
16,Long-Term Deferred Charges,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Other Long-Term Assets,112.04,139.71,148.84,143.24,127.82,118.89,84.59,77.45,83.54,75.59,71.36,53.34,79.53,57.65,64.26,61.46,55.04,35.26,62.31,71.88,Upgrade
18,Total Assets,11287,11125,10498,9914,9437,8953,8880,8592,8012,7673,7596,7644,7687,7723,7240,6972,7097,6765,6714,6792,Upgrade
19,Accounts Payable,461.79,433.25,397.62,318.68,311.38,344.17,390.34,370.4,354.25,297.78,252.96,298.94,331.46,217.42,323.39,283.85,268.51,298.96,275.75,300.66,Upgrade
20,Accrued Expenses,494.5,527.24,493.81,471.6,409.05,419.21,359.65,401.1,315.01,316.05,315.38,371.06,288.19,301.43,282.07,330.75,241.12,260.95,235.85,271.49,Upgrade
21,Short-Term Debt,44.76,-,-,-,-,-,31.28,129.75,74.71,59.91,81.25,225.06,504.67,445.12,369.42,370.14,435.96,330.2,665.53,974.95,Upgrade
22,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,5.02,1.91,6.89,4.23,8.58,4.53,-,-,-,-,Upgrade
23,Current Portion of Leases,4.95,3.3,3.96,3.45,3.76,4.29,4.26,3.75,3.98,4.09,-,4.16,-,4.55,-,-,-,-,-,-,Upgrade
24,Current Income Taxes Payable,102.57,85.46,90.71,77.33,110.92,70.62,72.35,46.48,61.58,43.5,35.96,29.66,59.06,42.26,47.53,35.25,54.92,48.57,42.9,37.56,Upgrade
25,Current Unearned Revenue,235.56,177.97,177.03,112.35,136,109.38,109.25,68.71,77.92,94.35,60.49,58.19,62.87,93.66,52.49,56.1,222.46,229.75,221.57,137.14,Upgrade
26,Other Current Liabilities,42.1,90.73,102.5,93.57,100.1,76.86,76.08,71.48,78.88,29.42,17.62,16.71,14.65,21.75,20.59,12.83,312.48,12.94,29.85,16.62,Upgrade
27,Total Current Liabilities,1386,1318,1266,1077,1071,1025,1043,1092,966.33,845.1,768.67,1006,1268,1130,1104,1093,1535,1181,1471,1738,Upgrade
28,Long-Term Debt,66.82,62.85,65.65,41.78,39.63,-,-,-,-,-,-,-,-,-,1.07,2.26,10.41,16.83,15.18,18.11,Upgrade
29,Long-Term Leases,5.88,2.3,2.86,2.59,2.96,4.03,4.56,4.02,4.24,5.15,5.16,5.65,6.85,8.31,7.96,-,-,-,-,-,Upgrade
30,Long-Term Unearned Revenue,80.47,28.28,32.68,34.09,29.57,29.32,30.88,31.85,32.1,33.26,34.08,25.25,25.48,26.35,19.48,18.11,13.67,14.34,14.91,16.29,Upgrade
31,Long-Term Deferred Tax Liabilities,64.33,50.89,56.35,63.28,50.28,53.64,56.97,59.08,52,48.55,48.63,46.99,47.78,44.07,41.6,40.85,40.59,36.55,34.17,29.41,Upgrade
32,Other Long-Term Liabilities,85.68,82.37,78.26,76.11,73.25,67.65,65.85,62.26,40.59,43.75,46.77,49.37,29.39,33.01,39.93,41.82,23.62,27.14,30.11,32.41,Upgrade
33,Total Liabilities,1689,1545,1501,1295,1267,1179,1201,1249,1095,975.81,903.31,1133,1377,1242,1214,1196,1624,1276,1566,1835,Upgrade
34,Common Stock,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,Upgrade
35,Additional Paid-In Capital,549.25,602.12,582.72,577.26,570.18,555.16,542.22,527.02,511.63,508.64,508.64,508.64,508.64,508.64,508.64,508.64,508.64,508.64,508.64,508.64,Upgrade
36,Retained Earnings,8259,8302,7741,7341,6896,6502,6335,6007,5623,5319,5286,5053,4842,4880,4542,4299,4093,4105,3783,3592,Upgrade
37,Treasury Stock,-77.48,-156.42,-177.28,-177.28,-176.87,-169.81,-99.79,-99.79,-99.79,-63.38,-,-,-,-,-,-,-,-,-,-,Upgrade
38,Comprehensive Income & Other,59.51,25.88,42.92,71.61,76.18,81.11,95.06,103.16,76.78,127.49,92.73,143.47,152.03,284.79,169.58,161.75,66.31,70.35,49.93,50.29,Upgrade
39,Total Common Equity,9591,9573,8990,8613,8165,7768,7672,7338,6912,6692,6687,6505,6303,6474,6020,5770,5468,5484,5142,4951,Upgrade
40,Minority Interest,7.24,6.93,6.63,5.78,5.47,6.09,5.9,5.74,4.74,5.11,5.92,5.84,7.17,7.73,5.48,5.81,5.58,5.49,5.65,5.95,Upgrade
41,Shareholders' Equity,9598,9580,8996,8619,8171,7774,7678,7343,6917,6697,6693,6511,6310,6481,6026,5776,5473,5489,5148,4957,Upgrade
42,Total Liabilities & Equity,11287,11125,10498,9914,9437,8953,8880,8592,8012,7673,7596,7644,7687,7723,7240,6972,7097,6765,6714,6792,Upgrade
43,Total Debt,122.41,68.45,72.48,47.82,46.35,8.32,40.1,137.53,82.92,69.15,91.42,236.78,518.41,462.21,387.03,376.93,446.38,347.03,680.71,993.06,Upgrade
44,Net Cash (Debt),1692,2004,1720,1713,1220,763.36,725.99,484.23,156.04,157.02,381.95,173.76,-304.28,-87.81,-179.2,-83.47,-14.63,0.78,-217.07,-262.61,Upgrade
45,Net Cash Growth,38.69%,162.56%,136.91%,253.79%,681.83%,386.16%,90.07%,178.68%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
46,Net Cash Per Share,2.12,2.53,2.17,2.16,1.54,0.96,0.91,0.61,0.20,0.20,0.48,0.22,-0.38,-0.11,-0.22,-0.10,-0.02,0.00,-0.27,-0.33,Upgrade
47,Filing Date Shares Outstanding,796.33,798.56,792.83,792.83,792.84,793.06,795.18,795.18,795.89,796.75,800,800,800,800,800,800,800,800,800,800,Upgrade
48,Total Common Shares Outstanding,796.33,798.56,792.83,792.83,792.84,793.06,795.18,795.18,795.89,796.75,800,800,800,800,800,800,800,800,800,800,Upgrade
49,Working Capital,6772,6816,6233,5826,5321,4937,4898,4478,4133,3819,4006,3786,3557,3663,3340,3085,2872,2902,2575,2397,Upgrade
