,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,722227,485115,1179658,-,756859,653300,734721,600657,629496,1325306,832277,-,1044040,689108,1284820,1988969,903386,741852,256665,374872,Upgrade
1,Short-Term Investments,267936,567636,515916,-,229406,461906,426278,417991,467052,582519,545910,-,582012,68617,56817,116713,27000,41141,19680,29180,Upgrade
2,Trading Asset Securities,4556,5012,5012,-,5013,188488,43489,43542,43542,998612,1298612,-,1001402,1670117,566767,566767,566767,566767,566767,6842,Upgrade
3,Cash & Short-Term Investments,994718,1057763,1700586,991278,991278,1303694,1204488,1062190,1140091,2906437,2676799,2627454,2627454,2427843,1908405,2672449,1497154,1349760,843112,410893,Upgrade
4,Cash Growth,0.35%,-18.86%,41.19%,-6.68%,-13.05%,-55.14%,-55.00%,-59.57%,-56.61%,19.71%,40.26%,-1.68%,75.50%,79.87%,126.35%,550.40%,703.91%,574.41%,713.79%,64.61%,Upgrade
5,Accounts Receivable,1729413,1517733,1449767,-,1060844,1337368,948083,765456,719065,1594304,2579136,-,429335,895258,521934,793263,816282,559546,701369,1490411,Upgrade
6,Other Receivables,8431301,8589062,7809987,-,7774255,7905714,10726685,7396622,7546760,7394288,6995406,-,7272804,3796036,5232424,4870010,4784012,3160620,1725114,612955,Upgrade
7,Receivables,10863260,10528336,9861593,-,9422723,9878977,12281830,8853555,8444594,9255735,9814750,-,8215465,5275560,6220042,5671673,5608694,3726666,2432983,2109866,Upgrade
8,Inventory,3360879,3631370,3820502,-,3775256,3715284,3868074,4275530,2754762,2848468,2758674,-,2866554,2126607,2127981,2200479,2276299,1158759,1088459,1024307,Upgrade
9,Prepaid Expenses,758257,465635,401756,-,282580,172356,170265,137656,57204,34961,45670,-,37387,29041,37903,33225,19813,24923,28714,18277,Upgrade
10,Other Current Assets,6215168,5404922,5201846,-,5006761,5122944,4958825,5207319,5387349,4785647,4674215,-,2491830,2555231,2999801,2367892,1936149,1309609,1959221,698223,Upgrade
11,Total Current Assets,22192282,21088025,20986282,-,19478598,20193255,22483484,19536250,17783999,19831249,19970108,-,16238689,12414282,13294132,12945717,11338108,7569718,6352489,4261566,Upgrade
12,"Property, Plant & Equipment",10819219,10565042,10676141,-,10806619,10866191,10935321,10553039,10335018,10284340,9910794,-,9150321,7893180,7057649,6358112,4396525,652796,331491,322435,Upgrade
13,Long-Term Investments,3454345,3487137,3503900,-,2655766,3039304,3358969,3441596,3694274,3488492,2486552,-,1631136,1731383,1732002,897582,1290613,2312644,1667742,1513102,Upgrade
14,Goodwill,150647,162664,174681,-,198715,216621,229861,246835,246356,385057,245224,-,513671,729823,760381,914950,757753,332811,336418,373631,Upgrade
15,Other Intangible Assets,398810,400600,402870,-,407613,388594,390925,393256,395430,510879,513771,-,2463,2044,2087,2128,2235,1200,1177,1234,Upgrade
16,Long-Term Accounts Receivable,-,-,-,-,-,-,-,-,-,8377,1841,-,-,-,-,-,-,-,-,-,Upgrade
17,Long-Term Deferred Tax Assets,147849,151174,152736,-,150092,146764,145967,142563,140782,166105,123184,-,70055,62137,59846,45563,44504,-,-,-,Upgrade
18,Long-Term Deferred Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,9374,12045,13868,-,-,-,-,Upgrade
19,Other Long-Term Assets,9145879,9433051,9320267,-,8301235,8125897,6023668,11894999,11196838,9042862,11059588,-,9892991,12528989,12819959,8043578,6307087,5361109,4456913,3345137,Upgrade
20,Total Assets,46522627,45407914,45308294,-,42009335,42976627,43568195,46258538,43842697,43752360,44373237,-,37689326,35371212,35738101,29221497,24136826,16230279,13146231,9817104,Upgrade
21,Accounts Payable,2547562,2206184,2307236,-,1823814,1975475,1881584,1811385,1981774,1436587,1312863,-,1300913,2199567,1247707,3838465,4780665,1241469,2354538,1840887,Upgrade
22,Accrued Expenses,1498807,1158279,754224,-,871129,491450,456136,394930,692687,389766,539649,-,319848,223834,238556,365733,54546,54336,80841,256162,Upgrade
23,Short-Term Debt,2277774,2856482,2537662,-,2188021,3709949,1792273,2161436,2217252,2471377,2448824,-,1951926,1937056,2430468,1897116,1974195,1393044,1217766,605005,Upgrade
24,Current Portion of Long-Term Debt,1010441,629924,711191,-,956630,977795,5276251,3688855,787092,380484,664170,-,844395,24889,38864,34969,54223,7043,14581,872038,Upgrade
25,Current Portion of Leases,5276,708.74,12653,-,4784,690.07,1519,31350,31176,26829,1657,-,2149,615.01,1242,197733,2310,-,-,-,Upgrade
26,Current Income Taxes Payable,196152,179145,182234,-,174010,248784,242899,216900,201051,350903,370694,-,232999,181530,131185,75156,85314,56548,39218,56799,Upgrade
27,Current Unearned Revenue,410192,13571,13948,-,11589,9715,10068,9864,10127,8810,8027,-,6495,7470,9044,12333,12333,19333,13333,-,Upgrade
28,Other Current Liabilities,5282215,4415716,4691487,-,6060255,7264034,7772757,6850988,5459009,3603380,5026983,-,5538413,2086728,3280513,2731893,3645871,2579120,1719888,1333945,Upgrade
29,Total Current Liabilities,13228419,11460010,11210635,-,12090232,14677893,17433486,15165708,11380169,8668136,10372867,-,10197138,6661688,7377580,9153397,10609458,5350894,5440166,4964835,Upgrade
30,Long-Term Debt,8278513,8339616,8751191,-,9002074,9251060,6842781,9092250,11680087,12768866,11483331,-,11239457,12315305,13181619,8043959,4564750,2594997,2549861,1634733,Upgrade
31,Long-Term Leases,8419,14781,4301,-,12852,17751,13066,7322,7681,10402,9367,-,10276,5893,5893,4494,4949,7837,8414,8992,Upgrade
32,Long-Term Unearned Revenue,8.83,10.03,11.23,-,13.64,14.84,16.05,17.25,18.45,-,-,-,-,-,-,-,-,-,-,-,Upgrade
33,Long-Term Deferred Tax Liabilities,333352,363914,365851,-,365693,379745,377753,379173,209194,119624,119831,-,114556,-,-,-,1072,1876,1965,2144,Upgrade
34,Other Long-Term Liabilities,3280327,3932032,3988365,-,3070727,3972536,4299180,7232090,6740317,8550556,8702306,-,7778335,10029869,9869753,7242220,5993288,6006199,3306983,1541216,Upgrade
35,Total Liabilities,25129038,24110363,24320354,-,24541591,28299000,28966282,31876560,30017466,30117585,30687702,-,29339761,29012756,30434844,24444070,21173518,13961804,11307390,8151920,Upgrade
36,Common Stock,8802106,8802106,8001966,-,5334676,5334676,5334676,5334676,5334676,5334676,5033054,-,2975372,2975372,2034681,2034681,1360058,1360058,1080058,1080058,Upgrade
37,Additional Paid-In Capital,66392,66392,866861,-,866926,866926,866926,866926,866926,867016,867016,-,-,-,-,-,-,-,-,-,Upgrade
38,Retained Earnings,680995,558892,521812,-,434420,339403,344028,438761,451680,813613,1292589,-,575676,488377,552609,328278,215519,82741,144219,157634,Upgrade
39,Comprehensive Income & Other,404139,404139,310442,-,211170,211100,211100,21869,21869,21869,21869,-,21635,21708,302.77,312.12,316.16,319.64,319.64,319.64,Upgrade
40,Total Common Equity,9953632,9831529,9701081,6847192,6847192,6752106,6756730,6662233,6675151,7037175,7214529,3572683,3572683,3485456,2587593,2363272,1575892,1443118,1224596,1238011,Upgrade
41,Minority Interest,11439957,11466022,11286859,-,10620552,7925521,7845182,7719744,7150079,6597600,6471006,-,4776881,2873000,2715663,2414156,1387416,825357,614245,427173,Upgrade
42,Shareholders' Equity,21393589,21297551,20987940,17467744,17467744,14677627,14601913,14381977,13825231,13634776,13685535,8349565,8349565,6358456,5303256,4777428,2963308,2268475,1838841,1665184,Upgrade
43,Total Liabilities & Equity,46522627,45407914,45308294,-,42009335,42976627,43568195,46258538,43842697,43752360,44373237,-,37689326,35371212,35738101,29221497,24136826,16230279,13146231,9817104,Upgrade
44,Total Debt,11580423,11841513,12016998,12164361,12164361,13957246,13925889,14981213,14723288,15657957,14607349,14048204,14048204,14283758,15658085,10178270,6600428,4002921,3790623,3120768,Upgrade
45,Net Cash (Debt),-10585705,-10783750,-10316412,-11173083,-11173083,-12653552,-12721401,-13919023,-13583198,-12751520,-11930550,-11420750,-11420750,-11855915,-13749681,-7505822,-5103275,-2653161,-2947511,-2709874,Upgrade
46,Net Cash Per Share,-14897.77,-16499.20,-14887.36,-18190.68,-19040.23,-21563.13,-21678.75,-23719.64,-25244.75,-24445.51,-22793.79,-21819.80,-34811.67,-36725.97,-78301.02,-31312.64,-36965.00,-16558.62,-23164.68,-21297.08,Upgrade
47,Filing Date Shares Outstanding,880.21,880.21,880.22,614.22,586.81,586.81,586.81,586.81,586.81,586.81,581.32,523.41,343.66,343.66,239.71,239.71,160.23,160.23,127.24,127.24,Upgrade
48,Total Common Shares Outstanding,880.21,880.21,880.22,614.22,586.81,586.81,586.81,586.81,586.81,586.81,581.32,523.41,343.66,343.66,239.71,239.71,160.23,160.23,127.24,127.24,Upgrade
49,Working Capital,8963863,9628015,9775647,-,7388366,5515363,5049998,4370542,6403830,11163112,9597241,-,6041552,5752594,5916552,3792320,728650,2218824,912323,-703269,Upgrade
50,Book Value Per Share,11308.24,11169.52,11021.25,11668.41,11668.41,11506.37,11514.25,11353.22,11375.23,11992.17,12410.64,10396.12,10396.12,10142.30,10794.87,9859.05,9835.29,9006.63,9624.18,9729.61,Upgrade
51,Tangible Book Value,9404174,9268265,9123530,6240864,6240864,6146891,6135945,6022142,6033365,6141239,6455533,3056549,3056549,2753589,1825125,1446194,815904,1109107,887001,863146,Upgrade
52,Tangible Book Value Per Share,10684.00,10529.60,10365.10,10635.16,10635.16,10475.02,10456.36,10262.43,10281.56,10465.39,11105.00,8894.23,8894.23,8012.65,7614.02,6033.20,5092.13,6922.04,6971.00,6783.52,Upgrade
53,Buildings,2170925,2166816,2164460,-,2113038,2112894,2111967,2111967,2108159,1250243,1249265,-,4634163,3377475,3377475,2793397,126307,149878,139186,184925,Upgrade
54,Machinery,8947245,8913155,8919344,-,8822155,8769232,8773068,6891369,6790862,7633668,7641144,-,1657711,1423145,1398220,1896385,403425,301896,293148,260178,Upgrade
55,Construction In Progress,2071267,1709638,1687910,-,1609462,1597027,1535326,2921798,2617616,2465300,1973549,-,3320675,3451623,2579701,1899602,4033616,369626,58129,26961,Upgrade
