,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,1133732,1137868,1050129,1050129,1178693,1017931,1114358,701178,1220613,1176724,881001,1252856,684696,457440,814265,633057,166322,781696,521976,384951,Upgrade
1,Revenue Growth (YoY),-3.81%,11.78%,-5.76%,49.77%,-3.43%,-13.49%,26.49%,-44.03%,78.27%,157.24%,8.20%,97.91%,311.67%,-41.48%,56.00%,64.45%,-73.77%,219.40%,11.36%,68.65%,Upgrade
2,Cost of Revenue,919890,814705,743722,743490,888941,729950,698568,495003,1058771,822124,612284,696153,468940,236220,511753,433554,118034,557563,450246,308846,Upgrade
3,Gross Profit,213842,323163,306406,306639,289751,287981,415790,206175,161841,354600,268716,556703,215756,221220,302513,199503,48288,224134,71730,76104,Upgrade
4,"Selling, General & Admin",196165,151030,150395,150405,186401,169020,175551,111203,197029,156549,154994,190670,116281,96008,163932,91326,109972,71329,88715,62875,Upgrade
5,Operating Expenses,196165,151030,150395,150405,186401,169020,175551,111203,197029,156549,154994,190670,116281,96008,163932,91326,109972,71329,88715,62875,Upgrade
6,Operating Income,17677,172133,156012,156234,103351,118961,240239,94971,-35188,198051,113722,366033,99476,125212,138580,108177,-61684,152804,-16985,13229,Upgrade
7,Interest Expense,-293978,-254303,-277879,-277772,-1972732,-358718,-414835,-395764,-2305796,-295732,-827699,-292895,-1847084,-304299,-271839,-212631,-446309,-78853,-72246,-44951,Upgrade
8,Interest & Investment Income,346109,453984,524002,481476,-,401568,575396,540010,-,264065,-,1292137,-,358076,-,629705,-,82875,6255,152784,Upgrade
9,Earnings From Equity Investments,92191,-2553,-15431,-16021,-85254,12245,35662,2143,18638,-11248,31487,-38827,-19336,-9119,-30032,2078,-28472,-9542,-14554,178.45,Upgrade
10,Currency Exchange Gain (Loss),-93774,83730,-83730,-,-110071,-85862,-27380,27380,-72165,-15215,-57673,27052,8028,-114.11,9592,-1475,3377,18.63,-256.74,146.9,Upgrade
11,Other Non Operating Income (Expenses),-56885,-85703,-35919,-92264,1727477,-175909,-296081,-152743,1224824,-237269,-231937,-220787,1249891,-137879,-205797,-5075,344434,-64822,-52824,-9898,Upgrade
12,EBT Excluding Unusual Items,11340,367288,267055,251653,-337230,-87714,113000,115998,-1169686,-97347,-972100,1132713,-509025,31877,-359496,520778,-188654,82481,-150611,111489,Upgrade
13,Gain (Loss) on Sale of Investments,124282,15434,-15434,-,298003,123698,53029,-53029,677667,158220,900159,-293618,906688,238013,759588,-320062,368884,19411,188543,-98102,Upgrade
14,Gain (Loss) on Sale of Assets,3904,2790,-2790,-,234.98,1217,1353,-1353,284.97,-,569.94,-284.97,-42.53,257.39,-318.05,-,15.78,13.62,-5.74,6.87,Upgrade
15,Other Unusual Items,-26170,-3083,3083,-,25591,-1433,20570,-20570,212255,-1595,476115,-210828,-,-,-4302,2005,-,-,-227.81,4.2,Upgrade
16,Pretax Income,113356,382429,251914,251653,-13401,35768,187952,41046,-279479,59278,404743,627982,397620,270147,395472,202720,180246,101906,37699,13398,Upgrade
17,Income Tax Expense,16883,51221,43203,43247,343.15,26623,27216,26106,39042,19779,49979,136928,98557,52229,79909,34921,17120,25711,18949,5050,Upgrade
18,Earnings From Continuing Operations,96473,331208,208710,208407,-13744,9145,160737,14940,-318522,39499,354764,491055,299063,217918,315563,167799,163126,76195,18750,8348,Upgrade
