,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,119136,133540,100579,103699,103287,101034,107592,97240,92905,89894,100057,102255,119260,128218,109799,109167,123671,124186,118691,103547,120644,Upgrade
1,Market Cap Growth,32.17%,32.17%,-6.52%,6.64%,11.18%,12.39%,7.53%,-4.90%,-22.10%,-29.89%,-8.87%,-6.33%,-3.57%,3.25%,-7.49%,5.43%,2.51%,10.24%,-0.13%,-16.76%,31.53%,Upgrade
2,Last Close Price,5.04,5.70,4.24,4.39,4.37,4.26,4.52,4.08,3.90,3.78,4.10,4.18,4.89,5.25,4.37,4.33,4.93,4.96,4.65,4.06,4.71,Upgrade
3,PE Ratio,31.56,32.50,33.68,26.04,22.42,35.36,33.89,26.08,-,14.34,12.14,12.72,12.69,14.83,13.31,13.30,15.92,16.54,18.07,17.67,21.03,Upgrade
4,PS Ratio,5.63,5.95,5.01,4.94,4.90,5.46,5.38,4.57,4.56,3.34,3.27,3.40,3.51,3.92,3.42,3.62,4.24,4.18,4.36,3.92,4.98,Upgrade
5,PB Ratio,1.22,1.02,0.77,0.79,0.80,0.81,0.88,0.82,0.80,0.76,0.93,0.95,1.11,1.28,-,1.18,1.37,1.40,1.38,1.20,1.42,Upgrade
6,P/FCF Ratio,1.52,1.61,14.43,-,1.50,-,1.70,1.69,2.53,-,8.02,-3.76,-,-,-,-,-6.86,-,-,7.86,12.19,Upgrade
7,P/OCF Ratio,1.60,1.60,13.43,-,1.49,-,1.68,1.67,2.50,-,7.67,-3.82,-,-,-,-,-6.97,-,-,7.73,11.93,Upgrade
8,Debt / Equity Ratio,2.34,2.34,2.40,2.54,2.63,2.64,2.74,2.86,2.89,2.89,3.18,3.34,3.21,3.25,-,3.08,3.04,2.95,2.65,2.50,2.43,Upgrade
9,Debt / FCF Ratio,3.71,3.71,44.81,-,4.94,-,5.31,5.93,9.19,-,27.54,-13.25,-,-,-,-,-15.19,-,-,16.40,20.88,Upgrade
10,Asset Turnover,0.04,0.04,0.04,0.03,0.02,0.04,0.04,0.02,0.03,0.05,0.03,0.06,-,-,0.07,0.06,0.07,0.05,0.08,0.09,Upgrade,
11,Quick Ratio,1.18,1.18,0.87,1.28,1.08,2.53,1.89,2.60,1.07,2.78,1.90,2.50,2.07,2.83,-,2.58,1.90,2.23,1.93,2.48,2.14,Upgrade
12,Current Ratio,1.30,1.30,1.09,1.41,1.37,2.81,2.75,2.91,1.65,3.07,2.74,2.79,3.07,3.13,-,2.85,2.50,2.43,2.48,2.68,2.83,Upgrade
13,Return on Equity (ROE),5.65%,3.69%,5.10%,1.45%,2.40%,6.84%,7.46%,-4.76%,3.20%,9.28%,4.19%,7.97%,-,-,10.76%,5.69%,11.52%,9.64%,9.33%,4.76%,Upgrade,
14,Return on Assets (ROA),1.16%,0.78%,1.05%,0.30%,0.48%,1.30%,1.41%,-0.91%,0.58%,1.61%,0.74%,1.41%,-,-,1.98%,1.06%,2.21%,1.94%,1.99%,1.05%,Upgrade,
15,Earnings Yield,3.45%,3.08%,2.97%,3.84%,4.46%,2.83%,2.95%,3.83%,3.00%,6.97%,8.23%,7.86%,7.88%,6.74%,7.52%,7.52%,6.28%,6.05%,5.53%,5.66%,4.75%,Upgrade
16,FCF Yield,69.72%,62.20%,6.93%,25.62%,66.48%,82.35%,58.86%,59.19%,39.52%,-0.69%,12.47%,-26.58%,-34.61%,-25.13%,-51.18%,-39.58%,-14.58%,-7.39%,3.63%,12.72%,8.20%,Upgrade
17,Dividend Yield,0.67%,-,1.72%,-,1.28%,-,-,-,0.77%,-,-,-,2.05%,-,-,-,2.03%,-,-,-,1.70%,Upgrade
18,Payout Ratio,98.00%,286.93%,-,62.92%,-,1151.41%,-,71.88%,-,518.84%,58.22%,141.91%,63.83%,146.28%,68.59%,57.93%,68.54%,139.81%,75.17%,46.87%,72.33%,Upgrade
19,Buyback Yield / Dilution,0.92%,-1.05%,-8.06%,8.00%,4.89%,-4.74%,-7.03%,6.12%,5.44%,-5.90%,9.56%,-10.13%,-5.00%,4.37%,-1.52%,2.13%,2.54%,3.11%,-14.57%,-6.72%,-10.32%,Upgrade
20,Total Shareholder Return,1.59%,-1.05%,-6.34%,8.00%,6.18%,-4.74%,-7.03%,6.12%,6.21%,-5.90%,9.56%,-10.13%,-2.95%,4.37%,-1.52%,2.13%,4.57%,3.11%,-14.57%,-6.72%,-8.63%,Upgrade
