,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,33428,28008,32226,33453,25859,37877,33992,32096,40990,37465,37077,31039,33355,-,31266,22923,23430,17622,23760,25056,Upgrade
1,Short-Term Investments,140164,11717,82652,82101,74455,89143,87466,98564,102504,121807,105273,102940,103290,-,98094,102531,94753,110558,106706,101739,Upgrade
2,Trading Asset Securities,241617,240412,254943,191257,245518,159979,275132,154262,292719,157111,282108,153565,250147,-,181806,107317,150177,82280,117760,60137,Upgrade
3,Accounts Receivable,58260,65086,61410,68977,61905,66490,63059,65876,63388,75127,71439,80374,75451,-,73901,77245,78987,66497,56173,54981,Upgrade
4,Other Receivables,6307,2501,6307,1845,7356,2448,5794,1109,9199,1001,3934,850.7,6700,-,3527,868.65,5220,505.8,4029,933.48,Upgrade
5,"Property, Plant & Equipment",2192,2289,2423,2425,2369,2441,2401,2302,2272,2229,2406,2302,2202,-,2160,2160,2095,2075,2066,2073,Upgrade
6,Goodwill,-,-,-,19.65,-,-,-,19.65,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
7,Other Intangible Assets,353.03,358.52,340.37,311.59,312.64,311.79,296.19,291.29,246.69,231.34,250.22,250.18,208.51,-,184.91,187.9,135.61,136.46,136.51,143.72,Upgrade
8,Investments in Debt & Equity Securities,134065,139844,134961,76183,139263,44651,99482,19545,43239,25135,50147,21554,44149,-,62521,37989,81896,41919,76677,38606,Upgrade
