,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Jan '24 Jan 1, 2024","Oct '23 Oct 1, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,11047,11047,3986,3432,3886,3886,3063,2882,20171,3701,4354,7224,23393,10402,13330,33800,46099,48229,40001,47700,Upgrade
1,Revenue Growth (YoY),184.26%,184.26%,30.12%,19.09%,-80.73%,5.02%,-29.65%,-60.10%,-13.77%,-64.42%,-67.33%,-78.63%,-49.25%,-78.43%,-66.68%,-29.14%,-73.26%,-65.72%,-32.60%,-0.07%,Upgrade
2,Cost of Revenue,8384,8384,4331,2976,2176,2176,1930,1639,10834,326.91,-487.96,5071,-17688,4526,1626,18292,-25949,15187,24418,29343,Upgrade
3,Gross Profit,2663,2663,-345.54,456.45,1710,1710,1133,1243,9337,3374,4842,2153,41082,5876,11704,15508,72047,33042,15584,18357,Upgrade
4,"Selling, General & Admin",526.76,526.76,-1850,-302.18,860.19,860.19,124.43,595.76,2309,3060,5428,788.86,35617,5005,7284,7000,14500,10455,8430,7597,Upgrade
5,Operating Expenses,526.76,526.76,-1850,-302.18,860.19,860.19,124.43,595.76,2309,3060,5428,788.86,35617,5005,7284,7000,14500,10455,8430,7597,Upgrade
6,Operating Income,2137,2137,1504,758.63,850.01,850.01,1009,646.96,7028,313.53,-585.84,1364,5465,870.96,4421,8509,57548,22587,7154,10759,Upgrade
7,Interest Expense,-487.99,-487.99,-557.38,-531.25,-729.68,-729.68,-825.25,-816.63,-801.65,-853.58,-1106,-924.44,-1387,-1321,-1854,-1294,-14956,-2958,-6371,-,Upgrade
8,Interest & Investment Income,211.5,211.5,-,174.72,869.93,869.93,18.2,720.69,1045,845.03,2099,93.2,5282,1555,-,2039,5332,865.1,5542,613.69,Upgrade
9,Other Non Operating Income (Expenses),-10.37,-10.37,-641.65,8.21,164.77,164.77,312.74,158.09,-2685,492.65,89.67,-2,2.53,-,-,-,0.37,0.36,-0.78,-,Upgrade
10,EBT Excluding Unusual Items,1850,1850,305.32,410.31,1155,1155,514.61,709.1,4586,797.63,496.91,530.57,9363,1104,2566,9254,47924,20494,6325,11373,Upgrade
11,Gain (Loss) on Sale of Assets,-,-,-,-,114.55,114.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155.81,-,Upgrade
13,Pretax Income,1850,1850,305.32,410.31,1270,1270,514.61,709.1,4586,797.63,496.91,530.57,9363,1104,2566,9254,47924,20494,6480,11373,Upgrade
14,Income Tax Expense,242.41,242.41,100.87,107.82,227.74,227.74,27.13,100.39,1277,206.92,25.73,77.02,4634,304.73,-181.75,1876,3946,4654,1148,2260,Upgrade
15,Net Income,1607,1607,204.45,302.5,1042,1042,487.48,608.71,3310,590.72,471.18,453.54,4729,799.53,2748,7378,43978,15840,5332,9113,Upgrade
16,Preferred Dividends & Other Adjustments,-,-,-,-,473.85,473.85,-,-,-,-,-,-,-,-,-,-,-,-,2673,-,Upgrade
17,Net Income to Common,1607,1607,204.45,302.5,567.98,567.98,487.48,608.71,3310,590.72,471.18,453.54,4729,799.53,2748,7378,43978,15840,2659,9113,Upgrade
18,Net Income Growth,54.29%,54.29%,-58.06%,-50.31%,-68.52%,76.37%,3.46%,34.21%,-30.02%,-26.12%,-82.85%,-93.85%,-89.25%,-94.95%,-48.46%,-19.04%,129.62%,-63.05%,-32.51%,53.07%,Upgrade
19,Shares Outstanding (Basic),9,9,32,32,8,8,32,32,32,31,31,31,32,32,60,32,32,32,32,32,Upgrade
20,Shares Outstanding (Diluted),9,9,32,32,8,8,32,32,32,31,31,31,32,32,60,32,32,32,32,32,Upgrade
21,Shares Change (YoY),7.37%,7.37%,0.66%,1.05%,-73.28%,-72.79%,3.46%,1.21%,0.10%,-1.49%,-48.38%,-1.37%,0.20%,-0.06%,90.44%,0.05%,-0.04%,0.02%,-0.15%,0.03%,Upgrade
22,EPS (Basic),176.83,176.83,6.33,9.49,67.08,67.08,15.19,19.30,104.43,18.99,15.19,14.56,149.37,25.32,45.73,233.54,1391.77,501.27,84.27,288.61,Upgrade
23,EPS (Diluted),176.83,176.83,6.33,9.49,67.08,67.08,15.19,19.30,104.43,18.99,15.19,14.56,149.37,25.32,45.73,233.54,1391.77,501.27,84.27,288.61,Upgrade
24,EPS Growth,163.59%,163.59%,-58.33%,-50.82%,-35.76%,253.31%,0%,32.61%,-30.08%,-25.00%,-66.78%,-93.77%,-89.27%,-94.95%,-45.74%,-19.08%,129.72%,-63.06%,-55.79%,53.02%,Upgrade
25,Free Cash Flow,-288101,-288101,-1667,-1667,-25989,-25989,-4997,-4997,-30640,-40535,-22991,-17363,14305,-18041,5922,6867,63667,43712,1407,30675,Upgrade
26,Free Cash Flow Per Share,-31692.71,-31692.71,-51.61,-52.32,-3069.52,-3069.52,-155.71,-158.47,-966.85,-1302.90,-741.18,-557.28,451.84,-571.25,98.55,217.37,2014.89,1383.30,44.58,971.52,Upgrade
