,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,2493,1900,2937,3826,6960,9330,13377,63473,28273,-,-
1,Market Cap Growth,-50.32%,-50.32%,-57.80%,-58.99%,-47.97%,-85.30%,-52.68%,-,-,-,-
2,Enterprise Value,-1298,-2165,-856,149,3426,2173,7052,56917,28222,-,-
3,Last Close Price,1.01,0.77,1.19,1.55,2.82,3.78,5.42,26.85,11.90,-,-
4,PE Ratio,7.77,5.85,9.76,-3.88,-,11.85,9.81,51.45,34.36,-,-
5,Forward PE,5.17,4.57,5.17,6.70,10.63,5.45,6.74,35.96,21.67,-,-
6,PS Ratio,0.29,0.22,0.33,0.42,0.71,0.90,1.31,7.29,4.74,-,-
7,PB Ratio,0.28,0.20,0.31,0.42,0.74,0.84,1.18,7.50,3.53,-,-
8,P/TBV Ratio,0.32,0.32,0.51,0.72,1.32,1.61,2.08,12.54,5.20,-,-
9,P/FCF Ratio,5.36,-,3.17,3.26,-3.52,-,10.01,81.00,27.38,-,-
10,P/OCF Ratio,2.79,-,2.59,2.85,-4.07,-,9.02,66.12,24.69,-,-
11,PEG Ratio,-,-,-,-,-,0.35,0.12,0.68,0.37,-,-
12,EV/Sales Ratio,-,-,-,0.02,0.35,0.21,0.69,6.54,4.73,-,-
13,EV/EBITDA Ratio,-,-,-,1.06,-,1.35,3.83,34.13,24.35,-,-
14,EV/EBIT Ratio,-,-,-,-1.04,-,1.62,4.22,37.60,26.27,-,-
15,EV/FCF Ratio,-2.79,-,-,0.13,-1.73,-,5.28,72.63,27.33,-,-
16,Debt / Equity Ratio,0.04,0.04,0.04,0.06,0.07,0.36,0.35,0.01,0.01,0.07,1.09
17,Debt / FCF Ratio,0.80,-,0.44,0.48,-0.35,-,2.97,0.08,0.06,0.11,0.48
18,Return on Capital Employed (ROCE),2.98%,2.98%,4.29%,-1.43%,-,11.14%,13.18%,17.44%,13.15%,52.22%,201.95%
19,Earnings Yield,13.04%,17.10%,10.25%,-25.76%,-15.06%,8.44%,10.19%,1.94%,2.91%,-,-
20,FCF Yield,18.67%,24.49%,31.55%,30.71%,-28.38%,-20.59%,9.99%,1.23%,3.65%,-,-
21,Buyback Yield / Dilution,-1.90%,-1.51%,-2.11%,1.26%,-1.81%,-4.51%,-13.77%,-18.20%,-1.13%,-5.26%,-
22,Total Shareholder Return,-1.90%,-1.51%,-2.11%,1.26%,-1.81%,-4.51%,-13.77%,-18.20%,-1.13%,-5.26%,-
