,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,4410,3788,4076,2307,7047,9842,5622,5830,1754,849.59
1,Short-Term Investments,-,1000,700,2360,195.67,129.05,47.89,34.05,-,-
2,Trading Asset Securities,124.18,-,-,-,13.98,-,23.14,-,69.87,-
3,Cash & Short-Term Investments,4534,4788,4776,4667,7257,9971,5693,5864,1823,849.59
4,Cash Growth,-5.06%,2.59%,-34.19%,-53.19%,27.48%,70.04%,212.19%,590.23%,-,-
5,Accounts Receivable,3786,3220,3467,3226,3386,3155,2741,1863,767.83,747.31
6,Other Receivables,-,-,-,-,-253.61,-15.4,95.62,20.53,26.82,13.63
7,Receivables,3786,3220,3467,3226,3132,3140,2837,1884,794.65,760.94
8,Inventory,313.21,210.88,273.38,193.76,278.63,231.08,297.06,271.23,313.81,286.78
9,Prepaid Expenses,45.29,32.15,-,17.91,-,-,0.31,0.26,-,-
10,Restricted Cash,98.35,36.9,80.68,92.12,43.61,29.45,0.1,2.05,-,-
11,Other Current Assets,1961,894.31,1075,1089,1787,562.71,542.06,395.59,334.71,1233
12,Total Current Assets,10738,9183,9672,9286,12499,13934,9369,8417,3267,3130
13,"Property, Plant & Equipment",628.54,670.42,656.06,711.76,618.36,575.86,347.82,253.29,142.45,132.89
14,Long-Term Investments,58.57,185.2,138.28,144.04,50.18,42.18,36.47,34.43,6.49,3.69
15,Goodwill,1725,1725,1740,1740,2423,2129,1590,1214,352.07,176.32
16,Other Intangible Assets,859.82,932.81,1077,1173,1259,1147,853.81,659.52,219,106.98
17,Long-Term Accounts Receivable,158.1,165.41,167.97,173.85,183.87,173.93,-,-,-,-
18,Long-Term Deferred Tax Assets,288.72,255.54,222.71,257.53,182.69,95.24,100.31,67.53,36.75,24.62
19,Other Long-Term Assets,78.8,1123,1127,1114,1241,62.39,64.97,259.57,-,-
20,Total Assets,14535,14240,14802,14600,18457,18160,12363,10905,4023,3575
21,Accounts Payable,1447,1213,1128,1175,1175,1143,1214,679.4,179.49,168.15
22,Accrued Expenses,-,-,-,-,-,-,686.57,1074,650.89,440.04
