,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,98,117,90,64,67,67,67,49,49,35,111,Upgrade
1,Market Cap Growth,83.08%,83.08%,35.29%,-4.41%,0%,36.00%,36.00%,38.89%,-55.75%,-83.64%,-36.87%,Upgrade
2,Enterprise Value,244,247,222,210,203,196,129,97,101,78,176,Upgrade
3,Last Close Price,0.10,0.12,0.09,0.07,0.07,0.07,0.07,0.05,0.05,0.04,0.11,Upgrade
4,PE Ratio,7.44,8.85,4.44,2.04,4.37,43.79,4.27,1.80,10.88,-,-,Upgrade
5,PS Ratio,0.14,0.16,0.12,0.10,0.20,0.18,0.10,0.08,0.14,0.10,0.37,Upgrade
6,PB Ratio,0.87,1.01,0.84,0.61,0.74,0.82,0.80,0.56,0.75,0.84,2.13,Upgrade
7,P/TBV Ratio,1.03,1.03,0.86,0.63,0.77,0.86,0.83,0.59,0.78,0.84,2.13,Upgrade
8,P/FCF Ratio,-,-,5.48,14.40,-,-,-,-,-,6.18,-1.98,Upgrade
9,P/OCF Ratio,-,-,5.48,14.40,-,-,-,-,-,6.14,-1.99,Upgrade
10,EV/Sales Ratio,0.34,0.35,0.29,0.33,0.62,0.54,0.20,0.16,0.29,0.22,0.59,Upgrade
11,EV/EBITDA Ratio,7.46,7.73,6.18,5.56,10.76,23.20,4.73,3.44,21.27,-,-,Upgrade
12,EV/EBIT Ratio,7.72,7.84,6.27,5.65,11.13,24.23,4.86,3.58,26.37,-,-,Upgrade
13,EV/FCF Ratio,-,-,13.48,47.36,-,-,-,-,-,13.57,-3.13,Upgrade
14,Debt / Equity Ratio,1.35,1.35,1.42,1.45,1.69,1.72,1.68,1.43,1.72,2.60,2.10,Upgrade
15,Debt / FCF Ratio,-,-,9.30,34.39,-,-,-,-,-,19.15,-1.95,Upgrade
16,Return on Capital Employed (ROCE),24.70%,24.70%,19.31%,20.26%,20.02%,8.75%,30.33%,18.10%,3.32%,-,-,Upgrade
17,Earnings Yield,13.44%,11.30%,22.52%,49.11%,22.91%,2.28%,23.40%,55.61%,9.19%,-42.96%,-16.85%,Upgrade
18,FCF Yield,-0.83%,-0.83%,18.24%,6.94%,-6.03%,-40.92%,-40.62%,-65.21%,-61.87%,16.19%,-50.62%,Upgrade
