,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,329.08,385.93,375.85,253.03,74.69,290.48,360.96,250.58,103.37,246.48,Upgrade
1,Revenue Growth (YoY),-12.45%,52.52%,403.20%,-12.89%,-79.31%,15.92%,249.18%,1.67%,94.86%,264.93%,Upgrade
2,Cost of Revenue,307.81,362.28,349.16,236.36,67.45,262.35,331.86,233.63,95.89,233.64,Upgrade
3,Gross Profit,21.26,23.65,26.69,16.67,7.24,28.13,29.1,16.95,7.48,12.83,Upgrade
4,"Selling, General & Admin",4.16,6.51,5.8,3.9,5.33,9.15,8.75,8.88,10.74,15.2,Upgrade
5,Other Operating Expenses,-0.03,-3.74,-0.14,-0.15,-0.19,-0.34,-0.22,-0.04,-0.47,-0.98,Upgrade
6,Operating Expenses,4.13,9.24,5.66,0.55,5.14,22.14,8.53,10.32,10.27,15.35,Upgrade
7,Operating Income,17.13,14.41,21.03,16.11,2.11,5.99,20.57,6.64,-2.79,-2.52,Upgrade
8,Interest Expense,-4.22,-8.08,-0.44,-0.31,-0.57,-3.47,-2.96,-0.17,-5.08,-5.01,Upgrade
9,Interest & Investment Income,-,0.02,-,0.02,-,0.03,-,0.03,-,0.06,Upgrade
10,Currency Exchange Gain (Loss),-,0.31,-,-,-,0,-,-,-,-,Upgrade
11,Other Non Operating Income (Expenses),-,-5.74,-,-0.78,-,0.48,-,-0.32,-,-0.42,Upgrade
12,EBT Excluding Unusual Items,12.91,0.91,20.59,15.04,1.54,3.04,17.61,6.17,-7.87,-7.89,Upgrade
13,Gain (Loss) on Sale of Investments,-0.01,-0.05,-0.02,-0.05,-0.09,-0.32,0.5,0.04,-0.1,-0.06,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,-0.02,-,0.02,-,-,-,-0.93,Upgrade
15,Other Unusual Items,-,3.94,-,-,-,0.06,-,6.95,-,-,Upgrade
16,Pretax Income,12.9,4.8,20.57,14.97,1.45,2.79,18.11,13.16,-7.98,-8.87,Upgrade
17,Income Tax Expense,3.39,1.85,3.98,0.42,0.82,3.73,1.37,0.13,0.13,-1.8,Upgrade
18,Earnings From Continuing Operations,9.51,2.96,16.59,14.55,0.63,-0.93,16.74,13.03,-8.11,-7.08,Upgrade
19,Net Income to Company,9.51,2.96,16.59,14.55,0.63,-0.93,16.74,13.03,-8.11,-7.08,Upgrade
20,Minority Interest in Earnings,-0.02,0.76,0.04,0.16,-0.05,1.87,-2.06,-0.41,-,-,Upgrade
21,Net Income,9.49,3.71,16.63,14.71,0.58,0.94,14.69,12.62,-8.11,-7.08,Upgrade
22,Net Income to Common,9.49,3.71,16.63,14.71,0.58,0.94,14.69,12.62,-8.11,-7.08,Upgrade
23,Net Income Growth,-42.96%,-74.77%,2753.17%,1462.00%,-96.03%,-92.54%,-,-,-,-,Upgrade
24,Shares Outstanding (Basic),982,982,982,982,982,982,982,982,982,982,Upgrade
25,Shares Outstanding (Diluted),982,982,982,982,982,982,982,982,982,982,Upgrade
26,EPS (Basic),0.01,0.00,0.02,0.01,0.00,0.00,0.01,0.01,-0.01,-0.01,Upgrade
27,EPS (Diluted),0.01,0.00,0.02,0.01,0.00,0.00,0.01,0.01,-0.01,-0.01,Upgrade
28,EPS Growth,-42.83%,-74.77%,2749.92%,1564.78%,-96.03%,-93.00%,-,-,-,-,Upgrade
29,Free Cash Flow,-9.94,8.97,7.51,-3.08,-0.95,-26.38,-0.75,-31.27,0.89,4.83,Upgrade
30,Free Cash Flow Per Share,-0.01,0.01,0.01,-0.00,-0.00,-0.03,-0.00,-0.03,0.00,0.00,Upgrade
31,Operating Margin,5.21%,3.73%,5.59%,6.37%,2.82%,2.06%,5.70%,2.65%,-2.70%,-1.02%,Upgrade
32,Profit Margin,2.88%,0.96%,4.43%,5.82%,0.78%,0.32%,4.07%,5.04%,-7.84%,-2.87%,Upgrade
33,Free Cash Flow Margin,-3.02%,2.32%,2.00%,-1.22%,-1.27%,-9.08%,-0.21%,-12.48%,0.86%,1.96%,Upgrade
34,EBITDA,17.33,14.66,21.27,16.47,2.38,6.09,21.22,7.08,-2.31,-2,Upgrade
35,D&A For EBITDA,0.2,0.25,0.25,0.35,0.27,0.09,0.65,0.44,0.48,0.52,Upgrade
36,EBIT,17.13,14.41,21.03,16.11,2.11,5.99,20.57,6.64,-2.79,-2.52,Upgrade
