,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+1 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Operating Revenue,267.3,269.89,190.93,128.12,260.39,215.75,163.82,121.87,252.56,186.7,170.87,103.54,211.23,190.66,148.15,64.14,184.8,170.4,90.63,87.25,Upgrade
1,Other Revenue,-3.22,3.22,-,5.37,-2.92,2.92,-,6.08,-2.16,2.16,-,5.8,-2.63,2.63,-,4.39,-1.67,1.67,-,3.41,Upgrade
2,Revenue,264.08,273.11,190.93,133.49,257.48,218.67,163.82,127.95,250.39,188.86,170.87,109.34,208.6,193.29,148.15,68.52,183.13,172.08,90.63,90.66,Upgrade
3,Revenue Growth (YoY),2.57%,24.90%,16.55%,4.33%,2.83%,15.78%,-4.12%,17.02%,20.04%,-2.29%,15.33%,59.57%,13.91%,12.33%,63.47%,-24.42%,-3.92%,-,-,-,Upgrade
4,Cost of Revenue,183,197.26,147.04,102.28,185.43,161.06,127.21,101.13,191.41,145.62,128.64,78.94,144.43,141.23,111.54,66.07,118.53,117.37,70.64,60.77,Upgrade
5,Gross Profit,81.08,75.85,43.89,31.21,72.05,57.6,36.61,26.82,58.99,43.24,42.22,30.4,64.17,52.06,36.62,2.45,64.6,54.7,19.99,29.89,Upgrade
6,"Selling, General & Admin",15.84,11.81,11.59,13.5,11.4,9.98,10.71,10.75,10.36,8.42,8.53,9.64,10.06,8.39,6.39,-10.95,14.96,15.27,4.97,8.02,Upgrade
7,Research & Development,7.4,7.76,4.91,6.92,5.94,5.77,4.97,5.81,5.23,4.96,4.41,5.96,4.58,3.67,3.55,3.61,3.62,4.04,2.87,3.42,Upgrade
8,Other Operating Expenses,-3.42,1.29,-0.1,2.17,0.08,2.31,-0.53,2.54,0.69,1.15,0,5.07,-1.54,1.22,0.06,3.34,1.17,-0.56,0.08,1.49,Upgrade
9,Operating Expenses,18.17,25.13,19.78,16.82,19.72,20.88,17.27,12.31,19.67,15.76,16.22,15.2,13.16,15.81,13.35,-9.38,21.92,20.7,9.21,9.23,Upgrade
10,Operating Income,62.91,50.72,24.11,14.38,52.33,36.72,19.34,14.51,39.32,27.48,26,15.2,51.01,36.24,23.27,11.83,42.68,34,10.78,20.66,Upgrade
11,Interest Expense,-0.48,-0.21,-0.11,-0.11,-0.12,-0.15,-0.16,-0.02,-0.11,-0.08,-0.25,-,-0.05,-0.16,-,-,-,-0.3,-0.67,-0.69,Upgrade
12,Interest & Investment Income,0.18,0.92,0.63,2.95,1.08,3.13,3.46,3.61,3.8,4.01,3.64,4.1,4.14,4.97,4.75,0.81,0.58,0.06,1.2,0.61,Upgrade
13,Currency Exchange Gain (Loss),2.42,-2.42,-,-1.05,0.39,-0.39,-,-0.61,0.48,-0.48,-,0.13,-0.01,0.01,-,0.38,0.64,-0.64,-,-2.77,Upgrade
14,Other Non Operating Income (Expenses),-3.05,0.87,-1.17,-0.31,-1.54,0.48,-0.05,-1.04,-0.61,0.32,0.03,-0.4,-0.01,0.17,-0.31,-0.18,0.17,0.64,-1.32,4.28,Upgrade
15,EBT Excluding Unusual Items,61.98,49.89,23.46,15.87,52.14,39.79,22.6,16.45,42.88,31.26,29.43,19.03,55.07,41.23,27.71,12.85,44.07,33.76,9.98,22.09,Upgrade
16,Gain (Loss) on Sale of Assets,0.04,-0.23,0.01,0.04,-,0.02,-,0,1.74,-,0,0.02,-,0.01,-,-0.02,-,-0.01,-,-,Upgrade
17,Asset Writedown,-0.39,-0.16,0.15,3.38,-3.59,-0.31,0.31,0.42,-0.42,-0.22,0.22,0.39,-0.39,0.4,-0.4,-0.06,0,0.14,-0.14,0.22,Upgrade
18,Other Unusual Items,0.05,0,0.01,0.74,-,-,-,2.25,-,-,-,4.39,-,-,-,5.04,-,-,-,3.68,Upgrade
19,Pretax Income,61.68,49.51,23.64,20.03,48.55,39.5,22.91,19.13,44.2,31.03,29.65,23.83,54.68,41.64,27.31,17.8,44.07,33.89,9.84,26,Upgrade
20,Income Tax Expense,8.96,6.28,3.6,2.85,7.14,6.51,3.42,4.57,6.89,3.53,4.45,4.03,9.45,7.73,4.92,2.86,7.29,5.76,1.49,3.5,Upgrade
21,Net Income,52.73,43.23,20.04,17.18,41.41,32.99,19.49,14.56,37.3,27.51,25.2,19.8,45.23,33.91,22.39,14.94,36.78,28.13,8.35,22.5,Upgrade
22,Net Income to Common,52.73,43.23,20.04,17.18,41.41,32.99,19.49,14.56,37.3,27.51,25.2,19.8,45.23,33.91,22.39,14.94,36.78,28.13,8.35,22.5,Upgrade
23,Net Income Growth,27.33%,31.02%,2.84%,17.98%,11.00%,19.94%,-22.66%,-26.47%,-17.52%,-18.87%,12.54%,32.53%,22.97%,20.52%,168.04%,-33.59%,3.33%,-,-,-,Upgrade
24,Shares Outstanding (Basic),246,277,250,251,258,246,278,274,244,275,252,252,269,263,249,223,194,175,209,203,Upgrade
25,Shares Outstanding (Diluted),246,277,250,251,258,246,278,274,244,275,252,252,269,263,249,223,194,175,209,203,Upgrade
26,Shares Change (YoY),-4.48%,12.31%,-10.02%,-8.54%,5.38%,-10.42%,10.49%,8.98%,-9.19%,4.59%,1.28%,12.59%,38.49%,50.09%,19.13%,10.27%,0.46%,-,-,-,Upgrade
27,EPS (Basic),0.21,0.16,0.08,0.07,0.16,0.13,0.07,0.05,0.15,0.10,0.10,0.08,0.17,0.13,0.09,0.07,0.19,0.16,0.04,0.11,Upgrade
